,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm
465,Jamal Johnson,Auburn,SEC,27,63.3,109.5,16.7,48.6,51.48,2.4,7.9,9.7,11.8,38,52,0.731,24,67,0.358,0.6,1.7,23.4,Jr,4-Jun,1,2.22145,2021,50709,"Birmingham, AL",UAB,1.44000432,11,29,13,38,0.379310345,0.342105263,0,0,0,2.2847,0,2.0719,1.73101,0.34089
466,Ryan Wade,Holy Cross,Pat,16,65.4,98.5,13.2,47.8,49.41,2.4,8.5,9,16.4,10,15,0.667,11,25,0.44,0.5,1.5,16.9,So,2-Jun,0,0.137637,2021,70744,"Ann Arbor, MI",Central Michigan,1.375,9,16,2,9,0.5625,0.222222222,0,0,0,1.37412,0,-3.22372,-1.66358,-1.56015
467,Jaheam Cornwall,Gardner Webb,BSth,26,76.8,112.2,24.4,54.9,57.72,2.2,9.8,26.5,16.5,51,63,0.81,62,131,0.473,0.3,1.3,21.9,Sr,Jun-00,1,3.21033,2021,50587,"Brooklyn, NY",Penn St.,1.833357408,31,62,31,69,0.5,0.449275362,0,0,0,1.89866,0,2.37702,4.64978,-2.27276
468,Alexis Yetna,South Florida,Amer,15,50.2,110.6,17.3,51.3,54.06,9.8,20.8,6.9,14.4,22,30,0.733,38,66,0.576,2.9,0.8,25.4,Jr,8-Jun,10,2.35463,2021,66704,"Paris, France",Seton Hall,0.722222222,32,51,6,15,0.62745098,0.4,3,3,1,2.48075,0,2.57975,2.42189,0.157867
469,Eric Boone,Georgia Southern,SB,20,63.1,93.8,25.4,45.5,48.97,2.5,13,22.5,21.2,46,69,0.667,43,109,0.394,0.4,4.6,34.5,Jr,2-Jun,5,1.1746,2021,73176,"Lexington, KY",North Carolina Central,1.224107254,30,58,13,51,0.517241379,0.254901961,4,6,0.666666667,2.55175,0,0.827328,-0.363262,1.19059
470,David Caraher,St. John's,BE,7,2.9,69.4,14,35.7,33.44,0,10.7,14.4,24.2,0,1,0,1,2,0.5,0,0,14.3,Jr,6-Jun,23,-0.338909,2021,51227,"Chapel Hill, NC",High Point,1.500175009,0,0,1,2,0,0.5,0,0,0,0.27718,0,-7.64118,-4.06376,-3.57742
471,Quentin Scott,Texas St.,SB,23,27.9,90.2,19.3,35.1,39.89,7.3,8.5,8.9,11.3,15,21,0.714,20,51,0.392,1.6,1,28.4,Sr,7-Jun,14,0.0503568,2021,52167,"Houma, LA",Tulane,1.076923077,9,19,11,32,0.473684211,0.34375,1,2,0.5,0.855569,0,-6.34926,-4.5661,-1.78316
472,Jacob Falko,Gardner Webb,BSth,26,72.5,102.8,19.6,46.8,50.99,3.7,15.6,12.9,14.5,47,59,0.797,65,135,0.481,0.6,2.9,26.6,Jr,2-Jun,3,1.4434,2021,73118,"North East, MD",Binghamton,1.361115124,54,95,11,40,0.568421053,0.275,5,5,1,2.42863,0,0.262006,0.054269,0.207737
473,Jake Boggs,UNC Wilmington,CAA,16,63.4,115.1,16.8,54,57.44,4.7,13.6,4.9,10,28,37,0.757,28,61,0.459,3.4,1.1,32.7,So,7-Jun,5,1.88572,2021,71602,"Charlotte, NC",South Florida,0.769190532,24,50,4,11,0.48,0.363636364,8,9,0.888888889,1.6153,0,0.00560765,1.13431,-1.1287
474,Ayinde Hikim,La Salle,A10,11,16.3,98.2,21.2,41.5,45,2.2,5.4,31.9,17.3,8,11,0.727,12,39,0.308,0,3.7,23.4,So,11-May,0,0.809871,2021,70972,"Washington, DC",UMass Lowell,2.599934001,11,28,1,11,0.392857143,0.090909091,0,0,0,1.02976,0,-0.578244,-0.656574,0.0783303
475,Ajani Kennedy,Tennessee Martin,OVC,23,64.6,88.6,17.5,46.3,48.63,5.6,16.3,9,23.3,24,37,0.649,45,91,0.495,1.7,1.6,24.8,Jr,9-Jun,12,-0.161091,2021,51522,"Moreno Valley, CA",Cal Poly,0.627895295,30,48,15,43,0.625,0.348837209,3,4,0.75,1.15496,0,-6.10653,-3.85739,-2.24914
476,Brian Taylor,Illinois Chicago,Horz,15,22.1,85.2,13.7,48.8,49.2,1.2,9,2.8,19.2,5,10,0.5,10,20,0.5,3.2,1.8,23.8,So,6-Jun,0,-0.516272,2021,71321,"Detroit., MI",Central Michigan,0.333333333,9,17,1,3,0.529411765,0.333333333,4,5,0.8,1.04231,0,-4.3639,-4.27593,-0.0879673
477,Justin Kier,Georgia,SEC,25,77.1,94.7,16.7,48.7,52.54,1.3,11.9,12.9,25.3,45,60,0.75,41,97,0.423,0.3,2.9,30.3,Sr,4-Jun,5,1.04136,2021,49529,"Grottoes, VA",Arizona,0.967741935,28,55,14,45,0.509090909,0.311111111,4,4,1,3.00683,0,1.3986,-0.246904,1.6455
478,Keith Williams,Cincinnati,Amer,23,68.2,96.2,29.8,44.2,48.32,6.1,11.2,21.3,15.3,79,121,0.653,88,204,0.431,2.8,2.4,42.6,Sr,5-Jun,2,2.58123,2021,51272,"Brooklyn, NY",Western Kentucky,1.137232795,71,119,17,85,0.596638655,0.2,10,11,0.909090909,2.79065,0,3.19945,2.79545,0.403993
479,Tyler Cochran,Northern Illinois,MAC,12,50.5,103.1,26.8,46.5,48.6,10.1,15.4,15.7,11.4,28,45,0.622,73,152,0.48,0.9,3.1,26.5,So,2-Jun,23,2.57664,2021,71025,"Bolingbrook, IL",Ball St.,1.199976,49,89,24,63,0.550561798,0.380952381,0,0,0,1.58588,0,2.73356,3.80908,-1.07552
480,Vince Cole,St. John's,BE,27,57.5,99.6,18.5,47.9,51.32,2.5,9.8,8.2,15.4,35,42,0.833,48,112,0.429,2.4,1,20,Jr,6-Jun,15,1.34804,2021,73098,"Charleston, SC",Coastal Carolina,0.909098347,14,35,34,77,0.4,0.441558442,2,3,0.666666667,1.99097,0,0.423293,1.30274,-0.87945
481,Kevin Obanor,Oral Roberts,Sum,26,82.1,116.4,26,57.8,62.62,8,24.1,6.4,14.9,103,118,0.873,117,223,0.525,1.9,1,34.7,Jr,8-Jun,0,4.49491,2021,66476,"Houston, TX",Texas Tech,0.491783714,78,137,39,86,0.569343066,0.453488372,15,16,0.9375,2.95605,0,3.0938,4.64913,-1.55533
482,Sam Hines Jr.,Denver,Sum,20,72,92.6,22.3,47.7,50.99,7.2,18.6,10.1,20.2,43,65,0.662,80,159,0.503,2.2,1.2,36.7,Fr,6-Jun,20,0.722607,2021,73501,"Marietta, GA",South Florida,0.574468085,48,91,32,68,0.527472527,0.470588235,9,10,0.9,1.43574,0,-4.5941,-2.09365,-2.50045
483,Anthony Gaines,Northwestern,B10,23,51.7,99,12.2,50.7,54.68,4.9,17.6,9,22.6,20,28,0.714,23,44,0.523,1.5,1.7,40.6,Sr,4-Jun,11,0.549563,2021,50189,"Kingston, NY",Siena,1.13043932,17,22,6,22,0.772727273,0.272727273,5,5,1,2.40184,0,1.2253,-1.07706,2.30236
484,Jacob Davison,Eastern Washington,BSky,21,47.9,94.2,25.8,45.6,49.77,2.6,11.2,12.3,16.3,35,42,0.833,40,98,0.408,1.4,1.7,23,Sr,4-Jun,10,1.0371,2021,48538,"Long Beach, CA",Cal Poly,0.969666667,29,61,10,36,0.475409836,0.277777778,1,2,0.5,1.8479,0,-0.619372,-0.229394,-0.389979
485,Jordan Goldwire,Duke,ACC,24,70.6,105.8,14.5,44.6,46.64,3.5,9,22,19.7,14,19,0.737,34,83,0.41,0.3,4.5,13.6,Sr,2-Jun,14,1.60584,2021,51787,"Norcross, GA",Oklahoma,2.823462977,22,44,12,39,0.5,0.307692308,0,0,0,3.12608,0,3.81719,0.349424,3.46777
486,Jahbril Price-Noel,Pacific,WCC,17,45.9,80.9,16.2,40.7,40.89,2.6,12.4,12.8,21.6,5,12,0.417,17,41,0.415,1.2,0.4,16,Jr,7-Jun,22,-0.417012,2021,66033,"Scarborough, ON",Wagner,1.2500225,13,22,4,19,0.590909091,0.210526316,0,0,0,1.55443,0,-4.06543,-2.74583,-1.3196
487,Chance Hunter,Long Beach St.,BW,16,66.9,88.6,22.2,49.2,49.84,3.3,17,8,19.6,19,35,0.543,48,102,0.471,0.8,1.6,19.4,Jr,6-Jun,31,0.477439,2021,70894,"Inglewood, CA",Cal Baptist,0.475,35,59,13,42,0.593220339,0.30952381,7,8,0.875,2.32183,0,-2.34718,-1.40687,-0.940313
488,Marreon Jackson,Toledo,MAC,30,84.4,111.1,28.6,50,54.94,1.9,16.8,32.3,17.5,103,114,0.904,91,193,0.472,0.9,3.1,25.9,Sr,1-Jun,3,4.33331,2021,52117,"Cleveland, OH",Arizona St.,1.944433333,60,103,31,90,0.582524272,0.344444444,0,0,0,3.54228,0,6.57115,5.15916,1.41198
489,CJ Kelly,Albany,AE,14,63.4,109.3,24.1,58.6,61.72,2.2,15.2,15.1,17.7,43,59,0.729,38,69,0.551,1.4,2.3,44,Jr,5-Jun,15,2.76621,2021,67875,"Long Island, NY",Massachusetts,0.933314667,28,52,10,17,0.538461538,0.588235294,0,0,0,2.54619,0,4.35201,3.72452,0.627497
490,Garrison Brooks,North Carolina,ACC,28,67.6,103.7,18.8,47.7,50.23,8.6,17.9,9.1,16.9,56,92,0.609,108,231,0.468,3.2,1.4,38.5,Sr,10-Jun,15,2.10723,2021,50470,"Lafayette, AL",Mississippi St.,0.866716446,48,78,60,153,0.615384615,0.392156863,21,25,0.84,3.50881,0,3.18478,0.966264,2.21852
491,Avery Diggs,UCF,Amer,16,17.1,116.5,15.1,59.7,60.12,9.2,10.2,14,17.4,2,3,0.667,20,34,0.588,1.5,0.7,8.3,Sr,11-Jun,5,1.03445,2021,51053,"Brandon, FL",Chattanooga,1.428571429,14,17,6,17,0.823529412,0.352941176,2,2,1,0.796946,0,-0.472319,-0.488762,0.0164427
492,Brandon Johnson,Minnesota,B10,28,61.4,114.7,16.5,50,55.22,8.4,17.9,5.4,9.5,70,98,0.714,68,123,0.553,2.6,1.8,55.1,Sr,8-Jun,23,2.71534,2021,45288,"Chicago, IL",DePaul,0.950021,49,73,19,50,0.671232877,0.38,13,14,0.928571429,3.02643,0,4.41052,2.791,1.61952
493,Jamarcus Jones,Southern,SWAC,3,4.1,104.8,21.9,50,49.26,3.7,17.9,7,0,5,11,0.455,5,10,0.5,0,0,110,Jr,7-Jun,32,1.00135,2021,72752,"Sardis, MS",Jackson St.,0,3,4,2,6,0.75,0.333333333,0,0,0,0.977269,0,2.24074,1.6434,0.597338
494,John McGriff,St. John's,BE,18,8.4,70.4,13.4,32.4,33.43,1.2,12.4,16.3,30.7,1,2,0.5,1,9,0.111,1.2,2.9,11.8,Fr,Jun-00,11,-0.343985,2021,71217,"Bowie, MD",Binghamton,1.428644896,1,4,0,5,0.25,0,0,0,0,0.532979,0,-5.46556,-5.92586,0.460302
495,Shon Robinson,Mississippi,SEC,6,1.7,83.9,30.5,30,32.32,18.2,12.6,0,0,2,5,0.4,3,6,0.5,6.3,0,50,Fr,11-Jun,12,0.0904699,2021,71264,"Chicago, IL",San Jose St.,0,3,4,0,2,0.75,0,1,1,1,0.27257,0,-8.88164,-4.27564,-4.606
496,Jordan Miller,George Mason,A10,19,73.4,109.6,24.2,51.2,54.71,7.7,13.2,13.3,13.9,52,67,0.776,90,176,0.511,1.2,1.7,27.2,Jr,6-Jun,11,3.49798,2021,66295,"Middleburg, VA",Miami FL,1.052631579,59,87,31,89,0.67816092,0.348314607,5,5,1,3.09228,0,3.96588,4.35455,-0.388672
497,Al Durham,Indiana,B10,32,65.8,108.3,19.1,52.6,59.15,0.7,8.4,18.1,21.5,90,111,0.811,57,117,0.487,1.4,1.2,52.6,Jr,4-Jun,1,2.47337,2020,50934,"Lilburn, GA",Providence,1.333333333,43,69,14,48,0.623188406,0.291666667,2,3,0.666666667,2.93823,0,3.04125,1.4362,1.60505
498,Terrell Brown Jr.,Arizona,P12,26,63.6,113.7,16.5,43.4,49.78,2.3,13.3,24.8,12.2,52,67,0.776,48,121,0.397,1,2.1,42.1,Sr,3-Jun,31,2.45144,2021,67778,"Seattle, WA",Washington,3.913068053,21,41,27,80,0.512195122,0.3375,0,0,0,2.84838,0,5.21373,2.57029,2.64344
499,Mitch Listau,Belmont,OVC,20,18.1,107.9,13.7,55.8,57.01,1.7,9.8,8.1,15.3,4,5,0.8,8,12,0.667,1,0.5,9.6,So,4-Jun,1,0.315441,2021,65607,"Waunakee, WI",Green Bay,1.375,5,6,3,6,0.833333333,0.5,0,0,0,0.700224,0,-3.03285,-0.774277,-2.25857
500,Zep Jasper,College of Charleston,CAA,17,80.1,105.6,25.1,47.2,50.74,2.8,11.6,18.3,10.7,34,39,0.872,58,121,0.479,0.5,1.5,18.1,Jr,1-Jun,12,2.8495,2021,66178,"Augusta, GA",Auburn,2,29,46,29,75,0.630434783,0.386666667,0,0,0,1.98434,0,-0.378361,1.7397,-2.11806
501,Sardaar Calhoun,Florida St.,ACC,25,35.2,105.6,17.9,52.2,54.22,2.5,8.8,7.2,17.1,12,14,0.857,26,58,0.448,0.6,2.1,12.1,Jr,6-Jun,24,1.08975,2021,72655,"Tappahannock, VA",Texas Tech,0.736842105,16,27,10,31,0.592592593,0.322580645,9,10,0.9,1.50726,0,2.87959,2.03218,0.847408
502,Antonio Rizzuto,Albany,AE,16,73.8,102.8,20.6,53.7,55.83,1.4,5.6,4.9,13.1,26,36,0.722,30,57,0.526,0.7,1.6,22.2,Jr,3-Jun,0,1.6509,2021,65741,"York, PA",Towson,0.5,25,49,5,8,0.510204082,0.625,1,1,1,2.07664,0,-0.674549,0.4729,-1.14745
503,Rollie Worster,Utah St.,MWC,25,61.7,96.4,20.7,45.6,49.26,3.1,12.3,24.4,24.6,37,47,0.787,61,125,0.488,1,1.8,23.2,Fr,3-Jun,24,1.24746,2021,72704,"Missoula, MT",Utah,1.45313833,38,61,23,64,0.62295082,0.359375,0,0,0,3.4307,0,0.990903,-1.18158,2.17248
504,Volodymyr Markovetskyy,Washington St.,P12,23,22.6,103.7,12.4,65.8,63.62,10.7,14,3.4,28,5,11,0.455,25,38,0.658,5.5,0.5,28.9,So,1-Jul,15,0.381931,2021,71147,"Truskavets, Ukraine",San Francisco,0.266636001,20,31,5,7,0.64516129,0.714285714,3,3,1,1.31,0,0.172557,-2.52815,2.70071
505,Braelee Albert,Vanderbilt,SEC,13,17,80.1,8.2,28.6,31.89,4,12,7,20.5,2,2,1,0,3,0,0,1.7,9.5,So,5-Jun,11,-0.777917,2021,72137,"Los Angeles, CA",Tulane,1.400156006,0,1,0,2,0,0,0,0,0,1.09478,0,-2.99566,-3.79364,0.797985
506,Caleb Mills,Houston,Amer,4,6.1,106.6,24.9,46.6,56.2,2.9,4.4,2.7,19.4,12,12,1,12,25,0.48,0,4,41.4,So,3-Jun,2,2.26223,2021,70935,"Asheville, NC",Florida St.,0.166666667,5,8,7,17,0.625,0.411764706,0,0,0,2.60058,0,6.91148,3.20986,3.70163
507,Malik Curry,Old Dominion,CUSA,20,73.1,102.8,27.3,49.6,55.52,2.1,11.2,24.1,19.9,75,88,0.852,91,183,0.497,1,3.4,36.5,Sr,1-Jun,3,3.13229,2021,71262,"Wilmington, DE",West Virginia,1.183333333,69,122,22,60,0.56557377,0.366666667,1,1,1,2.95797,0,3.60468,2.44228,1.1624
508,Daejon Davis,Stanford,P12,13,32.1,105.3,21.4,52,56.98,2.2,11.5,22,19.9,30,37,0.811,31,61,0.508,0,2.1,37,Sr,3-Jun,1,2.58732,2021,51639,"Seattle, WA",Washington,1.46155,25,46,6,15,0.543478261,0.4,4,5,0.8,3.02087,0,2.90667,1.45488,1.45179
509,DaJuan Gordon,Kansas St.,B12,24,61,87.4,21.5,42.4,46.94,6,18,10.8,22.6,43,55,0.782,60,127,0.472,0.2,2.5,26.8,So,4-Jun,3,0.737611,2021,70289,"Chicago, IL",Missouri,0.583333333,48,79,12,48,0.607594937,0.25,6,7,0.857142857,2.99526,0,-0.0114805,-1.46034,1.44886
510,Terrance McBride,Cornell,Ivy,25,82.6,108.6,21.8,53.1,56.43,3.3,10.4,20.4,15.4,55,71,0.775,94,172,0.547,0.4,1.8,27.7,Jr,2-Jun,11,3.00383,2020,50319,"Lynwood, CA",Rice,1.791652604,48,75,46,97,0.64,0.474226804,0,0,0,1.73053,0,0.221419,2.4373,-2.21588
511,Liam Robbins,Minnesota,B10,23,48.3,103.9,24.8,48.3,53.3,9.8,18.9,9.9,15.1,75,108,0.694,72,150,0.48,10.9,1.5,53.5,Jr,Jul-00,0,2.65864,2021,65759,"Davenport, IA",Vanderbilt,0.657910665,48,85,24,65,0.564705882,0.369230769,9,10,0.9,3.25121,0,5.18811,1.88243,3.30568
512,Raymond Hawkins,Alabama,SEC,6,0.4,0,10.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,Fr,9-Jun,35,-0.253017,2020,70924,"East Oakland, CA",Long Beach St.,0,NA,NA,NA,NA,0,0,NA,NA,0,0.0537129,0,-18.5052,-17.9303,-0.574974
513,Walter Ellis,Bucknell,Pat,12,69.4,103.3,16.4,54.9,58.23,1.5,13.4,11.1,19.1,16,19,0.842,15,30,0.5,2.2,2.3,23.2,Jr,5-Jun,2,0.840316,2021,66346,"Granger, IN",Grand Canyon,1.052674793,4,13,11,17,0.307692308,0.647058824,0,0,0,1.91234,0,-0.209822,0.0751716,-0.284993
514,Dwayne Cohill,Dayton,A10,30,31.6,97.5,12.4,54.6,59.3,3.1,9.4,8.1,29.6,18,23,0.783,22,40,0.55,1.1,1.8,42.6,So,2-Jun,35,0.124162,2020,66515,"Cleveland, OH",Youngstown St.,0.840033601,13,22,9,18,0.590909091,0.5,0,0,0,1.51892,0,0.886023,-1.3936,2.27962
515,Gabe Stefanini,Columbia,Ivy,26,79.9,95.4,26.6,47.5,51.04,2.3,17.5,25.3,21,59,75,0.787,100,231,0.433,0.1,2.6,23.6,So,3-Jun,15,1.72636,2019,50450,"Bologna, ",San Francisco,1.364726422,45,90,55,141,0.5,0.390070922,0,0,0,2.73821,0,-0.475341,-0.180058,-0.295282
516,Montez Mathis,Rutgers,B10,28,52.7,91.3,23.5,43,45.2,5.3,9.4,7.2,12.7,39,68,0.574,62,147,0.422,1.5,1.9,30.8,Jr,4-Jun,10,1.15799,2021,65480,"Baltimore, MD",St. John's,0.733339556,42,93,20,54,0.451612903,0.37037037,8,10,0.8,2.4152,0,-1.68023,-1.70144,0.0212056
517,Jalon Clark,Texas A&M Corpus Chris,Slnd,22,15.7,77.1,20.9,48.8,48.5,4,14.2,9.8,31,8,18,0.444,18,32,0.563,0,1,41.9,Fr,6-Jun,23,-0.305439,2019,65807,"Houston, TX",Prairie View A&M,0.473727422,8,15,10,17,0.533333333,0.588235294,1,1,1,0.65082,0,-7.00062,-5.34844,-1.65217
518,Jay Heath,Boston College,ACC,19,79.5,98.6,22.5,49.6,51.67,2.2,8.8,11.5,15.5,28,36,0.778,61,130,0.469,0.3,1.4,14.4,So,3-Jun,5,2.41164,2021,70712,"Washington, DC",Arizona St.,0.849997625,42,70,19,59,0.6,0.322033898,0,2,0,2.42487,0,-0.869218,1.08357,-1.95279
519,Justin Winston,St. Bonaventure,A10,2,2.1,73.2,24.1,22.2,30.15,0,18.7,0,0,2,2,1,2,7,0.286,0,0,22.2,So,8-Jun,35,-0.337635,2021,71237,"West Orange, NJ",Robert Morris,0,2,4,0,3,0.5,0,0,0,0,1.11301,0,-14.593,-12.2103,-2.38263
520,Sahvir Wheeler,Georgia,SEC,25,87.4,93.1,26.4,42.3,46.51,2.1,10.1,37.5,25,71,99,0.717,111,247,0.449,0.1,2.6,30.4,So,10-May,2,2.47257,2021,70372,"Houston, TX",Kentucky,1.669553028,95,176,19,79,0.539772727,0.240506329,0,0,0,3.24235,0,-0.395763,0.304094,-0.699857
521,DeVon Baker,UNC Asheville,BSth,8,22.1,113.9,23,59.1,60.61,1.3,8.1,6.3,10.9,7,8,0.875,29,53,0.547,0,4.5,9.8,Jr,2-Jun,20,2.3289,2021,65509,"Dayton, OH",Tulane,0.625,7,12,22,41,0.583333333,0.536585366,0,0,0,1.82262,0,4.70424,3.57491,1.12932
522,David Jenkins Jr.,UNLV,MWC,25,74.3,102.3,25.4,49.8,52.56,1.6,8.1,10.8,14,49,64,0.766,56,146,0.384,0.3,0.8,20.4,Jr,2-Jun,5,2.67218,2021,51013,"Tacoma, WA",Utah,0.977740445,9,23,47,123,0.391304348,0.382113821,0,0,0,1.82167,0,-0.388666,2.44384,-2.8325
523,Phillip Russell,Saint Louis,A10,8,8,77.9,22.4,35.7,38.72,3.4,3.6,22.1,31.1,2,2,1,3,7,0.429,0,4.4,9.5,Fr,10-May,4,-0.190181,2021,73003,"St.Louis, MO",Southeast Missouri St.,1.125,0,2,3,5,0,0.6,0,0,0,0.829608,0,-5.26827,-5.87358,0.605309
524,Walker Miller,North Carolina,ACC,7,1.6,96.8,12.3,33.3,50.63,5.8,12.1,0,24.9,2,2,1,1,3,0.333,6,0,66.7,Sr,11-Jun,22,0.0237462,2021,50473,"Greensboro, NC",Monmouth,0,0,0,1,3,0,0.333333333,0,0,0,0.284704,0,-2.68849,-5.00462,2.31613
525,Cory Hightower,Western Carolina,SC,19,55,94.5,26.7,47.9,53.61,3.6,20.9,15.4,21.7,59,68,0.868,78,151,0.517,1,2.1,31.9,Jr,7-Jun,12,1.57711,2021,65600,"Flint, MI",Winthrop,0.694908704,67,111,11,40,0.603603604,0.275,0,1,0,2.41192,0,-1.06774,-0.574337,-0.493403
526,Carlos Rosario,McNeese St.,Slnd,18,67.1,120.7,18.1,62.9,65.8,8.4,13.4,5.8,14.7,37,46,0.804,88,140,0.629,1.5,0.8,32.9,Sr,8-Jun,23,2.35709,2021,74111,"Santo Domingo, Dominican Republic",Florida Gulf Coast,0.615434321,61,99,27,41,0.616161616,0.658536585,1,2,0.5,0.846407,0,-1.95328,0.987985,-2.94126
527,Joe Pridgen,UNC Wilmington,CAA,13,68.8,112.3,18.7,58.1,59.56,10,18.1,10.4,17.9,27,42,0.643,57,96,0.594,2.2,1.9,37.8,So,5-Jun,14,2.59886,2021,71718,"Winchendon, MA",Northeastern,0.896543401,51,72,6,24,0.708333333,0.25,3,3,1,2.51288,0,1.40792,2.24199,-0.83407
528,Jacob Ognacevic,Valparaiso,MVC,26,30,117.4,19.1,66,66.13,5.5,11.6,3.1,11.9,16,25,0.64,22,43,0.512,1.1,0.4,25.8,Fr,8-Jun,34,1.31829,2021,73714,"Sheboygan, WI",Lipscomb,0.3572,21,31,1,12,0.677419355,0.083333333,1,1,1,0.941286,0,2.98508,4.39771,-1.41263
529,Matt Halvorsen,Western Carolina,SC,25,88.1,111.8,14.1,54.8,58.49,0.1,7.8,5.1,10,56,72,0.778,10,24,0.417,0.1,0.7,33,Sr,1-Jun,2,1.88338,2021,50960,"Kingsport, TN",Florida Gulf Coast,1.11536864,6,16,4,8,0.375,0.5,0,0,0,1.83759,0,-1.29468,0.55967,-1.85435
530,De'Von Cooper,Morehead St.,OVC,29,80.3,104,21.3,52.2,57.02,1.5,16.3,16.1,21.7,84,107,0.785,71,142,0.5,1.1,1.1,39.5,Jr,4-Jun,1,2.07881,2021,50880,"Louisville, KY",George Mason,1,59,94,12,48,0.627659574,0.25,2,2,1,3.29051,0,1.81484,0.976521,0.838314
531,Shakeel Moore,North Carolina St.,ACC,25,46.1,92.9,22.9,51,51.27,2.4,13.8,17.8,23.7,15,29,0.517,46,91,0.505,1.9,4.4,19.1,Fr,1-Jun,2,0.858273,2021,73400,"Greensboro, NC",Mississippi St.,1,36,63,10,30,0.571428571,0.333333333,6,6,1,2.22202,0,3.00346,-0.0272033,3.03066
532,Ethan Chargois,SMU,Amer,17,60.3,94.2,23.5,44.2,47.5,6.2,18.3,19.2,21,29,44,0.659,32,77,0.416,2,2.1,32.1,Sr,9-Jun,25,1.42728,2021,50682,"Tulsa, OK",Oklahoma,1.194465433,20,44,12,33,0.454545455,0.363636364,1,1,1,2.85485,0,2.22799,0.768659,1.45933
533,Erik Stevenson,Washington,P12,26,66.3,89.9,22.3,43.2,45.98,2.3,13.2,16.3,17.3,30,38,0.789,50,120,0.417,1,2.4,15.6,Jr,3-Jun,10,1.20715,2021,65743,"Lacey, WA",South Carolina,1.170216297,22,46,28,74,0.47826087,0.378378378,2,4,0.5,2.46951,0,-0.454372,-0.840043,0.385671
534,David Didenko,Georgia Tech,ACC,5,0.8,0,9.7,0,0,0,28.3,0,0,0,0,0,0,0,0,0,0,0,Jr,9-Jun,14,-0.547835,2021,70294,"Yakutsk, Russia",Tennessee Martin,0,0,0,0,0,0,0,0,0,0,0.149751,0,-14.3457,-9.02753,-5.31817
535,Baylor Hebb,Loyola Chicago,MVC,17,10.3,101.3,21.3,54,61.81,1.1,14,9.4,24.5,18,24,0.75,12,21,0.571,1,2.1,96,Fr,2-Jun,13,0.428422,2021,73316,"Colleyville, TX",Colorado St.,0.714305103,7,12,5,9,0.583333333,0.555555556,0,0,0,0.917638,0,-0.412548,-1.93925,1.5267
536,Carl Pierre,Massachusetts,A10,15,82.4,102.7,18.3,47.1,49.88,1.5,11.8,9.1,7.1,29,41,0.707,25,60,0.417,0.2,1.4,24,Sr,4-Jun,12,1.90694,2021,52330,"Boston, MA",Rice,2,16,31,9,29,0.516129032,0.310344828,1,1,1,2.81767,0,-0.0367342,0.670291,-0.707025
537,Daniel Sackey,Valparaiso,MVC,23,56.7,82.9,18.9,34.7,39.66,2.1,9.9,26.8,21.3,28,38,0.737,40,98,0.408,0,2.9,27.7,Jr,9-May,4,-0.296214,2021,66639,"Winnipeg, MB",New Orleans,1.891304348,28,65,12,33,0.430769231,0.363636364,0,0,0,2.38964,0,-3.75288,-4.25087,0.497988
538,Deshon Parker,Appalachian St.,SB,19,30.6,63.3,10.9,19.1,27.59,0.7,6.1,15.3,29.9,11,20,0.55,5,21,0.238,1.1,1,58.8,Jr,4-Jun,3,-1.79869,2021,65902,"Huber Heights, OH",Cleveland St.,1.420977011,5,18,0,3,0.277777778,0,0,0,0,0.978191,0,-9.44745,-7.61572,-1.83173
539,Mickey Pearson Jr.,TCU,B12,19,13.6,88.8,11.4,45.5,44.57,4.2,10.5,6.6,18.3,3,8,0.375,7,9,0.778,1.5,0.4,36.4,Fr,7-Jun,2,-0.118924,2021,70432,"Elizabethtown, KY",Ball St.,1,6,7,1,2,0.857142857,0.5,1,1,1,0.520945,0,-4.08173,-3.29147,-0.790259
540,Jermaine Jackson Jr.,LIU Brooklyn,NEC,15,69.3,101.1,22.7,46.3,52.08,1.8,6.7,19.8,19.4,51,59,0.864,33,82,0.402,0.4,1.6,31.4,Jr,10-May,10,1.60852,2021,50600,"Shelby Township, MI",Central Michigan,1.268320345,14,36,19,46,0.388888889,0.413043478,0,0,0,2.22198,0,-2.17459,-0.248944,-1.92565
541,Christian Brown,Georgia,SEC,16,17.9,98.2,19.7,49.1,53.44,7.2,14.8,1,19.3,19,28,0.679,18,38,0.474,2.3,2.4,50.9,So,6-Jun,3,0.651476,2021,70995,"Hopkins, SC",Tennessee St.,0.1176,13,22,5,16,0.590909091,0.3125,6,6,1,1.04329,0,0.965078,0.763402,0.201677
542,Gabe Madsen,Cincinnati,Amer,2,1.3,82.6,15.8,50,50,9.1,9.8,0,29.6,0,0,0,0,0,0,0,4.7,0,Fr,5-Jun,55,-0.1804,2021,72346,"Rochester, MN",Utah,0,0,0,0,0,0,0,0,0,0,0.641842,0,-1.40667,-4.2453,2.83864
