,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm
36,J.P. Moorman II,Temple,Amer,16,66.9,99.1,16.4,48.6,50.42,3.9,17.4,18.4,17.5,13,19,0.684,23,53,0.434,1,1.5,17.9,Sr,7-Jun,4,1.10529,2021,50801,"Greensboro, NC",UC Riverside,1.666666667,10,17,13,36,0.588235294,0.361111111,1,1,1,2.81945,0,2.24801,0.0839758,2.16404
37,Abdul Ado,Mississippi St.,SEC,33,68.2,105.8,12.9,55.4,58.01,11.3,16.8,4.8,24.4,42,63,0.667,77,139,0.554,8.4,1.4,45.3,Sr,11-Jun,24,1.3754,2021,46092,"Lagos, Nigeria",Cincinnati,0.48983028,58,89,19,50,0.651685393,0.38,19,22,0.863636364,3.33164,0,3.80176,0.825936,2.97583
38,Jake LaRavia,Indiana St.,MVC,24,73.2,109.1,25,50.2,56.46,9.9,16.8,18.9,17.2,85,110,0.773,90,178,0.506,3.1,3.2,52.6,So,9-Jun,3,3.28472,2021,70559,"Indianapolis, IN",Wake Forest,1.115384615,74,126,16,52,0.587301587,0.307692308,9,13,0.692307692,3.47246,0,5.99087,3.30857,2.6823
39,LaDamien Bradford,Texas A&M,SEC,14,13.8,48.9,8.9,10,16.16,2.4,10.1,9.2,27.5,2,5,0.4,1,6,0.167,1.4,3.1,50,Fr,4-Jun,24,-1.10394,2021,72649,"Jonesboro, LA",Louisiana Tech,1.249912496,1,4,0,2,0.25,0,0,0,0,0.72911,0,-5.40865,-7.61397,2.20532
40,Samkelo Cele,Southern,SWAC,19,60.4,102.7,22,51.5,55.78,3.3,15.9,5.3,16.2,49,65,0.754,42,91,0.462,0.9,3.8,38.5,Jr,5-Jun,25,1.33328,2021,73152,"Durban, South Africa",Marist,0.366647666,22,39,20,52,0.564102564,0.384615385,9,9,1,2.25387,0,0.698981,0.153833,0.545148
41,Jordan Sechan,Bucknell,Pat,5,2.5,21.4,11.9,0,0,0,0,12.9,0,0,0,0,0,2,0,0,4.6,0,Sr,1-Jun,5,-0.568858,2021,50947,"New Canaan, CT",College of Charleston,0,0,1,0,1,0,0,0,0,0,0.15842,0,-10.9335,-7.97512,-2.95834
42,Noah Gurley,Furman,SC,22,73.6,109.7,26.6,56.7,58.56,5.3,17.7,17.1,16.8,51,74,0.689,93,161,0.578,4,1.6,28.2,Jr,8-Jun,4,3.27373,2021,66388,"Fayetteville, GA",Alabama,1.105263158,75,108,18,53,0.694444444,0.339622642,15,16,0.9375,2.85661,0,4.03724,3.8016,0.235637
43,William Douglas,SMU,Amer,11,20.3,88.5,20.3,44.6,48.93,5.1,7,19.1,30.1,6,6,1,9,19,0.474,0.8,4.1,16.2,Jr,5-Jun,14,0.263344,2021,50683,"Memphis, TN",Prairie View A&M,1,4,9,5,9,0.444444444,0.555555556,1,1,1,1.39753,0,-1.58788,-3.30183,1.71395
44,Javon Greene,George Mason,A10,21,69.2,99.4,21.4,51.9,55.83,1.6,19.4,14.9,23,47,62,0.758,37,80,0.463,0.2,3.9,34.3,Sr,2-Jun,23,1.54391,2021,52255,"McDonough, GA",South Florida,0.888897943,31,48,6,32,0.645833333,0.1875,1,1,1,3.22454,0,2.76984,-0.0751568,2.845
45,Jaxon Knotek,North Dakota St.,Sum,18,18.9,95.7,21.4,48.6,50.5,3.6,16.6,4.2,16.4,8,11,0.727,16,31,0.516,1.1,1.2,15.1,Jr,6-Jun,2,0.411313,2021,66589,"River Falls, WI",American,0.333283336,9,16,7,15,0.5625,0.466666667,2,2,1,1.01748,0,-0.886699,-0.110303,-0.776396
46,Symir Torrence,Marquette,BE,24,28.8,83.1,15.8,35.2,40.15,0.4,11.1,21.6,24.8,14,21,0.667,14,25,0.56,0.3,1.3,34.4,So,3-Jun,10,-0.163982,2021,71314,"Syracuse, NY",Syracuse,1.761942857,12,17,2,8,0.705882353,0.25,0,0,0,1.23841,0,-2.36132,-2.90397,0.542648
47,Jordan Lathon,UTEP,CUSA,27,59.7,83.1,16.6,38.4,42.17,2,18.4,23.1,24.7,26,38,0.684,26,60,0.433,1.8,2.6,26.8,So,4-Jun,2,-0.540529,2020,65766,"Grandview, MO",Milwaukee,1.764705882,10,19,16,41,0.526315789,0.390243902,2,4,0.5,3.00672,0,-0.715068,-3.35041,2.63534
48,Jason Holliday,Murray St.,OVC,28,21.2,42.4,7.3,26.9,27.43,1.9,11.1,3.1,48.6,3,11,0.273,2,6,0.333,2.2,1.3,84.6,Jr,4-Jun,45,-1.70588,2020,71723,"Baton Rouge, LA",Southern,0.687605475,1,4,1,2,0.25,0.5,0,0,0,0.909023,0,-7.18676,-9.27201,2.08525
