"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm","X","School","Conference","GP","Min.","ORTG","USG","EFG","OR.","DR.","AST.","TOV.","BLK.","STL.","FTR","Year","Height","DBPM"
"961","Kur Kuath","Oklahoma","B12",42.5,110.5,16,53.4,9.7,15,7.3,13.2,9.2,1.1,17.2,"Sr","10-Jun","Marquette",2.41973,1172,"Marquette","BE",32,47.4,125.8,12.1,71.3,6.8,15.1,5.8,15.2,13.4,1.3,25.2,"Sr","10-Jun",4.99169
"962","Kylen Milton","Western Kentucky","CUSA",4.4,78.7,28.9,43.5,2.3,17.3,4.2,23.2,0,0,30.4,"Fr","4-Jun","Arkansas Pine Bluff",-5.02853,3219,"Arkansas Pine Bluff","SWAC",26,64.4,94.9,23.4,45.8,2.4,10.5,11.1,15.9,0.9,2.1,43.1,"So","4-Jun",-3.83297
"963","Kyler Edwards","Texas Tech","B12",77.3,116.2,16.4,53.4,1.8,16.9,16.8,15.3,1.9,2.1,31.8,"Jr","4-Jun","Houston",3.29502,668,"Houston","Amer",37,82.3,111.3,21.5,48,3.1,16.7,16.8,13,1.4,1.9,27.5,"Sr","4-Jun",2.37412
"964","LaDamien Bradford","Texas A&M","SEC",13.8,48.9,8.9,10,2.4,10.1,9.2,27.5,1.4,3.1,50,"Fr","4-Jun","Louisiana Tech",2.20532,2885,"Louisiana Tech","CUSA",30,37.4,91.1,14.2,48.2,2.5,16.8,12.1,24.3,0.7,2.8,30.6,"So","5-Jun",2.71806
"965","LaDavius Draine","Southern Miss","CUSA",71.1,82.8,19.4,44.3,2,15.2,14.1,23.3,0,1.9,15.8,"Sr","4-Jun","Tulsa",-0.151755,161,"Tulsa","Amer",28,31,95.3,14.1,51.7,2.2,14.7,7.1,19.7,0.3,2.3,5.7,"Sr","4-Jun",0.558552
"966","Lado Laku","Texas A&M Corpus Chris","Slnd",7.1,133.2,14.3,69.2,5.7,5.8,0,6.6,8.7,1.9,76.9,"Fr","10-Jun","Cal St. Fullerton",1.84001,3249,"Cal St. Fullerton","BW",17,7.7,81.5,18.7,35.3,9.3,6.7,0,24.4,6.2,0,94.1,"So","10-Jun",-1.0379
"967","Lamar Norman Jr.","Duquesne","A10",13.1,84.9,14.1,32.7,2.3,4.8,5.9,8.8,0,1.9,11.5,"Jr","3-Jun","Western Michigan",-1.67494,1105,"Western Michigan","MAC",27,83.8,109.3,27.4,53.6,1.3,9.3,14.1,12.1,0.1,1.5,17.9,"Jr","1-Jun",-2.67461
"968","Lance Thomas","Memphis","Amer",8.6,95.8,16.2,37.5,10.4,18.2,5.5,17.8,4.9,0,33.3,"Jr","9-Jun","South Alabama",0.901365,393,"South Alabama","SB",25,24.1,93.9,17.6,47.5,6.6,15.1,5.3,18,6.2,0.8,8.9,"Sr","9-Jun",0.014456
"969","Latrell Jones","Portland","WCC",67.3,100.5,21.2,52,3,16.6,10.7,17.1,1.5,1.5,41.2,"Jr","5-Jun","Nicholls St.",-1.90726,3295,"Nicholls St.","Slnd",29,63.8,104.8,22,55.1,4,13.6,6.1,16.5,2,2.6,20.1,"Sr","5-Jun",-0.0647643
"970","Latrell Jossell","Kansas","B12",2.1,126.4,16.4,50,0,9.4,7.9,0,0,2.4,25,"Fr","11-May","Stephen F. Austin",2.06703,2812,"Stephen F. Austin","WAC",28,67.2,111.5,16.1,52.3,0.6,6.7,9.8,16.6,0,2.1,22.7,"So","11-May",0.0396488
"971","Lenell Henry","Prairie View A&M","SWAC",55.7,97,18.9,48.8,11.1,18.6,8.2,22.4,5.7,1.2,26.4,"Sr","8-Jun","Alcorn St.",-0.25329,233,"Alcorn St.","SWAC",29,55.6,95,19.6,45.9,8,16.8,7.5,18.2,4.2,1.7,23.6,"Sr","8-Jun",-0.474724
"972","Leon Ayers III","Mercer","SC",59.2,105.2,25.2,57,4.5,12.6,15,19.4,1.2,2.9,25.4,"Jr","6-Jun","Duquesne",0.312247,3582,"Duquesne","A10",27,57.8,93.1,23.6,43.3,2.7,15.8,12.8,18.7,1.3,2.5,26.7,"Jr","5-Jun",-0.657301
"973","Liam McChesney","Utah St.","MWC",0.4,0,17.9,0,0,27.9,0,0,0,14.4,0,"Fr","10-Jun","Illinois St.",4.66443,2425,"Illinois St.","MVC",30,40.2,105.7,15,47.8,6.6,14,4.7,15.9,6,0.3,33.6,"So","10-Jun",-0.518888
"974","Liam Robbins","Minnesota","B10",48.3,103.9,24.8,48.3,9.8,18.9,9.9,15.1,10.9,1.5,53.5,"Jr","Jul-00","Vanderbilt",3.30568,778,"Vanderbilt","SEC",15,19,94.8,21.3,48.2,5,20.1,8,17.7,10.8,1.3,38.8,"Sr","Jul-00",3.66873
"975","Lincoln Ball","George Washington","A10",29.2,65.2,9,25,1.2,12.1,9.6,16.1,0.5,2.3,10.7,"Fr","6-Jun","American",0.211867,3417,"American","Pat",19,12.9,70.7,15.7,31.1,6.1,15.8,4.5,11.6,0.7,1.1,2.2,"So","6-Jun",-3.90345
"976","Logan Curtis","East Carolina","Amer",11.7,82.5,15.4,40.2,3.1,7,9.4,12.7,0.8,1.9,7.3,"Fr","3-Jun","Delaware",-1.58452,2297,"Delaware","CAA",3,0.7,55.9,19.6,0,0,0,0,30.2,0,0,100,"So","3-Jun",-7.06592
"977","Logan Morrissey","Air Force","MWC",0.6,0,0,0,0,0,0,0,0,0,0,"Fr","4-Jun","UNC Wilmington",-6.21769,3770,"UNC Wilmington","CAA",6,0.6,0,7.5,0,0,0,0,100,0,0,0,"Fr","4-Jun",-7.68759
"978","Luka Barisic","UTSA","CUSA",15.1,96.7,21.2,42.5,8.7,18,12.2,9.8,0,0.8,3.8,"Sr","10-Jun","Western Illinois",-2.45431,1933,"Western Illinois","Sum",30,68.9,103.7,25.1,46.9,4,20.6,9.8,12.1,1.2,0.6,25.7,"Sr","10-Jun",-2.08492
"979","Luke Avdalovic","Northern Arizona","BSky",67.7,114.3,15.9,58.5,0.4,8.1,8.8,12.2,0.2,1.8,20.9,"Jr","5-Jun","Pacific",-1.75021,702,"Pacific","WCC",23,62.6,102.7,15.7,48.6,0.2,7.1,5.3,11,0.4,1,29.5,"Jr","5-Jun",-1.48654
"980","Luke Fizulich","Marquette","BE",0.1,0,20,0,0,0,0,100,0,58.5,0,"Fr","2-Jun","Albany",43.7166,2860,"Albany","AE",22,10.5,103.7,15.2,54.5,0,8.8,4.6,18.3,0,0.9,95.5,"So","2-Jun",-0.689626
"981","Luke Loewe","William & Mary","CAA",89.3,111.7,22.9,49.1,1.1,9.8,22.1,10.6,0,2.3,28,"Sr","4-Jun","Minnesota",-0.145847,551,"Minnesota","B10",30,86.6,99.8,14.9,47.3,1.5,6.6,13,12.1,0.1,1,17.7,"Sr","4-Jun",-0.861629
"982","Luther Muhammad","Ohio St.","B10",60.6,108,15,48.8,2.3,8,9.9,17.1,0.3,2.4,37,"So","3-Jun","Arizona St.",3.31582,1033,"Arizona St.","P12",30,45.8,80.7,19.3,35.5,1.1,11.7,11.5,13.2,0.2,2.7,15.6,"Jr","3-Jun",1.83341
"983","Lynn Kidd","Clemson","ACC",3.4,103.2,17.9,33.3,15,11.1,5.8,21,7.8,0,66.7,"Fr","10-Jun","Virginia Tech",3.08535,2854,"Virginia Tech","ACC",10,1.7,87,28.1,37.5,31.6,25.2,0,26.9,9.5,0,12.5,"So","10-Jun",-1.53765
"984","Lysander Rehnstrom","George Mason","A10",0.3,0,32.2,0,0,0,0,59.7,0,0,0,"Fr","4-Jun","Navy",-13.8266,3805,"Navy","Pat",8,1.3,89.7,10.6,37.5,0,0,0,0,0,0,0,"Fr","4-Jun",-3.69747
"985","Maceo Jack","George Washington","A10",21.9,133.1,11.9,70,4.1,6.6,2.7,12.9,1.4,2.3,20,"Sr","5-Jun","Buffalo",-0.71022,219,"Buffalo","MAC",28,68.5,115,16.1,51.6,6.3,10.8,6.6,14.4,2,1,22.2,"Sr","5-Jun",-0.81929
"986","Mack Smith","Eastern Illinois","OVC",52,110,16.4,52.4,2.1,10.1,11.9,11.6,1.2,1.8,16.3,"Sr","2-Jun","Western Michigan",-1.12633,433,"Western Michigan","MAC",27,53,97.1,19.5,48.8,3.5,12.5,12.9,18.6,0.8,1.8,18.5,"Sr","2-Jun",-1.74366
"987","Madut Akec","South Florida","Amer",18.7,85.7,15.1,48.5,4,14.3,6.5,31.8,0.8,1.5,11.8,"So","7-Jun","Detroit",0.236378,871,"Detroit","Horz",23,59.3,112.3,22.1,55.3,8.8,21.2,7.6,16.2,1.5,2.9,27.5,"Jr","7-Jun",-0.404328
"988","Malik Curry","Old Dominion","CUSA",73.1,102.8,27.3,49.6,2.1,11.2,24.1,19.9,1,3.4,36.5,"Sr","1-Jun","West Virginia",1.1624,2089,"West Virginia","B12",33,46.8,101.7,28.3,46.5,2,12.1,19.8,18,0.9,3.1,50.8,"Sr","1-Jun",1.8138
"989","Malik Muhammad","Central Michigan","MAC",46.9,98,13.9,50.8,9.4,18.4,1.9,22.7,7,1,58.7,"Jr","9-Jun","Southern Utah",-0.93206,2682,"Southern Utah","BSky",8,2.2,62.8,13.4,20,16,8.2,0,14.7,11.9,2,40,"Jr","9-Jun",-0.330729
"990","Mamadou Doucoure","Rutgers","B10",5.4,118.8,11.9,50,11.1,14.6,0,0,0,2.9,33.3,"Jr","9-Jun","La Salle",1.54381,571,"La Salle","A10",29,26.6,93.6,11.9,46,10.1,17,1.7,22.8,1.7,1.6,28,"Sr","9-Jun",-0.299326
"991","Mamoudou Diarra","Cincinnati","Amer",14.2,86.4,18.2,48.4,10.9,17,8.9,28.2,2.5,1.3,25.8,"Jr","9-Jun","Tennessee Tech",-0.106297,440,"Tennessee Tech","OVC",25,47,99.4,18.4,51.8,6.6,13.1,5.9,20.8,4.8,1,17.3,"Jr","9-Jun",-1.3199
"992","Marcellus Earlington","St. John's","BE",41.7,101.2,19.5,50.6,5.3,21.7,7.1,13.4,1.9,2,17,"Jr","6-Jun","San Diego",0.276099,643,"San Diego","WCC",29,66.7,96.4,28.6,45.5,6.9,20,9.7,13.7,1.3,1.1,25.1,"Sr","6-Jun",-0.686915
"993","Marco Anthony","Utah St.","MWC",80,99.6,19.2,45.7,5.3,11.6,17.9,19.1,1.6,1.6,37,"Jr","5-Jun","Utah",2.15714,207,"Utah","P12",28,65.8,101.2,20,43.8,9.8,16.6,13.9,15.5,1.8,1.3,39.3,"Sr","5-Jun",-0.214441
"994","Marco Morency","Louisiana Monroe","SB",55.5,92.6,20.2,47.7,3.6,13.6,16.1,17.2,0.4,2.1,21.5,"Jr","3-Jun","Alcorn St.",-0.758856,2712,"Alcorn St.","SWAC",5,3.9,82.3,15.6,33.3,4,6.7,10.6,20.6,0,4.3,33.3,"Jr","3-Jun",-0.220343
"995","Marcus Carr","Minnesota","B10",88.3,106.5,28.3,45.1,2.1,10,31.5,13,0.4,2.1,42.9,"Jr","2-Jun","Texas",0.843067,185,"Texas","B12",34,76.6,103.7,22.2,46.6,1,6.7,22.8,17,0.3,1.9,33.2,"Sr","2-Jun",0.963342
"996","Marcus Larsson","Incarnate Word","Slnd",36.1,90.1,20.2,45.5,4.4,32.7,8.3,19.3,3.1,1.5,29.9,"So","11-Jun","Illinois Chicago",-0.116001,2159,"Illinois Chicago","Horz",5,3.3,140.4,24.2,76.9,14.7,21.9,13.1,18.5,5,1.5,46.2,"Jr","11-Jun",2.74389
"997","Marcus Tsohonis","Washington","P12",44.1,101.5,27,51.5,4.2,8.5,13.4,14.6,0.2,1,24.1,"So","3-Jun","VCU",-1.87868,2507,"VCU","A10",29,32.5,95.3,20.9,46.9,1.8,11.4,16.1,14.8,0.3,1.1,16.1,"Jr","3-Jun",0.373473
"998","Marcus Watson","New Mexico St.","WAC",11.5,102.3,29.7,47.4,16.4,17.5,6.4,13.2,0,1.6,17.9,"Fr","6-Jun","North Carolina A&T",-3.66345,2150,"North Carolina A&T","BSth",26,62,92.9,27.4,43.8,5.1,20.6,11.1,15.8,2.4,2,30.2,"So","6-Jun",-1.22598
"999","Marcus Weathers","Duquesne","A10",74,103.3,27.6,51.2,9.8,18.3,12,16.6,2.6,1.8,49.5,"Sr","5-Jun","SMU",0.447545,564,"SMU","Amer",33,70,113.2,22.9,54.3,8.6,19.1,13.6,14.4,2.2,1.1,44.3,"Sr","5-Jun",1.2582
"1000","Marcus Williams","Wyoming","MWC",76.9,101.6,27.4,51.6,0.7,8.9,28.7,20.1,0.8,2.5,39.9,"Fr","2-Jun","Texas A&M",-1.68998,3560,"Texas A&M","SEC",26,40.7,83.9,24,41.4,1.6,8.8,27.1,26.9,0.5,2.9,19.2,"So","2-Jun",0.311782
"1001","Mark Freeman","Tennessee St.","OVC",79.7,94.9,28.7,44.4,1.4,12.3,29,20.3,0.2,3,38.6,"So","10-May","Illinois St.",-0.56794,2094,"Illinois St.","MVC",29,57.3,87.5,25.4,43.3,1.7,11.3,24.9,29.5,0,2.4,29.8,"Jr","10-May",-2.43623
"1002","Mark Smith","Missouri","SEC",73.2,97.7,17.5,46.5,2.1,10.1,6.4,16,0.5,1.8,32.6,"Sr","5-Jun","Kansas St.",0.937778,496,"Kansas St.","B12",31,78.7,105.5,22.1,51.2,6.2,24.9,11.8,15.9,0.1,2,43.1,"Sr","4-Jun",1.19259
"1003","Markedric Bell","Arkansas Pine Bluff","SWAC",62.4,81.9,21.9,37.6,5.9,18.6,9.4,20.4,6.7,1.6,32.8,"Sr","8-Jun","Prairie View A&M",-1.60141,1910,"Prairie View A&M","SWAC",26,59.2,103.2,13.2,59.3,6.9,13.4,4.8,23.3,6.2,1.1,38.1,"Sr","8-Jun",0.420027
"1004","Markeese Hastings","Butler","BE",7.4,55.3,11.9,7.7,9.2,17.6,4.8,13.9,1.6,1.6,15.4,"So","7-Jun","Western Michigan",-0.0060384,640,"Western Michigan","MAC",28,75.9,104.4,19,51.6,12.2,22.4,8,19.7,2.1,1.3,50,"So","7-Jun",-2.04218
"1005","Markquis Nowell","Little Rock","SB",42.7,95.2,31.7,41.8,4.4,11.1,39.6,25.4,0,4.1,35.9,"Jr","7-May","Kansas St.",-0.238846,860,"Kansas St.","B12",27,65.7,101.3,26.3,46,1.5,11.9,35.9,18.9,0.1,4.3,28.3,"Jr","8-May",2.89414
"1006","Marlon Ruffin","Nebraska Omaha","Sum",40.9,102,26.1,47.5,3.4,11.8,12.2,10.3,0.5,1.6,26.9,"Jr","5-Jun","Portland St.",-1.69008,1607,"Portland St.","BSky",28,51.4,97.2,24.3,43.9,6.8,11,6.6,13,0.4,2.1,36.4,"Jr","5-Jun",-1.65942
"1007","Marque Maultsby","New Hampshire","AE",61.9,77,18.3,35.4,3.3,7.8,10.2,14.4,0.5,1.3,13.1,"Jr","3-Jun","North Carolina Central",-1.7256,757,"North Carolina Central","MEAC",26,47.9,93.2,17.3,44.7,4.4,12.5,10.3,18.6,0.2,2.6,20,"Jr","3-Jun",-0.667422
"1008","Marreon Jackson","Toledo","MAC",84.4,111.1,28.6,50,1.9,16.8,32.3,17.5,0.9,3.1,25.9,"Sr","1-Jun","Arizona St.",1.41198,561,"Arizona St.","P12",31,70.4,94.8,24.4,44.1,2.4,12.2,28.6,19.6,0.1,3.6,24.4,"Sr","1-Jun",2.61098
"1009","Marvin Johnson","Eastern Illinois","OVC",72.2,92.9,32.2,49.3,4.6,15.2,34.3,26,2.2,3.6,21.6,"Sr","6-Jun","Oklahoma",-0.150402,2522,"Oklahoma","B12",18,14.9,85.2,23.8,49.2,2.6,21.7,10.7,27.7,2.7,2.6,24.6,"Sr","5-Jun",2.50547
"1010","Matt Bradley","California","P12",57.4,103.7,31.2,52.7,3.6,15.5,14.4,18.1,0.5,0.7,40.7,"Jr","4-Jun","San Diego St.",-0.0996034,724,"San Diego St.","MWC",32,78,104.1,29.7,50.5,3.4,16.9,20.6,17.4,0.8,2,34.1,"Sr","4-Jun",2.66089
"1011","Matt Cross","Miami FL","ACC",34.1,105.5,14.5,57.7,4.6,10.7,11.3,22.9,2.2,1.7,10.3,"Fr","7-Jun","Louisville",0.746508,3210,"Louisville","ACC",28,41.6,93.9,18.7,46.9,7.2,15.7,4.7,19.5,2.9,1.9,24.7,"So","7-Jun",1.01121
"1012","Matt DeWolf","Brown","Ivy",24.9,90.2,18.7,49.1,9.6,16,17.5,30.7,1.7,2.4,27.6,"Jr","9-Jun","Washington St.",0.828099,230,"Washington St.","P12",19,4.1,103.7,13.8,71.4,5.3,13.2,6.2,28.2,3.6,2.9,128.6,"Sr","9-Jun",4.55979
"1013","Matt Faw","Holy Cross","Pat",64.3,104.8,22.4,51.9,6.8,17.8,6,12.3,7.2,2.1,19.7,"Sr","9-Jun","NJIT",0.303302,366,"NJIT","AE",24,46,96.3,21.2,44.6,6.1,20.7,7.5,12.5,7.2,1.4,28.9,"Sr","9-Jun",-0.0253675
"1014","Matt Halvorsen","Western Carolina","SC",88.1,111.8,14.1,54.8,0.1,7.8,5.1,10,0.1,0.7,33,"Sr","1-Jun","Florida Gulf Coast",-1.85435,373,"Florida Gulf Coast","ASun",29,38.2,100.6,18.5,48.5,2.7,9.1,7.9,16,0,1.3,15.3,"Sr","1-Jun",-2.5257
"1015","Mattia Acunzo","Toledo","MAC",37,122.6,18.1,59.7,7.7,17.4,9.9,14.7,0.9,0.9,41.5,"Fr","8-Jun","Robert Morris",-0.585426,2561,"Robert Morris","Horz",3,1.8,79.5,20.4,38.9,5.5,10.3,0,12.6,0,0,0,"So","8-Jun",-5.12964
"1016","Maxwell Evans","Vanderbilt","SEC",64.6,107.4,16.9,55,2.8,12.1,13.5,15.3,0.5,2.1,29,"Sr","2-Jun","TCU",0.656946,176,"TCU","B12",4,5.5,79.2,19.1,32.5,3.1,9,25.7,28.6,1.4,2.3,15,"Sr","2-Jun",1.05327
"1017","Melik Martin","Monmouth","MAAC",63.3,107.8,22.6,54.4,5.7,17.4,14.5,15.2,2.4,3,29.7,"Sr","6-Jun","Drexel",0.917184,595,"Drexel","CAA",28,66.7,110.9,20.1,54,5.3,18.1,9.3,12.5,1.1,2.5,23.2,"Sr","6-Jun",1.33251
"1018","Mervin James","North Alabama","ASun",64.3,90.3,29.2,47.4,6,23.1,7.6,21.7,1.2,1.2,23.1,"So","7-Jun","Rider",-1.47424,2007,"Rider","MAAC",32,59.8,101.1,25.3,48,9.4,13.5,8.6,16.1,3.4,1.7,28.6,"Jr","7-Jun",-0.429184
"1019","Micah Peavy","Texas Tech","B12",50.3,99,19.2,45.9,11.2,7,13.5,17.5,1.3,1.7,23.9,"Fr","7-Jun","TCU",0.979131,3330,"TCU","B12",34,52.3,90.9,19.2,45.7,8.3,13.7,9.8,24.2,2.7,1.7,33.7,"So","7-Jun",2.36071
"1020","Michael Baer","Iowa","B10",0.9,200,3,100,0,18.2,0,0,9.3,5.1,0,"Jr","7-Jun","Siena",7.45472,1446,"Siena","MAAC",29,29.1,82.3,14.4,42.8,4.6,15.5,6.3,21.9,1.5,2.1,14.5,"Sr","7-Jun",-0.0878191
"1021","Michael Carter III","Long Beach St.","BW",56.5,101.4,23.7,53.6,2.8,9.3,14.7,20.6,0.5,2.2,66.7,"Jr","5-Jun","Portland St.",-0.951284,583,"Portland St.","BSky",26,57.5,94.4,24.2,45.4,1.8,10.2,20.7,19.9,1.2,2.2,38.4,"Jr","5-Jun",-0.760715
"1022","Michael Christmas","James Madison","CAA",36.3,97.5,20.4,50.6,8.7,16.6,5.7,17.7,1,2.3,18.3,"So","6-Jun","Longwood",-0.83717,1927,"Longwood","BSth",2,1.3,27.7,23.4,0,7.7,8.5,21.6,16.9,0,0,40,"Jr","6-Jun",-7.46546
"1023","Michael Cubbage","Marist","MAAC",11.6,101.5,22.5,51.5,2.5,21,5.1,13.4,0,3.6,35.3,"Sr","4-Jun","St. Francis NY",2.73674,1390,"St. Francis NY","NEC",26,66.8,95.4,27.2,41.5,4.4,18.5,15.9,13.1,1.1,3.9,30.5,"Sr","4-Jun",0.462141
"1024","Michael Durr","South Florida","Amer",56.8,104.5,18.5,42.6,12,23.1,4.1,14.5,4.6,1.5,45,"Jr","Jul-00","Indiana",0.48772,873,"Indiana","B10",30,15,89.9,16.2,38.2,5.7,11.1,11.4,25.7,3.9,0.8,76.5,"Jr","Jul-00",3.26334
"1025","Michael Flowers","South Alabama","SB",93.2,107.9,29.1,52,1.1,12.5,22.1,16.8,0.4,2.3,32.9,"Sr","1-Jun","Washington St.",-1.57088,560,"Washington St.","P12",37,80.9,115,22,51.9,1.7,9.7,22.1,15.3,0.3,2,24.5,"Sr","1-Jun",1.71177
"1026","Michael Green III","Bryant","NEC",82.3,95.2,25.8,44.9,2.4,8.3,18.2,21.6,0.3,1.7,41.1,"So","11-May","Robert Morris",-1.78797,1668,"Robert Morris","Horz",28,71.5,97.2,20.8,46.4,1.6,7,20.3,20.1,0.1,2.4,23.6,"Jr","11-May",-2.49246
"1027","Michael Steadman","Montana","BSky",39,85.3,23.9,52.2,4.2,23.2,2.7,25.9,3.4,0.7,29.3,"Sr","10-Jun","Massachusetts",0.511221,1365,"Massachusetts","A10",25,32.7,95.4,25.8,44.7,9.6,17,5.1,16.5,1.5,1.1,28.2,"Sr","10-Jun",-3.67477
"1028","Michael Weathers","Texas Southern","SWAC",73.1,104.7,26.8,51.6,2.3,15.1,23,21.3,3.6,3.7,44.2,"Sr","2-Jun","SMU",2.60672,566,"SMU","Amer",31,62.7,99.6,23.9,50.6,5.1,17.6,16.6,24.2,5.2,3.4,46.2,"Sr","3-Jun",4.28952
"1029","Mickey Pearson Jr.","TCU","B12",13.6,88.8,11.4,45.5,4.2,10.5,6.6,18.3,1.5,0.4,36.4,"Fr","7-Jun","Ball St.",-0.790259,1593,"Ball St.","MAC",26,27.6,82.3,20.6,40.2,4.4,13.7,8.1,21.8,2.5,1.7,39.2,"Jr","7-Jun",-1.83543
"1030","Mikal Starks","Georgia","SEC",8.6,74.3,7.1,12.5,3.8,10.3,16.9,26,0,3.1,0,"Jr","Jun-00","Portland St.",2.79158,2819,"Portland St.","BSky",25,36.3,71.9,15.4,40.9,1,11.3,11.3,33.2,1.4,3.4,23.2,"Jr","1-Jun",1.56471
"1031","Mike Adewunmi","SIU Edwardsville","OVC",72.2,99.6,22.8,54.7,3,21.6,8,21,1.5,1.4,40.2,"Sr","5-Jun","UT Rio Grande Valley",-1.40322,532,"UT Rio Grande Valley","WAC",29,61.9,93.4,19,45.7,5.7,17.3,7.4,17.2,2.4,1.4,30.3,"Sr","5-Jun",-1.82458
"1032","Mike Hood","Montana St.","BSky",29.2,95.2,25.4,42.2,2.5,6.9,13.3,12.8,0,2.6,24.5,"Jr","2-Jun","Coppin St.",-1.09283,2604,"Coppin St.","MEAC",32,48.9,92.5,21.2,47.1,1,8.1,12.1,17.5,0.5,1.3,33,"Jr","2-Jun",-2.32776
"1033","Mike Peake","Austin Peay","OVC",60.3,128.1,18.4,65.4,9.4,18,6.4,15,2.9,1.9,40.8,"So","8-Jun","New Mexico St.",0.0566127,2554,"New Mexico St.","WAC",31,30.7,121.9,14.7,63.1,10,11.3,8.3,16.8,3.1,0.6,22.6,"So","7-Jun",0.552607
"1034","Mikey Dixon","Grand Canyon","WAC",59,104,18.5,43,1.7,8.2,10.2,10.4,0,0.5,29.3,"Sr","2-Jun","Idaho",-0.305796,92,"Idaho","BSky",29,73.8,107,27.8,47.4,2.1,10.5,14.4,14.1,0.1,1,49.4,"Sr","2-Jun",-3.50926
"1035","Mikey Howell","UC San Diego","BW",73.6,95.6,19.1,46.8,1.8,8.9,35.2,27.7,0.5,2.9,30.8,"Sr","3-Jun","Bradley",-0.700594,3121,"Bradley","MVC",30,50.7,94,15.9,46,1.7,11.9,26.5,30.5,0.4,2.6,36.6,"Sr","3-Jun",1.8084
"1036","Mileek McMillan","Valparaiso","MVC",27.8,66.9,23.1,39.7,2,13.7,5.9,25.6,2.7,0.8,10.3,"Sr","8-Jun","Western Michigan",-1.26861,355,"Western Michigan","MAC",28,47.3,91.4,23.1,48,5.9,17.1,8.3,23,2.5,1.2,22.1,"Sr","9-Jun",-1.82186
"1037","Miles James","East Carolina","Amer",8.6,69.4,15.8,12.5,5.3,5.7,17.4,17.8,2.1,0,58.3,"Jr","6-Jun","Cal St. Northridge",-3.2648,2037,"Cal St. Northridge","BW",23,39.1,80.4,15.8,39.4,3.8,13.2,8.7,18.4,0.8,1.9,14.4,"Sr","6-Jun",-1.59331
"1038","Miles Jones","Radford","BSth",18.6,86.8,13.2,39.1,6.1,20.1,13.5,24.5,1.9,1.3,18.8,"So","6-Jun","UNC Greensboro",0.770319,1831,"UNC Greensboro","SC",31,21.5,94.5,18.6,45,6.9,17.7,9.1,20.4,3.9,1.4,50,"Jr","6-Jun",0.818197
"1039","Miller Kopp","Northwestern","B10",78.7,94,19.1,45.9,1.9,9.2,7.4,14,0.3,1.9,26.7,"Jr","7-Jun","Indiana",0.947916,1032,"Indiana","B10",35,62.1,96.5,13.7,45.6,1.6,9.8,7.5,15.7,1.2,1,19.1,"Jr","7-Jun",1.27154
"1040","Miroslav Stafl","Hartford","AE",52.5,97.8,23.4,56.1,8.9,15,10.6,22.8,3.3,1.1,35.1,"So","10-Jun","Central Michigan",-0.0626052,1496,"Central Michigan","MAC",17,16.4,72.7,24.1,41.1,5.6,10.5,5.6,26.7,0.6,0.9,33.9,"Jr","11-Jun",-4.25194
"1041","Mitch Listau","Belmont","OVC",18.1,107.9,13.7,55.8,1.7,9.8,8.1,15.3,1,0.5,9.6,"So","4-Jun","Green Bay",-2.25857,693,"Green Bay","Horz",11,8.7,101.8,16,44.7,1.2,8.2,8.1,22.9,0,0,57.9,"So","4-Jun",-3.64834
"1042","Mo Arnold","Jacksonville","ASun",80,83.8,17.9,41.4,4.1,13.9,13.3,23.1,0.7,2,31.5,"So","2-Jun","Southern Miss",-0.739821,2248,"Southern Miss","CUSA",25,38,71,15.2,40.7,2.2,9.8,18.5,35.1,0.5,1.2,9.9,"So","1-Jun",-2.371
"1043","Montez Mathis","Rutgers","B10",52.7,91.3,23.5,43,5.3,9.4,7.2,12.7,1.5,1.9,30.8,"Jr","4-Jun","St. John's",0.0212056,627,"St. John's","BE",32,60.7,98.4,18.4,44.9,4.5,10.2,12.6,14.2,0.8,2.3,28.2,"Sr","4-Jun",0.396655
"1044","Moses Wood","UNLV","MWC",55.4,103.7,14.5,49.1,6.5,15.9,6.3,18.7,6.1,1.3,24.3,"So","8-Jun","Portland",0.583254,731,"Portland","WCC",31,79,110.4,21.1,58.4,4.3,15.4,12.2,19.6,2,1.4,41.1,"Sr","8-Jun",0.112409
"1045","Mouhamadou Gueye","Stony Brook","AE",60.1,91,23.6,45.4,6.9,22.8,15.1,24.2,13,1.4,40.1,"Sr","9-Jun","Pittsburgh",3.5276,1842,"Pittsburgh","ACC",32,73,104.7,18.8,52,7.2,19.1,9.4,18,9.2,1.3,23.9,"Sr","9-Jun",1.92401
"1046","Moussa Cisse","Memphis","Amer",46.4,90.9,20.9,55.2,13.4,23.7,5,22.4,10.5,0.9,51,"Fr","10-Jun","Oklahoma St.",2.99154,2911,"Oklahoma St.","B12",29,47.2,105.3,20,55.9,15.2,21.3,3.6,19,11.1,1.2,62.2,"So","10-Jun",3.57589
"1047","Musa Jallow","Ohio St.","B10",32.3,101.7,11.7,51.6,4.5,11.2,7.3,20,3,1.5,37.7,"Jr","5-Jun","Charlotte",2.03405,460,"Charlotte","CUSA",10,13.1,86.6,22,40.9,4.7,17.5,9.2,23.6,2.1,2.2,36.4,"Jr","5-Jun",-0.0733395
