"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm","X","School","Conference","GP","Min.","ORTG","USG","EFG","OR.","DR.","AST.","TOV.","BLK.","STL.","FTR","Year","Height","DBPM"
"1048","Myles Baker","Central Connecticut","NEC",36.1,86.6,26.9,48.5,2.5,8.5,5.8,20.4,0.4,2,22,"So","3-Jun","Eastern Illinois",-4.14446,2086,"Eastern Illinois","OVC",1,1.2,90.1,19.3,33.3,0,8.7,17.4,22.1,8.8,0,66.7,"Jr","3-Jun",-0.808919
"1049","Myles Douglas","Saint Joseph's","A10",12.8,94.5,18.7,50,2,11.7,13.5,13.9,0,0.5,28.1,"Jr","7-Jun","Morgan St.",-1.52321,340,"Morgan St.","MEAC",5,4.9,61.4,17.1,36.4,0,14.9,18.6,40.2,2.5,2.3,0,"Sr","7-Jun",-0.97893
"1050","Myles Johnson","Rutgers","B10",61.5,113.1,17.3,62.8,13.3,25.3,6.1,16.7,10.5,2.7,39.7,"Jr","11-Jun","UCLA",5.04257,1477,"UCLA","P12",35,44.6,114.8,13.7,63,15.7,18.9,6.6,24.2,8.2,2,55.6,"Sr","10-Jun",4.01165
"1051","Myles Lewis","VMI","SC",52.9,99.2,22.4,50.3,8.8,23.2,8.3,16.9,3.2,1.9,32,"Sr","5-Jun","McNeese St.",-0.0171958,413,"McNeese St.","Slnd",29,60.2,95.9,19.7,50.5,7.2,16,8.5,18.9,2,2.1,38.3,"Sr","5-Jun",-1.08959
"1052","Mylik Wilson","Louisiana Lafayette","SB",83.6,102.4,21,46.6,3.4,13.9,16.7,16.5,2.6,3.5,29.1,"So","3-Jun","Texas Tech",2.34719,1911,"Texas Tech","B12",32,32.4,96.9,13,45.1,2.4,10.8,18.7,25.6,4.9,4.7,38,"Jr","3-Jun",7.10264
"1053","Myreon Jones","Penn St.","B10",75,111.4,24,48.8,2.7,7.9,14.6,9.3,0.5,2.4,27.3,"Jr","3-Jun","Florida",0.92094,1036,"Florida","SEC",33,67.3,99.1,17,47.1,1.7,10.1,11.2,16.4,0.6,2.8,16.1,"Sr","3-Jun",1.21549
"1054","Myron Gordon","Samford","SC",35.1,107,27.7,50.9,3.4,10.9,13.9,13.4,0,1.5,42.5,"Sr","3-Jun","Bowling Green",-1.22878,1318,"Bowling Green","MAC",21,37.3,117.1,25.6,47.8,2.3,9.8,27.8,12.6,1.3,3.9,62.5,"Sr","3-Jun",0.793651
"1055","Najee Garvin","Nicholls St.","Slnd",62.2,94.1,27,47.2,6.5,22.8,5.2,17.3,1.2,2.1,31.8,"Jr","7-Jun","Hampton",-1.63185,96,"Hampton","BSth",26,87.4,87.6,26.9,42.6,4.6,14.8,11.1,18.8,0.8,1,36.7,"Sr","8-Jun",-1.68062
"1056","Nate Jenkins","Iowa St.","B12",4.9,76.1,12.7,28.6,7.2,7.4,7.4,28.5,0,4.8,28.6,"So","2-Jun","Green Bay",0.629006,1954,"Green Bay","Horz",22,40.7,98.9,18.5,48.6,1.6,10.5,11.6,20.4,0,1.6,49.5,"So","2-Jun",-1.52987
"1057","Nate Lacewell","San Jose St.","MWC",27.8,71.9,17.6,28.3,6.2,16.9,2.8,16.5,2.8,0,37.7,"Fr","9-Jun","Texas St.",-3.96659,3158,"Texas St.","SB",11,3,136.8,9.9,75,0,20.6,16.8,20.3,0,0,200,"So","9-Jun",0.647326
"1058","Nate Pryor","Washington","P12",26.7,79.6,18.9,37.9,1.6,7,17.8,20.4,0.4,2.2,37.1,"Jr","4-Jun","New Mexico St.",-0.00612109,2919,"New Mexico St.","WAC",19,28,85.8,13.2,55.4,1.8,10.9,18.3,32.2,0.3,1,43.5,"Jr","3-Jun",0.840172
"1059","Nathan Scott","Northern Illinois","MAC",32.3,100.7,17.7,44.5,7.5,17.4,8.4,10.8,1.9,1.7,24.7,"Sr","8-Jun","Eastern Michigan",-1.93441,2055,"Eastern Michigan","MAC",29,62.3,105.1,16.5,50.8,3.5,19.4,9.8,15.6,2.7,1,29.5,"Sr","8-Jun",-0.124646
"1060","Nathanael Jack","Florida St.","ACC",14.1,108.7,21.6,56.3,4.4,6.8,6.7,16.8,0.8,1.2,14.3,"Sr","5-Jun","Cleveland St.",-1.09919,2084,"Cleveland St.","Horz",20,11.6,101.8,17.1,48.9,2.7,8.5,3.9,12.3,0.9,0.8,13,"Sr","5-Jun",-3.11784
"1061","Nathaniel Stokes","Bryant","NEC",35.5,93.8,12.2,47.4,3,11.8,8,23,1.3,1.6,19,"So","8-Jun","Coppin St.",0.545138,1666,"Coppin St.","MEAC",11,9.5,56.3,14.1,22,4.2,13.5,4.7,25.2,0.9,0.9,16,"So","8-Jun",-2.14382
"1062","Naz Bohannon","Youngstown St.","Horz",82.1,108.2,27.4,52.6,9.3,19.2,22.8,16.7,0.1,1.2,34,"Sr","6-Jun","Clemson",-1.31881,475,"Clemson","ACC",33,52.7,106.6,17.3,52.9,8.2,14.5,15.3,19.8,0.5,1.2,22.4,"Sr","6-Jun",0.363854
"1063","Nevin Zink","USC Upstate","BSth",65.3,106.6,18.4,61.2,9.6,15.9,4.6,23.1,2.9,1.3,71.6,"Jr","9-Jun","Boston University",-1.1331,896,"Boston University","Pat",5,5.1,141.5,17.2,75,7.1,7.2,9.4,10.3,1.6,1.8,56.3,"Jr","9-Jun",1.61988
"1064","Nick Farrar","North Carolina St.","ACC",2.3,70.6,14.7,50,0,5.3,0,17.3,4.8,2.6,100,"Fr","6-Jun","College of Charleston",1.10139,3333,"College of Charleston","CAA",28,19.3,113.9,26.4,54.1,8,13.2,9.6,16.4,2.1,1.3,21.3,"So","6-Jun",-0.564172
"1065","Nikola Djogo","Notre Dame","ACC",44.5,128.3,11.7,65.8,4,13.4,7.7,14.3,2.3,1.2,31.6,"Sr","8-Jun","Northeastern",0.788427,126,"Northeastern","CAA",28,70.3,111.8,18.8,54.5,1.8,21.4,13,14.9,1,2,28.9,"Sr","8-Jun",1.11191
"1066","Noah Baumann","USC","P12",25.4,102.9,16,55.2,2.1,7,4.8,18.4,0.9,1.2,11.3,"Jr","6-Jun","Georgia",1.22119,363,"Georgia","SEC",31,53.3,115.1,15.5,58.3,1.1,17.1,8.9,11.9,1,0.7,21.5,"Sr","6-Jun",-1.64753
"1067","Noah Farrakhan","East Carolina","Amer",14.5,80.6,19.6,46.6,1,11.3,18.7,28.3,0,1.1,13.8,"Fr","2-Jun","Eastern Michigan",-0.62155,2763,"Eastern Michigan","MAC",25,64.3,93.7,30,47.2,2.7,11,17.7,18.1,0.7,2.1,25.8,"So","2-Jun",-1.67063
"1068","Noah Gurley","Furman","SC",73.6,109.7,26.6,56.7,5.3,17.7,17.1,16.8,4,1.6,28.2,"Jr","8-Jun","Alabama",0.235637,1136,"Alabama","SEC",33,44.8,101.2,19.1,53.3,8.4,12.6,5.9,21.6,4.3,1.3,29.4,"Sr","8-Jun",0.881754
"1069","Noah Locke","Florida","SEC",72.4,111.8,16.1,55.4,1.7,7.6,4.4,13.1,0.7,1.2,12.2,"Jr","3-Jun","Louisville",-0.0106977,965,"Louisville","ACC",32,64.6,96.6,20.2,46.9,1.9,8.4,7.7,11.6,0.3,0.9,9.1,"Sr","3-Jun",-0.971584
"1070","Nolan Bertain","Texas A&M Corpus Chris","Slnd",69.3,113.1,13.1,57.3,1.2,7.2,6.8,13.3,0.9,1.5,25.4,"Sr","4-Jun","Idaho",-1.32754,1463,"Idaho","BSky",20,27.2,93.9,11.3,50.8,1.5,9.6,6.4,17.3,0.9,0.9,3.2,"Sr","3-Jun",-1.84664
"1071","Nolan Dorsey","New Mexico","MWC",6.4,71.4,10.2,43.8,2,7,3.8,32.9,0,2.3,0,"Fr","5-Jun","Holy Cross",-1.04799,3429,"Holy Cross","Pat",21,36.5,98.9,8.2,54,0.8,8.7,8.5,22.4,0.5,1.3,12,"So","5-Jun",-1.30028
"1072","Nysier Brooks","Miami FL","ACC",68.1,104.5,16.1,51.7,9.9,14.3,5.7,18.2,4,1.4,53.8,"Sr","Jul-00","Mississippi",0.587945,79,"Mississippi","SEC",32,72.1,110,18.2,58.1,10.9,19.2,5.6,19,4.8,1.9,37.4,"Sr","Jul-00",1.41652
"1073","Ody Oguama","Wake Forest","ACC",49.6,103,20.7,47.3,12.1,18,3.8,15.1,1.9,1,57.3,"So","9-Jun","Cincinnati",-0.818643,1663,"Cincinnati","Amer",32,34.3,105.3,18.6,48.2,13,19.3,5.5,12.9,2.7,1.6,55,"Jr","9-Jun",0.846057
"1074","Olivier-Maxence Prosper","Clemson","ACC",22.1,94.4,18.3,37.5,10.4,13.2,5.7,12.7,1.8,1.2,42.3,"Fr","8-Jun","Marquette",0.66482,3083,"Marquette","BE",32,51.5,104.9,16.1,51.8,3.3,13.4,7.9,15.2,0.6,2.4,30.3,"Fr","8-Jun",1.31455
"1075","Omar Payne","Florida","SEC",37.6,128.1,10.8,75,9.6,13.7,4.3,19.5,8,1.5,40.4,"So","10-Jun","Illinois",3.63222,1938,"Illinois","B10",32,17.8,96.2,15,61.8,9.3,15.7,3.8,29.8,9.7,0.7,82.4,"Jr","10-Jun",5.27949
"1076","Onyi Eyisi","Fordham","A10",37.5,85.8,14,48.6,4.3,13.9,0,19,3.4,1.2,57.1,"Jr","9-Jun","Cal St. Northridge",0.582807,652,"Cal St. Northridge","BW",25,49.2,112.7,21.6,56,5.6,18.3,5.2,11.7,2.6,1.8,49.4,"Sr","9-Jun",-1.00328
"1077","Osayi Osifo","Florida","SEC",19.7,94.4,14.9,55.6,14.6,16.1,6.1,30.9,0.5,0.9,63,"Jr","7-Jun","Jacksonville",0.376026,3454,"Jacksonville","ASun",26,50.3,108.4,19.6,63.4,11.6,21.5,5.1,24.6,1.6,0.8,31.3,"Jr","8-Jun",-0.124444
"1078","Oscar Lopez Jr.","DePaul","BE",9.6,104.8,24,63.5,5.8,16.1,23.2,25.6,4.7,0.8,15.4,"So","4-Jun","Central Michigan",0.492121,2390,"Central Michigan","MAC",12,24.8,99.8,23.2,49,5.9,13.1,15.4,19.3,1.2,2.3,34.4,"Jr","4-Jun",-1.62882
"1079","Oscar Tshiebwe","West Virginia","B12",16.9,112.9,22.9,52.3,20.4,23.2,7.3,15,2.2,1.1,43.1,"So","9-Jun","Kentucky",-0.115178,2303,"Kentucky","SEC",34,79.2,124.2,24.8,60.4,19.4,34.3,6.1,14.2,5.4,3.2,41.9,"Jr","9-Jun",3.13584
"1080","Oumar Ballo","Gonzaga","WCC",11.7,100.5,21.5,62.9,13,16.1,2.9,26.6,3.9,1.8,82.9,"Fr","Jul-00","Arizona",1.54428,1742,"Arizona","P12",37,37.9,121.1,19.2,62.2,12.4,17.9,6.3,16.7,7.4,1.3,65.5,"So","Jul-00",3.05167
"1081","P.J. Byrd","Colorado St.","MWC",33,102.6,14.8,50.9,1.8,6.7,18.4,26.3,0.3,2.1,44.8,"Jr","1-Jun","Southern",1.49076,979,"Southern","SWAC",29,63.8,88.8,19,45,1.1,9.1,23.6,32.2,0.2,3,49.7,"Jr","1-Jun",0.450164
"1082","Parker Braun","Missouri","SEC",17.6,130.4,12.4,66.7,6.3,12,7.2,9.9,7.8,0.3,54.5,"So","8-Jun","Santa Clara",2.54651,951,"Santa Clara","WCC",33,72.8,106.5,13.5,59.7,6,14.1,9.1,21.7,4.1,1.1,16.1,"Jr","10-Jun",1.40782
"1083","Parker Stewart","Tennessee Martin","OVC",77.4,104,28.5,49.4,2.7,13,21.2,18.2,1.2,1.2,33.4,"So","5-Jun","Indiana",-4.80788,184,"Indiana","B10",34,58.7,102,13,51.6,0.7,9,7.2,13.1,0.3,1,15,"Jr","5-Jun",1.27071
"1084","Patrick Emilien","Western Michigan","MAC",36.8,94.8,16.7,51.4,3.6,16.4,13.1,21.6,3.6,1.6,14.3,"Jr","6-Jun","St. Francis NY",1.14129,1164,"St. Francis NY","NEC",26,69.1,96.9,23.6,47.3,8.1,15.6,8,17.4,2.5,1.5,23.7,"Sr","7-Jun",-1.76765
"1085","Patrick Good","East Tennessee St.","SC",57.1,112.7,16,50.8,1.9,9.7,11.9,13,0,2.9,20.4,"Jr","Jun-00","Winthrop",1.91173,152,"Winthrop","BSth",27,60.3,127,17.5,65.3,1.3,14,5.4,10.8,0,2.8,33.5,"Sr","Jun-00",0.426283
"1086","Patrick Harding","Bryant","NEC",47.1,110.8,15.2,61.4,15.6,31,15.3,24,1.6,1.2,36.6,"So","9-Jun","Columbia",0.338279,4176,"Columbia","Ivy",24,51.6,93.4,20,44,14.8,29.1,16.2,25,0.4,0.8,28.8,"Jr","9-Jun",-2.6159
"1087","Patrick Tape","Duke","ACC",4.6,79,22.1,38.5,15.3,13.2,7.4,23.2,4.7,6.4,30.8,"Sr","9-Jun","San Francisco",3.77289,55,"San Francisco","WCC",33,51.5,118,13.5,61.4,10.9,13.6,8,23.4,3,2.3,75,"Sr","10-Jun",2.97947
"1088","Paul Atkinson","Yale","Ivy",79.7,119.6,24.5,63.3,8.6,17.4,10.1,14.6,2.8,2.1,50.5,"Jr","10-Jun","Notre Dame",1.71039,422,"Notre Dame","ACC",34,68.5,116.5,24.3,59.1,11.4,18.2,13.3,16.2,2.7,1.4,38.5,"Sr","9-Jun",1.63628
"1089","Paul Newman","Bucknell","Pat",43.1,95.3,17.2,62.2,8.9,20.5,2.8,24.7,4.5,1.3,37.8,"Sr","9-Jun","Albany",-0.318337,287,"Albany","AE",30,41.4,95.6,17.7,56.1,11.2,19.8,5.4,26.8,4.3,1.4,42.9,"Sr","9-Jun",0.42212
"1090","Pauly Paulicap","DePaul","BE",54.9,102,17.5,55.4,12.7,16.6,1,21.5,6.5,1.3,39.6,"Sr","8-Jun","West Virginia",1.54902,166,"West Virginia","B12",33,29.7,93,18.3,46,13,20.3,1.6,22.7,8.2,0.9,48.3,"Sr","8-Jun",1.42586
"1091","Pavel Zakharov","Gonzaga","WCC",2.2,84.7,20.1,38.9,13.9,3.9,0,19.1,0,0,22.2,"So","Jul-00","Cal Baptist",-4.1534,1748,"Cal Baptist","WAC",3,2.7,53.9,16.4,16.7,0,13.6,5.4,32.1,12.6,1.8,66.7,"So","Jul-00",3.20405
"1092","Pavlo Dziuba","Arizona St.","P12",3.3,50.1,7.7,100,0,7.2,0,65.5,3.3,0,200,"Fr","8-Jun","Maryland",-0.923733,3410,"Maryland","B10",8,2.6,86.2,6.3,50,3.5,6.9,0,28.5,0,3.6,0,"So","8-Jun",0.918958
"1093","Paxson Wojcik","Loyola Chicago","MVC",5.1,118,24.5,60.9,4.6,13,15.3,12.9,0,2.1,21.7,"So","4-Jun","Brown",0.938016,2345,"Brown","Ivy",25,65.5,100.9,17.7,48.6,2.1,9.9,9,13.3,0.3,1.9,25.6,"Jr","5-Jun",-0.544167
"1094","Payton Moore","Rice","CUSA",27.1,101.2,22.7,52.8,5.2,15.3,19.7,23.9,1.5,2.1,58.3,"Jr","4-Jun","Denver",0.193316,735,"Denver","Sum",27,37.5,92,11.8,46.9,3,15.6,10.5,17.5,0.8,1.9,49.2,"Jr","4-Jun",-0.199471
"1095","Payton Willis","College of Charleston","CAA",85,111.5,21,55.5,1.9,10.5,19.1,14.1,1.3,1.4,15.8,"Sr","4-Jun","Minnesota",-1.71071,140,"Minnesota","B10",29,87.1,112.5,24,57.7,2.3,13.3,25.9,12.5,1.4,2.4,22.4,"Sr","4-Jun",1.4305
"1096","Pelle Larsson","Utah","P12",65.8,98.8,19.3,55.9,1.9,12.4,19.2,30.7,2,1.5,44.4,"Fr","5-Jun","Arizona",1.15783,3381,"Arizona","P12",37,51.5,111,17.1,56.9,4.7,12.2,13.5,23.8,1,2,41.2,"So","5-Jun",2.32349
"1097","Perry Francois","Texas A&M Corpus Chris","Slnd",44.8,100,18.9,55.4,8.2,13.6,13.3,18.1,5.6,1.4,36.6,"Sr","8-Jun","Charlotte",0.300366,35,"Charlotte","CUSA",18,6.9,69.6,17.6,21.1,8.9,14.3,6,19.9,1.3,1.4,31.6,"Sr","8-Jun",-2.74341
"1098","Philip Pepple Jr.","SIU Edwardsville","OVC",7.9,109.4,15.7,52.2,7.7,11.9,0,9.3,9.9,2.2,13,"Jr","10-Jun","Idaho",0.00633988,3373,"Idaho","BSky",25,36.9,110,13.9,54.5,10.7,13.1,3.7,12.2,6.7,0.5,29.5,"Jr","7-Jun",-1.09263
"1099","Phillip Russell","Saint Louis","A10",8,77.9,22.4,35.7,3.4,3.6,22.1,31.1,0,4.4,9.5,"Fr","10-May","Southeast Missouri St.",0.605309,3138,"Southeast Missouri St.","OVC",28,71,104.4,23.9,49.7,3.3,6.6,20.7,17.4,0.1,2.1,44.3,"Fr","10-May",-2.08546
"1100","Phlandrous Fleming Jr.","Charleston Southern","BSth",74.8,100.2,30.5,46.6,2.9,20.2,17.7,15.2,3,2.9,33.1,"Sr","4-Jun","Florida",0.344756,271,"Florida","SEC",34,68.7,104.3,23.6,44.2,7.7,11,16,15.6,2.6,3.2,36.4,"Sr","5-Jun",1.51063
"1101","PJ Fuller","TCU","B12",56.7,85.1,17,46,1.8,7.9,12.1,28.8,1.1,1.8,31.7,"So","4-Jun","Washington",0.167899,1897,"Washington","P12",32,55.7,89.9,19.5,48,1.2,8.6,9.6,24.7,1.4,2.8,32.7,"Jr","4-Jun",0.841229
"1102","PJ Henry","Hartford","AE",43.6,99.7,15.6,47.4,1.7,9.4,16.8,22.9,0,2.3,39.7,"So","10-May","Texas Southern",0.814415,2479,"Texas Southern","SWAC",31,57.1,94.6,20.2,47.4,1.7,10.9,12.1,20.8,0.4,2.3,24.4,"Jr","10-May",1.09341
"1103","PJ Pipes","Green Bay","Horz",75.7,110.8,22.4,53.5,1,14.8,19.2,14.9,1.1,1.4,22.4,"Sr","2-Jun","Santa Clara",-1.67201,400,"Santa Clara","WCC",31,72.2,99.8,21.4,49.7,0.3,9.1,16,17.6,0.2,1.7,23.7,"Sr","2-Jun",-0.820099
"1104","Prince Oduro","South Florida","Amer",17.4,88.4,14.3,43.8,8,17.8,0,16.7,3.4,1.2,34.4,"Jr","8-Jun","Detroit",-0.435693,378,"Detroit","Horz",8,14.6,84,18.9,46.2,11.5,12.1,1.2,25,1.5,1.4,30.8,"Sr","8-Jun",-2.75989
"1105","Quadry Adams","Wake Forest","ACC",8.5,102.9,17.3,50,8,5.3,12.2,14.3,0,3.3,50,"Fr","3-Jun","St. Bonaventure",0.647348,3722,"St. Bonaventure","A10",30,19.2,95.1,14.6,56,4.3,8.8,7.9,22.7,0,2.1,22,"Fr","3-Jun",0.432807
"1106","Qudus Wahab","Georgetown","BE",69,109.8,21.3,59.1,10.4,21.1,1.6,18.9,6.1,0.8,52.6,"So","11-Jun","Maryland",1.86739,2571,"Maryland","B10",32,48,106.7,21.3,55.9,10.1,23.1,4.2,18.4,4.3,0.7,49.4,"Jr","11-Jun",0.332622
"1107","Quentin Scott","Texas St.","SB",27.9,90.2,19.3,35.1,7.3,8.5,8.9,11.3,1.6,1,28.4,"Sr","7-Jun","Tulane",-1.78316,567,"Tulane","Amer",15,6.7,72.1,17.2,33.3,1.5,9.7,9.2,17.1,3.1,0,44.4,"Sr","7-Jun",-2.09245
"1108","Ques Glover","Florida","SEC",16.7,81.4,21.3,42.4,2.2,8.5,14,31.9,0,3.7,23.9,"So","11-May","Samford",1.7149,2418,"Samford","SC",26,71.3,111.3,32.4,51.1,2.1,7.5,34.3,15.6,0.2,2,34.5,"So","Jun-00",-1.77803
"1109","Quincy Guerrier","Syracuse","ACC",81.8,114.6,20,53,9.5,18.3,5,9.5,4.1,1.4,34,"So","7-Jun","Oregon",0.0289916,2362,"Oregon","P12",34,66.2,109,19.9,52.3,7.3,14.9,5.6,13.3,1.3,1.6,34.3,"Jr","8-Jun",0.0210618
"1110","Quinn Slazinski","Louisville","ACC",52.3,113.6,15.1,49.4,5.2,13.6,5,11.5,0.3,1.4,52.2,"So","8-Jun","Iona",1.82444,1598,"Iona","MAAC",33,49.2,100.9,22.9,44.6,5.5,12,12.9,16.3,1.6,1.7,31.7,"Jr","9-Jun",-0.359558
"1111","Quinten Post","Mississippi St.","SEC",20.1,91.2,20.8,47.6,10.2,16.7,8.8,25.2,6.5,1.8,17.1,"So","Jul-00","Boston College",2.34721,2276,"Boston College","ACC",31,49.4,103.5,24.7,52.6,11.1,19.7,8.1,18.6,5.6,1.8,29.4,"Jr","Jul-00",1.05822
"1112","Quinton Mincey","Mount St. Mary's","NEC",0.5,57.4,11.2,0,0,0,35.3,0,0,0,0,"Fr","6-Jun","UMass Lowell",-1.15363,3678,"UMass Lowell","AE",27,39.3,90.1,16.4,45.6,6.9,20.6,6.3,19.5,2.4,2.4,27.2,"So","7-Jun",0.349571
"1113","Qwanzi Samuels","Florida Gulf Coast","ASun",0.8,50.7,35.7,33.3,0,42.5,0,31.3,0,11.2,0,"So","8-Jun","George Washington",4.02414,2360,"George Washington","A10",29,34.3,103.1,10.7,51.5,4.6,10.7,7.3,16.7,1,1.5,11.8,"Jr","9-Jun",-0.14617
"1114","RaeQuan Battle","Washington","P12",23.8,68.3,21.2,32,3.2,10.2,3.8,18.3,2,1.8,15.1,"So","5-Jun","Montana St.",-0.963632,2257,"Montana St.","BSky",33,42.7,112.6,24,56,5.2,10.8,9.9,16.1,2.8,1.6,30.8,"So","5-Jun",-0.244956
"1115","Ralph Agee","San Jose St.","MWC",63.6,94.9,22.1,57.1,5.2,14.3,5.2,22.9,1,0.8,45,"Sr","8-Jun","Rutgers",-2.52521,2315,"Rutgers","B10",17,9.5,91.2,18.6,46.2,8.6,8.5,6,24,1.9,1,53.8,"Sr","8-Jun",-0.623578
"1116","Randy Miller Jr.","Indiana St.","MVC",51.1,84.1,19.3,39.5,0.7,10.1,7.1,18.5,0,1.6,36.1,"Sr","2-Jun","North Carolina Central",-0.432993,36,"North Carolina Central","MEAC",26,70.8,93.4,20.7,41.1,2.2,6.5,8.6,18.9,0.3,1.1,45.6,"Sr","2-Jun",-3.08891
"1117","Rashad Smith","Grand Canyon","WAC",3.9,112.6,19.1,50,3.7,13.3,21.6,18.8,0,3.6,50,"Jr","5-Jun","Idaho",2.93932,3583,"Idaho","BSky",29,72.1,101.1,18.6,53.9,3.8,16.6,7.9,17.6,0.9,1.6,21.1,"Jr","4-Jun",-1.77491
"1118","Rashad Williams","Oakland","Horz",64.2,96.3,23.2,47.5,0.4,5.8,6.7,12.9,0,1.6,13,"Jr","2-Jun","Saint Louis",-3.59682,1107,"Saint Louis","A10",18,9.7,68.4,19.6,30.6,0.9,5,7.7,20.1,0,0.4,4.1,"Jr","2-Jun",-3.07513
"1119","Rasheed Browne","Texas A&M Corpus Chris","Slnd",18,82.3,18,38.9,5.3,14.6,17.6,33,0.7,1.5,59.3,"Jr","2-Jun","North Texas",-2.11118,2912,"North Texas","CUSA",10,3.2,56.7,18.6,21.4,0,10,0,36.4,0,1.7,71.4,"Jr","2-Jun",-0.991122
"1120","Rasheem Dunn","St. John's","BE",58.3,92.3,20.6,42.5,1.2,10,23.1,21.4,0.2,2.6,36.4,"Sr","2-Jun","Robert Morris",0.556422,122,"Robert Morris","Horz",11,28.7,92.6,26.8,42.5,3.5,10.5,21.8,22.2,0.3,2,45,"Sr","2-Jun",-3.0113
"1121","Rashun Williams","South Florida","Amer",27.1,95.2,14.2,41.2,7.9,9.9,3.5,14.4,1.1,1,15.8,"Jr","6-Jun","Radford",-0.925571,725,"Radford","BSth",26,63.8,99.7,20.9,46.5,5.2,16.3,8.8,12.6,2.2,0.7,17.1,"Jr","7-Jun",-1.19686
"1122","Rasir Bolton","Iowa St.","B12",72.3,100.5,26.7,50.2,1.5,15.3,26.4,20.9,0.4,2.2,32.5,"Jr","3-Jun","Gonzaga",0.477961,839,"Gonzaga","WCC",32,68.2,123.3,16.5,63.3,1.1,7.6,12.2,15.4,0.1,1.1,24.5,"Sr","3-Jun",1.51003
"1123","Rastislav Sipkovsky","Hartford","AE",1,0,0,0,0,22.6,0,0,0,0,0,"Fr","6-Jun","Central Michigan",0.824108,2989,"Central Michigan","MAC",1,0.1,0,0,0,0,0,0,0,0,0,0,"So","5-Jun",-2.48091
"1124","Ray Salnave","DePaul","BE",57.8,82.3,18.5,37.5,2.6,11.2,10.5,22.8,0.3,2.3,21.1,"Sr","3-Jun","UMBC",1.31693,139,"UMBC","AE",14,17.3,80.3,26.9,38,1.1,17,14,25.1,0.5,0.8,43.7,"Sr","3-Jun",-2.59871
"1125","RayJ Dennis","Boise St.","MWC",67.6,104.8,17.9,50.5,1,12,19.9,16.6,0.6,2.4,19.9,"So","2-Jun","Toledo",2.15343,2517,"Toledo","MAC",33,85,108.6,20.5,53.4,3.6,13.4,19.9,18.6,0.2,1.3,23.2,"Jr","2-Jun",-0.0527333
"1126","Reginald Gee","Austin Peay","OVC",44.7,100.9,19.2,44.6,2.5,12.6,5,16.1,0.8,1.3,38.6,"Sr","3-Jun","Louisiana Monroe",-1.59491,138,"Louisiana Monroe","SB",4,7,60.6,18.9,21.1,0,15,8.6,15.5,1.5,1.5,73.7,"Sr","2-Jun",-3.52564
"1127","Remy Martin","Arizona St.","P12",76.3,106.1,28.7,50.5,1.5,8.1,23.6,14,0.1,2,43.9,"Sr","Jun-00","Kansas",-0.655675,408,"Kansas","B12",30,39.3,112.4,20.9,53.5,1.9,13.7,21.2,17.3,0.6,1.7,30.7,"Sr","Jun-00",2.3769
"1128","Rich Kelly","Boston College","ACC",50.4,104.7,22.4,54.5,1.1,6.8,19.5,19.1,0.3,2.1,18.8,"Sr","1-Jun","Massachusetts",-0.904649,248,"Massachusetts","A10",32,77.2,115.3,19.5,56.9,1.1,6.1,19.9,17.9,0.1,1.2,33.6,"Sr","1-Jun",-3.02167
"1129","Rifen Miguel","Ohio","MAC",8.8,74.9,27.3,37,9.8,13.7,0,31.8,1.4,2,51.9,"Jr","8-Jun","Troy",-1.99484,3010,"Troy","SB",26,16.5,86.1,20.1,48.2,8.2,16.2,9.7,25.6,1.2,0.9,17.9,"Jr","8-Jun",-0.247909
"1130","Riley Voss","Cornell","Ivy",34.8,85.3,14.4,43.8,2.1,13.9,15.6,21.7,1.7,2.8,4.2,"Jr","6-Jun","Wright St.",0.0999771,198,"Wright St.","Horz",8,3.6,78.8,15.5,42.3,2.4,14,6.6,22.2,2,0,7.7,"Sr","6-Jun",-3.00049
"1131","Robby Robinson","Nevada","MWC",28.8,73.1,9.7,25,8.2,21.8,4.7,26.4,1.3,1.4,25,"Jr","8-Jun","New Orleans",1.0417,1581,"New Orleans","Slnd",6,13.2,81.6,11.3,32.1,6,19.1,9.5,18.2,3.5,1.4,7.1,"Jr","8-Jun",-0.308496
"1132","Robert Jones","Denver","Sum",35.2,91.3,22.4,54.1,6.7,24,4,22.7,5,1.8,43.5,"So","10-Jun","Iowa St.",-1.42524,1637,"Iowa St.","B12",34,29.3,90.8,17.7,50,9.8,15.1,13.7,21.2,4.6,1.9,42,"Jr","9-Jun",3.70229
"1133","Rocket Watts","Michigan St.","B10",56.4,87,23.3,38.2,1.6,6.7,24.4,17.3,0,0.4,16.2,"So","2-Jun","Mississippi St.",-1.7374,1716,"Mississippi St.","SEC",19,18.5,90.6,18.9,47.6,1.4,6.6,8.7,22.3,0,1.7,6.1,"Jr","2-Jun",-1.03179
"1134","Rod Brown","New Mexico","MWC",53.5,87.3,19.2,42.3,9,13,10.4,23.7,1.4,1.4,48.1,"Jr","7-Jun","Jacksonville",-0.837425,758,"Jacksonville","ASun",24,30.5,99,16.4,49.2,10.7,13.2,10.6,22.5,0.9,1.7,27.7,"Jr","8-Jun",0.690829
