,Player,School,Conference,GP,Min%,ORTG,USG,EFG,OR%,DR%,AST%,TOV%,BLK%,STL%,FTR,Year,Height,DBPM
844,Marcus Hammond,Niagara,MAAC,28,82.5,107.1,28.8,51,2.7,14.4,19.7,13.9,0.8,1.4,33,Sr,3-Jun,-0.374138
845,Steven Levnaic,Niagara,MAAC,25,16.9,85.6,6.9,53.1,1.2,8.6,5.5,26.9,0.6,1.9,25,Jr,2-Jun,0.792329
846,Jalen Pickett,Penn St.,B10,31,92,107,22.6,48.2,2,11.8,26,13.5,1.9,1.9,15.4,Sr,4-Jun,2.11056
847,Justin Bean,Utah St.,MWC,33,87.9,118.2,23.5,58.7,8.9,24.2,15.4,13.8,1.6,2.7,27,Sr,7-Jun,2.50942
848,Sullivan Kulju,Richmond,A10,3,0.2,155.5,15.8,0,39.8,0,53.2,0,0,0,0,Sr,6-Jun,-2.21744
849,Jordan Gaitley,Richmond,A10,3,0.2,0,9.4,0,0,39.4,0,0,0,0,0,Sr,4-Jun,-3.6262
850,Cole Swider,Syracuse,ACC,33,84.5,114.6,18.5,55.1,4,17.1,7.2,12.5,1.3,1.6,18.4,Sr,9-Jun,0.0888009
851,Jake Forrester,Temple,Amer,15,21,104.5,18.8,51.5,12.7,12.7,3.9,16.7,5.3,1,36.4,Jr,9-Jun,0.0112363
852,Jerome Hunter,Xavier,BE,35,36.6,84.8,19,36.9,6.5,14.9,7,19.4,1,2.1,28.9,Jr,8-Jun,0.303052
853,Rob Phinisee,Indiana,B10,25,32.3,83.5,19,38,2.9,10.1,17.3,15.6,1.3,2.6,12.3,Jr,1-Jun,2.35097
854,Dragan Elkaz,UC Riverside,BW,23,19.3,74.6,12.4,34.9,2.5,10.4,1.8,12.2,0.5,0,4.7,Sr,5-Jun,-2.47379
855,Tuukka Jaakkola,Cal Poly,BW,27,24.7,83.9,18.2,36.4,8.8,12,3.4,22.5,3.9,0.9,61.8,Sr,10-Jun,-0.633609
856,Tim Finke,Wright St.,Horz,35,90.6,101.7,14.3,46.4,4.1,12.4,12.5,17.3,1.1,1.4,13.1,Jr,6-Jun,-0.73904
857,Deshon Parker,Cleveland St.,Horz,29,64.4,106.7,11.8,53.6,4.2,6.9,18.6,24.5,0.8,2.3,47.9,Sr,4-Jun,0.0437947
858,Warren Williams,Manhattan,MAAC,29,46.1,103.6,21.5,60,8.9,15.4,3.4,22.8,3.5,1.5,57.9,Sr,9-Jun,-1.04385
859,Taurus Samuels,Dartmouth,Ivy,22,65.6,100.3,19.1,43.6,0.5,8.5,12.7,9.4,0.5,1.4,26.8,Sr,1-Jun,-0.836511
860,Markquis Nowell,Kansas St.,B12,27,65.7,101.3,26.3,46,1.5,11.9,35.9,18.9,0.1,4.3,28.3,Jr,8-May,2.89414
861,Kamani Johnson,Arkansas,SEC,26,13.8,106.7,18.1,62.1,18.2,18.9,6,23.7,5.5,1.6,148.3,Jr,7-Jun,2.28912
862,Tomas Verbinskis,Lafayette,Pat,29,28.6,86.5,12.3,41,2.8,11.2,6.5,11.7,0.6,0.5,11.9,Sr,8-Jun,-3.21104
863,Adrian Delph,Appalachian St.,SB,31,93.3,104.4,26,51.9,1.8,17,12.6,13.5,1.2,1.8,21.2,Sr,3-Jun,0.42387
864,Luis Rodriguez,Mississippi,SEC,32,66.6,97.8,16.8,43.1,7.2,17.7,12.7,15.7,1,2.9,26.6,Jr,6-Jun,1.85379
865,Amari Kelly,UNC Wilmington,CAA,33,27.9,101.4,15.4,48.1,13.4,13.5,2,19.1,7.1,1.9,24.7,Jr,9-Jun,0.322501
866,Carlos Curry,Georgia Southern,SB,23,19.1,85.8,16.4,46.8,8,23.5,4.2,23.5,4.7,0.9,12.8,Jr,11-Jun,-0.110682
867,Tyler Harris,Memphis,Amer,33,47.1,114,21.1,52.4,1.7,5.2,17.5,17,0,1.4,24.8,Sr,9-May,-0.463727
868,Alex Lomax,Memphis,Amer,28,56.9,96.5,16.5,46.3,2.2,10.1,25.4,31.1,1.4,3.6,49.3,Sr,Jun-00,3.27135
869,Antwann Jones,Louisiana Lafayette,SB,6,3.9,107.9,19.4,50,4.9,12,26.5,12.8,0,0,58.3,So,6-Jun,-0.537191
870,Jayden Hardaway,Memphis,Amer,23,17.3,112.4,14,48.3,3.7,7.4,9.8,14,2.6,2.2,22.4,Jr,5-Jun,1.43227
871,Madut Akec,Detroit,Horz,23,59.3,112.3,22.1,55.3,8.8,21.2,7.6,16.2,1.5,2.9,27.5,Jr,7-Jun,-0.404328
872,Xavier Castaneda,Akron,MAC,32,81.4,113.3,22.2,50.3,2.7,11.1,15.6,12.9,0.4,1.8,38.2,Jr,Jun-00,-0.267166
873,Michael Durr,Indiana,B10,30,15,89.9,16.2,38.2,5.7,11.1,11.4,25.7,3.9,0.8,76.5,Jr,Jul-00,3.26334
874,Race Thompson,Indiana,B10,35,70.5,111.3,19.9,56.1,8.4,21.7,10.4,14.3,2.8,2.2,30.4,Jr,8-Jun,2.97242
875,Jabari Rice,New Mexico St.,WAC,31,80.7,103.6,21.7,48.1,4.3,13.3,19.2,21.4,1.2,1.2,38.4,Jr,4-Jun,0.357116
876,Warren Washington,Nevada,MWC,22,43.6,118.2,20.5,60.8,11.5,20.7,7.8,15.3,6.3,0.9,48,Jr,Jul-00,0.70814
877,Jaiden Delaire,Stanford,P12,32,58.8,94.7,25.5,46.7,6.5,13.7,10.1,21.4,1.9,1.6,51.2,Sr,9-Jun,0.130641
878,Lukas Kisunas,Stanford,P12,29,19.7,96.2,17.7,63.4,12.1,21.7,6.4,30.8,3.3,0.5,82.9,Sr,10-Jun,0.672365
879,Cormac Ryan,Notre Dame,ACC,34,73.8,114.6,16,56.2,3,15.8,11.4,13.5,0.7,1.9,26.6,Jr,5-Jun,2.11276
880,DaQuan Smith,Murray St.,OVC,30,29,96.7,13.8,47.2,2.8,6.4,1.4,18.9,2,1,14.8,So,1-Jun,-0.343631
881,Jarron Coleman,Missouri,SEC,30,67.2,85.2,21.3,44.8,2.1,12.3,20,26.6,0.9,1.9,16.3,Jr,5-Jun,-0.556338
882,Tayler Mattos,New Hampshire,AE,24,36.3,98.2,18.7,45.2,12.1,27.3,5.2,19,2.9,1.2,36.9,Sr,11-Jun,-1.40663
883,Trevon Taylor,Cal Poly,BW,26,73.2,104.9,16.7,54.7,5.3,16.2,7.9,21.1,1,1.5,39.8,Jr,6-Jun,0.192701
884,Connor Harding,Utah Valley,WAC,30,79.3,96,19.8,51.8,2.3,11.5,16.9,25.7,1.3,1.2,34.9,Jr,6-Jun,0.334191
885,AJ Green,Northern Iowa,MVC,30,87.6,110.4,26.2,52,0.8,11.7,14.2,13.4,0.1,1.4,36.3,Jr,4-Jun,-0.981512
886,Jordan Phillips,Detroit,Horz,3,3.5,47,18.4,23.1,3,6.3,0,8.1,3.1,0,23.1,Sr,7-Jun,-6.32144
887,Matt Herasme,Marist,MAAC,28,68.5,94.2,10,45.5,4,14.9,5.6,20.8,1.4,1.2,8.3,Sr,3-Jun,0.0349589
888,Samir Stewart,Manhattan,MAAC,15,31.9,109.8,14.7,57.6,1.6,6.8,7,20.9,0.3,2.6,25.9,Sr,Jun-00,-0.556694
889,Christian Hinckson,Binghamton,AE,27,70.6,101.5,16.4,53,4.7,21.4,6.5,21.8,4,1.9,34.1,Sr,6-Jun,1.05581
890,Elijah Buchanan,Manhattan,MAAC,29,71.4,86.2,17.3,41.3,3,15,9.8,20.7,2,2.3,30.7,Sr,5-Jun,-0.496553
891,Ochai Agbaji,Kansas,B12,39,84.6,114,23.3,57,2.8,12.9,8.7,14.5,1.7,1.5,28,Sr,5-Jun,1.66126
892,Joey Calcaterra,San Diego,WCC,28,64.4,90.2,19.7,45.4,1.1,10.6,10.7,19.7,0.2,1.3,16.4,Sr,3-Jun,-0.446782
893,David Wingett,South Dakota St.,Sum,14,5.6,107.4,17.2,58.3,3.5,10.4,10.5,21.9,0,3,22.2,So,7-Jun,0.509041
894,Jamari Blackmon,North Alabama,ASun,23,61.7,97,21.6,44.4,2.5,9.8,17.7,17.7,0.7,2.1,28.6,Jr,1-Jun,0.0173304
895,Jeenathan Williams,Buffalo,MAC,27,80.4,108.5,27,54.4,3.7,12.8,17.3,18.5,2.3,2.3,20,Sr,5-Jun,0.334151
896,Nevin Zink,Boston University,Pat,5,5.1,141.5,17.2,75,7.1,7.2,9.4,10.3,1.6,1.8,56.3,Jr,9-Jun,1.61988
897,Ronaldo Segu,Buffalo,MAC,28,82.9,110.2,23.9,48.1,1.7,8.2,27,17.3,1,1.4,24.5,Sr,Jun-00,-1.31115
898,Brandon Martin,South Carolina,SEC,30,28.7,86.8,13,43.2,7.4,13,7.3,25.9,0.9,1.8,16.7,Sr,5-Jun,1.41151
899,Bryson Mozone,USC Upstate,BSth,30,84.1,106.3,22.6,53.1,3.3,16.2,8.4,12.8,1.2,1.3,22,Sr,6-Jun,-2.27776
900,Nick Muszynski,Belmont,OVC,32,65.2,116.6,28.3,56.9,7.3,15.9,20.2,13,7,1.4,37.6,Sr,11-Jun,1.66984
901,Tate Pierson,Belmont,OVC,31,33.8,109.5,11.4,63.3,1.5,6.7,6.9,19.6,0.5,1.7,13.9,Sr,6-Jun,-0.454391
902,D.J. Burns Jr.,Winthrop,BSth,29,51.6,107.9,32,61.7,8.1,16,15.7,18.5,2.4,1.2,22.1,Jr,9-Jun,-0.908083
903,Alanzo Frink,East Carolina,Amer,26,34,92.8,21.5,45.9,6.2,12.8,9.1,21.7,2,2,57.7,Jr,8-Jun,0.135826
904,Keyshawn Bryant,South Carolina,SEC,25,44.1,87,23.9,44.2,7,14.2,6.4,19.7,4.9,2.2,22.8,Sr,6-Jun,1.73884
905,Jaylen Sims,UNC Wilmington,CAA,34,85.8,108.1,26.1,45.3,3.7,15.8,15.1,12,0.7,2.1,47.3,Sr,6-Jun,-0.688053
906,Jack Hoiberg,UT Arlington,SB,25,35.2,91.4,14.3,38.8,2.5,5.6,16.3,20.5,0.3,1.4,30.3,Sr,11-May,-1.26186
907,Brian White,Northwestern St.,Slnd,29,59.4,98.8,16.6,53.6,1.1,4.5,25.8,27.2,0.3,2.1,18.3,Jr,6-May,-2.64377
908,Joe Bryant Jr.,Norfolk St.,MEAC,28,84.3,106.4,26,49.3,2.6,14,18.7,19.7,1.2,2.3,38.8,Sr,1-Jun,0.423576
909,Jahmel Myers,New Orleans,Slnd,25,26.6,102.9,16.2,56.9,6.7,14.6,9,22.2,1.7,1.9,29.2,Jr,6-Jun,0.0976521
910,Nate Roberts,Washington,P12,32,57,98.7,16,50,14.6,21.9,2.1,18.8,3.1,1.6,47.9,Jr,11-Jun,-0.140799
911,Deon Stroud,Fresno St.,MWC,27,30,88.2,25,37,4.2,11.3,12.4,17.3,0.9,2.7,35.2,Jr,5-Jun,1.11292
912,Ty Brewer,East Tennessee St.,SC,30,80.3,103,19.2,50.5,7.1,16.7,4.9,17,3.2,2.7,21.6,Jr,9-Jun,-0.268356
913,Parker Edwards,LSU,SEC,7,2.6,92.2,17.5,33.3,0,3.2,5.1,9.3,0,1.6,25,Jr,2-Jun,-0.983021
914,Ethan Igbanugo,North Dakota,Sum,27,55.3,92.6,21.4,43.3,1.2,11.1,10.1,13,1,0.7,36.7,Sr,2-Jun,-3.65453
915,Aaron Fiegen,South Dakota St.,Sum,10,1.8,112.1,20.4,100,10.9,22.9,15.3,45.5,0,2.3,0,So,7-Jun,1.58511
916,Aanen Moody,Southern Utah,BSky,33,47.5,124,13.7,58,1.3,12.3,8.4,9.8,0,1.4,18.6,Sr,3-Jun,-0.172426
917,Francis Lacis,Oral Roberts,Sum,28,66,116,12.8,58.1,4.2,20.2,7.3,14.6,2.4,1.8,8.7,Sr,7-Jun,0.581922
918,DeVante' Jones,Michigan,B10,33,69.9,110.1,22.1,51.3,4.6,14.1,29.5,20.1,0.4,1.9,28.3,Sr,1-Jun,1.62107
919,KJ Buffen,UAB,CUSA,33,68.2,111.5,19.2,52.3,10.3,17.4,6.1,18,3,1.9,42.7,Jr,7-Jun,0.446899
920,Franco Miller Jr.,Florida Gulf Coast,ASun,14,7.1,76.7,16.3,28.9,4.9,19.9,12.3,22.6,1.1,0.6,47.4,Jr,3-Jun,-2.22499
921,Tykei Greene,Stony Brook,AE,30,77.1,116.9,22.1,57.7,10.1,19.1,6.9,12.9,1.6,2.6,40.3,Jr,4-Jun,-1.2868
922,KC Hankton,Chattanooga,SC,28,35.5,108.9,15.4,51.6,6,14.8,7.5,13.5,1,2.8,7.4,Jr,7-Jun,1.99223
923,Brendan Adams,George Washington,A10,29,72,100.7,15.9,44.3,2.3,11.1,13,11.1,0.2,1.4,24.4,Sr,4-Jun,-0.668393
924,Michael Barber,Alabama St.,SWAC,23,20.8,96.6,13.4,42.4,9.5,16.7,5.9,26.6,3.8,2.7,87.9,So,8-Jun,-0.61925
925,Josh Alexander,American,Pat,29,33.6,95.9,22.1,45.9,9,12.8,14.1,21.6,3,1.1,48.6,Sr,8-Jun,-1.68129
926,Demarius Jacobs,Ball St.,MAC,30,72,112.1,14.5,57.4,1.4,11.9,17.7,21.5,1.7,1.4,38.5,Sr,2-Jun,-0.515564
927,Jonathan Tchamwa Tchatchoua,Baylor,B12,25,38,127.7,16.6,70,11.8,26.3,6.1,19.4,2,1.9,26.9,Jr,8-Jun,2.68833
928,Fred Thatch Jr.,Saint Louis,A10,33,62.6,109.3,19.5,50.8,7.5,17.1,12.7,16.2,1.6,2.4,32.9,So,3-Jun,2.26431
929,Javon Freeman-Liberty,DePaul,BE,24,67.4,111.2,30.3,49,5.4,16.9,20.3,11.6,0.2,2.8,39.4,Sr,4-Jun,0.942203
930,De'Torrion Ware,Morgan St.,MEAC,22,52.2,86.3,24.1,40.5,3.7,19.5,10.2,19.1,0.5,2,28.6,Jr,4-Jun,-1.79809
931,Jahbril Price Noel,Wagner,NEC,17,34.9,107.2,13.4,44.4,1.9,14.7,9.3,9.5,0,1,18.9,Sr,7-Jun,-0.700993
932,Ajare Sanni,UC Santa Barbara,BW,20,51.1,102.1,23.1,42.7,1.7,11.7,20.4,12.5,0,2.5,35.1,Jr,3-Jun,0.283498
933,Darryl Polk Jr.,Pepperdine,WCC,16,25.9,84.3,14.5,38.8,2,10.7,22,27.6,0,2.1,24.1,Sr,9-May,-0.525065
934,A.J. Reeves,Providence,BE,28,52.6,110.9,20.3,49.2,3,9.4,16.4,10.1,0.8,1,19.3,Sr,6-Jun,0.769548
935,Jimmy Nichols Jr.,VCU,A10,8,2.9,52.6,24,41.7,6.9,9.2,0,46.1,12.6,3.2,116.7,Jr,8-Jun,3.49817
936,DeShaun Wade,Longwood,BSth,29,72.9,114.3,18.8,59.2,2.7,9.4,6.7,16.3,0.3,2.8,25.2,Sr,2-Jun,-0.159608
937,Ian Krishnan,Central Connecticut,NEC,32,67.1,94.8,19.3,48.3,1.5,7.7,4.1,15.5,0.1,1,21.9,Jr,2-Jun,-3.4793
938,Joe Kasperzyk,Southeastern Louisiana,Slnd,27,48.4,97.9,28.1,52.1,3.4,6,20.4,24.8,0.5,3.6,47.7,Jr,3-Jun,-1.64027
939,Kani Acree,Ball St.,MAC,7,6.9,98,17.1,33.3,8.1,14.7,20.8,19.5,0,1.3,38.9,Jr,6-Jun,-1.51893
940,Dibaji Walker,Massachusetts,A10,8,9,129.5,14.6,71.2,7.8,19,3.4,6.9,2.8,2,53.8,Sr,9-Jun,-1.47123
941,Jayden Gardner,Virginia,ACC,35,81.5,108.7,26.9,50.5,9.1,15.7,11.2,11.3,1.4,1,27.7,Sr,6-Jun,-0.132088
942,Gavin Baxter,BYU,WCC,7,6.2,106.1,23.8,62.1,11.3,10.6,8,20.7,8,0.7,27.6,Sr,9-Jun,3.01959
943,Everette Hammond,UMass Lowell,AE,28,65.8,93.1,19.4,38.8,2.4,12,7.4,12.2,0.7,2.5,25.7,Sr,3-Jun,-0.0624186
944,Tolu Smith,Mississippi St.,SEC,21,43.3,112,24.6,57.6,10.5,17.2,8.4,16.3,1.7,2,62.8,Jr,11-Jun,1.23854
945,Brendan Medley-Bacon,McNeese St.,Slnd,28,53.8,100.4,21,51,11.3,18.5,6.7,24.3,5.5,0.9,75.8,Jr,1-Jul,-1.15533
946,Justin Steers,Coppin St.,MEAC,30,33.5,89.1,25.7,48.8,7.9,20.4,12.2,27,6.6,1,66.1,Jr,7-Jun,0.0861537
947,TJ Moss,McNeese St.,Slnd,8,16,81,21.5,46.8,1.7,9,12.2,29.3,1.1,2,17.5,Jr,4-Jun,-1.93249
948,AJ Lawson,Texas Southern,SWAC,29,48.5,82.9,20.1,43.5,4.9,12.3,12.5,25.9,1.5,1.3,27.3,Sr,5-Jun,-0.404703
949,Xavier Pinson,LSU,SEC,28,57.3,93.5,24.5,41.4,2.4,7.2,32.1,26.3,0,3.5,37.3,Sr,2-Jun,1.54213
950,Torrence Watson,Elon,CAA,18,38.6,95.1,21.6,41.4,3.5,10.4,12,18.5,0.3,1.3,44.4,Sr,5-Jun,-2.15262
951,Parker Braun,Santa Clara,WCC,33,72.8,106.5,13.5,59.7,6,14.1,9.1,21.7,4.1,1.1,16.1,Jr,10-Jun,1.40782
952,Danya Kingsby,Grambling St.,SWAC,14,29.3,78.1,24,40,0.9,8.7,9.4,24.2,1.2,1.8,28,Sr,1-Jun,-2.08334
953,Darius Days,LSU,SEC,33,71.8,112.7,21.1,52.5,7.8,21.7,6.2,11.5,1.3,3,21.2,Sr,7-Jun,2.35698
954,Kamaka Hepa,Hawaii,BW,25,68,101.9,19.3,53.9,4.8,16.3,10.8,23.7,2.6,0.9,30.9,Jr,10-Jun,1.00798
955,KJ Williams,Murray St.,OVC,31,74.3,117.9,26.4,55.9,10.7,22.6,5.3,11.1,2.6,3,27.3,Jr,10-Jun,1.37981
956,Diante Wood,Tennessee Tech,OVC,23,41.1,94.8,19.7,45.3,5.8,10.9,13.2,18.2,0.9,2.1,26.4,So,4-Jun,-0.96207
957,Gio Nelson,Portland St.,BSky,9,3.9,93.8,9,25,2.3,10.5,7.1,0,0,4.9,83.3,Jr,5-Jun,2.89982
958,Austin Richie,Florida Gulf Coast,ASun,31,49.7,112.3,14.5,51.3,3.9,11.2,3.9,8.4,1.4,1.1,10.1,Sr,6-Jun,-2.01411
959,Jalen Hodge,James Madison,CAA,25,29.7,109.8,13.3,55.7,0.4,11,5.6,12,0,1.8,11.4,Jr,1-Jun,-0.356714
960,Michael Dunne,Hartford,AE,23,16.9,98.9,13.6,46,2.3,10.7,5.9,12.1,0,1.4,10,Sr,Jun-00,-2.946
961,Kobe Julien,Louisiana Lafayette,SB,25,55.5,98.8,26.4,49.3,6.1,11.7,12.6,19.3,2.1,2.3,28.1,Fr,6-Jun,-0.275592
962,Jacob Boonyasith,UMBC,AE,31,57.8,107.9,14.6,54.9,2.8,11.3,12,15.6,0.6,1.5,11.7,Sr,3-Jun,-0.83115
963,Grehlon Easter,Cal St. Bakersfield,BW,21,30.1,76.3,12,28.6,4.2,7,9.4,22.4,0.5,1.4,20.4,Jr,3-Jun,-1.3133
964,Tye Fagan,Mississippi,SEC,32,53,97.5,20.6,51,3.2,14,19,22,1,1.7,20.5,Sr,3-Jun,0.369595
965,Noah Locke,Louisville,ACC,32,64.6,96.6,20.2,46.9,1.9,8.4,7.7,11.6,0.3,0.9,9.1,Sr,3-Jun,-0.971584
966,Andrew Nembhard,Gonzaga,WCC,32,80.4,117.3,19.6,53.4,1.6,8.7,26.3,16.6,0.4,2.7,17.7,Sr,5-Jun,2.97762
967,Tyrone Lyons,Southern,SWAC,29,70.8,107.7,21.5,57.2,5.7,16,4.2,17.7,3,2.9,49.2,Jr,7-Jun,1.01699
968,Trace Young,Alabama St.,SWAC,20,41.8,92.5,25.1,51.3,2.7,21.4,12.4,25.2,3.8,1.8,22.2,Jr,8-Jun,-0.702732
969,Casmir Ochiaka,Loyola MD,Pat,1,0.3,0,26,0,0,0,0,57.8,0,0,0,Sr,8-Jun,-8.30651
970,Christian Agnew,UTEP,CUSA,26,31.2,93.5,19.4,45.4,3.8,12.1,12.3,22.1,1.1,1.8,36.7,Jr,2-Jun,-0.456838
971,Brady Heiman,South Dakota,Sum,1,0.3,0,0,0,0,0,0,0,0,19.8,0,Jr,11-Jun,11.453
972,Ryan Greer,Northwestern,B10,30,47.4,103.9,13,45.4,1.9,9.7,18.3,17.1,0,1.6,17.6,Sr,2-Jun,1.03223
973,Gabe Kalscheur,Iowa St.,B12,35,76.5,80.6,21.8,42.1,2.2,7.4,11.6,23.4,0.2,2.4,20.8,Sr,4-Jun,1.3615
974,Gabe Brown,Michigan St.,B10,36,72.2,114.5,18.1,53.7,3.6,11,7.7,11.3,1,1.4,19.8,Sr,8-Jun,0.602421
975,Amir Harris,George Washington,A10,26,21.6,77.2,8.9,41.3,3,12.8,12.9,34.2,1.6,1.7,21.7,Sr,5-Jun,-0.0385603
976,Flo Thamba,Baylor,B12,34,50.9,116.6,16.2,54.5,15.8,15.6,2.4,13.9,5.7,1.8,66.4,Sr,10-Jun,2.1472
977,Osun Osunniyi,St. Bonaventure,A10,32,73.9,117.8,19,61.5,10.7,18.6,9.9,15.9,12.1,1,30.8,Sr,10-Jun,2.96058
978,Vince Williams Jr.,VCU,A10,30,75.7,108.2,22.5,59.1,3.5,17.7,19.6,23,3.8,2.9,35.5,Sr,6-Jun,4.27095
979,P.J. Byrd,Southern,SWAC,29,63.8,88.8,19,45,1.1,9.1,23.6,32.2,0.2,3,49.7,Jr,1-Jun,0.450164
980,Darius Beane,Cal St. Northridge,BW,23,43.3,82.6,17.4,37.1,3.9,11.2,6.6,18.7,0.7,2,27.5,Sr,3-Jun,-2.03431
981,Amadou Fall,Arkansas Pine Bluff,SWAC,2,0.3,204.8,13.9,100,0,63.8,0,0,0,0,100,Jr,10-Jun,4.99563
982,Cam Jones,South Carolina St.,MEAC,17,46.7,88.6,21.7,42.5,2.7,12.7,15.2,22.7,0.6,1,33,So,6-Jun,-1.69518
983,Jomaru Brown,Eastern Kentucky,ASun,26,44.8,93.7,34.1,41.9,2.4,9.4,15.7,14.9,0.2,4.6,35.4,Jr,2-Jun,-0.708138
984,Maros Zeliznak,Jacksonville St.,ASun,30,33.3,93.4,16.3,58.6,13.2,15.5,3.9,26.5,3.4,0.7,47.1,Jr,11-Jun,-0.459192
985,Cameron Tyson,Seattle,WAC,30,73,106,22.7,51.7,4.7,15.2,6.2,10.9,0.4,1,12.4,So,2-Jun,-0.730332
986,Khadim Samb,UNC Wilmington,CAA,13,3.9,65.4,11.4,0,4.2,15.8,0,19.5,4.1,0,275,Jr,7-Jun,-1.88844
987,Victor Ohia Obioha,Pepperdine,WCC,28,37.3,93.3,21.1,44.5,14.3,20,7.6,23.4,4.3,1.3,48.7,Sr,9-Jun,-0.36105
988,Jackson Stormo,Siena,MAAC,28,71.3,108.1,21,53.8,9,17.8,10.1,16.4,4.1,0.9,34.9,Sr,9-Jun,-0.258333
989,Gus Okafor,Southeastern Louisiana,Slnd,29,76.7,104.9,22.6,48.2,5.5,18.3,10.7,13.9,1.7,2.3,35.6,Jr,6-Jun,-1.88084
990,Ludovic Dufeal,Gardner Webb,BSth,25,51.6,102.5,13.3,49.4,10,19.2,10.8,24.4,7.5,2.4,55.1,Sr,8-Jun,3.72841
991,Rob Peterson III,High Point,BSth,28,43.9,77.9,9.1,28.2,6,12.4,10.6,29.6,0.4,1,76.9,Sr,4-Jun,-0.410768
992,LJ Thorpe,UNC Asheville,BSth,29,62,99.5,34.7,50.2,4.2,13.7,37.7,22.5,0.7,2.2,41.4,Sr,5-Jun,-1.02004
993,Trevon Faulkner,Northern Kentucky,Horz,29,72,107.5,20.7,47.4,4.5,9.5,9.9,14.9,0.6,2.2,31.2,Sr,4-Jun,-0.612999
994,Adrian Nelson,Northern Kentucky,Horz,28,47.3,119.4,17.4,56.2,17,26.2,4.8,12.9,2.7,2.1,30.1,Sr,8-Jun,-0.505539
995,Braden Norris,Loyola Chicago,MVC,32,80.4,111.6,18.3,58,1.3,9.1,22.4,21.2,0,2,26.7,Jr,Jun-00,1.76073
996,Nick Honor,Clemson,ACC,33,62.9,106.8,17.5,47.6,1.3,5,17.7,12.7,0.3,2,18.4,Jr,10-May,0.512726
997,Harrison Butler,Southern Utah,BSky,32,52.1,97,20.4,47.6,3.7,17.7,8.5,18.5,1.3,1.4,35.1,Sr,5-Jun,-1.05485
998,Serrel Smith Jr.,South Florida,Amer,28,25.6,79.4,22.7,34.3,2.3,7.9,7.9,16,1.2,1.5,26.1,Jr,4-Jun,-0.744506
999,Sasha Stefanovic,Purdue,B10,37,75.3,122.4,16.3,53.9,0.7,8.4,16.9,13.6,0.7,0.7,25.3,Sr,5-Jun,0.0958178
1000,Austin Rotroff,Duquesne,A10,13,11.6,122.6,15.7,72,18.5,20.7,10.2,13.5,2.8,0.8,52,Jr,10-Jun,-1.27098
1001,Chance Moore,Jackson St.,SWAC,18,28,75.8,32.5,38.3,3.7,8.3,15.5,26.2,0.9,1.3,32.4,Jr,8-Jun,-2.94799
1002,Richard Njoku,Navy,Pat,30,45.6,101.4,18.8,58.6,9,15,9.8,21.3,5.2,1,43.6,Sr,7-Jun,1.55821
1003,Jaylin Andrews,Loyola MD,Pat,28,85.8,99,21.5,46.2,3.9,11,8.1,11.1,1,2.8,28.1,Sr,4-Jun,-1.05461
1004,Kenneth Jones,Loyola MD,Pat,29,83.1,102.4,17.4,52.4,0.9,8.8,26.6,21.6,1,2.7,13.2,Sr,Jun-00,-0.157803
1005,Tray Maddox Jr.,Cal St. Fullerton,BW,28,59.7,99.8,21.1,49.8,1,10.7,14.4,19.1,0.5,2.3,22,Sr,6-Jun,-0.315624
1006,Christian Silva,Navy,Pat,30,19.9,116.4,14.5,49.2,5,13,12,8.6,0.5,2.2,19.7,Sr,2-Jun,1.72015
1007,Malik Martin,Rhode Island,A10,29,62.1,112.1,15.2,55.8,8.5,14.5,7.3,15.9,3.3,1.4,41.7,Jr,6-Jun,0.592331
1008,Cooper Robb,Eastern Kentucky,ASun,27,80.2,106,14.9,50,3.4,12,13.4,14.8,0.8,2.8,12.3,Jr,1-Jun,-0.335746
1009,Brandon Younger,Presbyterian,BSth,29,47.9,96.8,15.6,49.6,4.9,13.7,4.1,19.1,2.7,3,17.6,Sr,7-Jun,0.631606
1010,Jaylen Sebree,Morehead St.,OVC,31,35.6,100.6,18.7,52.2,8.6,13.3,11.7,22,2.1,1.5,25,Jr,7-Jun,0.180718
1011,James Akinjo,Baylor,B12,32,77.2,103.8,25.4,43.7,1.4,8.7,31.1,20.4,0.1,3.6,29.8,Sr,1-Jun,2.48204
1012,Dravon Mangum,Radford,BSth,27,53.4,101.3,18.6,49.4,6.2,15,8.8,18.1,1.3,1.5,27.9,Jr,8-Jun,-0.831601
1013,Zep Jasper,Auburn,SEC,32,53.3,108.7,12.5,44.1,1.9,3.8,15.3,15.2,0.3,1.8,29,Sr,1-Jun,1.44363
1014,Calvin Wishart,UC Santa Barbara,BW,24,63,104.7,15.4,52.1,0.6,11.3,18.4,22.8,0.5,2.6,45.5,Jr,2-Jun,1.4318
1015,Elijah McCadden,Georgia Southern,SB,22,62.2,89.8,28.2,46.7,4.9,14.1,21,26,0.2,2,53.6,Sr,4-Jun,-0.943906
1016,Nelson Phillips,Georgia St.,SB,19,40.1,103.8,16.6,51.2,7.3,10.4,9.1,15.9,1.4,3.8,8.3,Jr,4-Jun,2.1295
1017,Jared Bynum,Providence,BE,29,59.4,107,25.7,49.3,1,10.5,32.1,17.7,0.7,2.1,39.4,Jr,10-May,1.1955
1018,Jake Wojcik,Fairfield,MAAC,30,68.1,101.7,19.2,43.7,2.5,11.1,14,10.9,0.3,2.2,15.6,Sr,5-Jun,0.0264924
