,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,threePM,threePA,threeP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, bpm, obpm, dbpm
411,Rashawn Fredericks,Cincinnati,Amer,35,25.5,101.7,14.5,40.7,44.75,9.5,16.7,4.1,14.3,15,20,0.75,21,47,0.447,8,34,0.235,1.8,1.7,24.7,Jr,5-Jun,10,0.325335,2019,66071,UAB,0.666666667,16,24,5,23,0.666666667,0.217391304,4,4,1,1.28606,-0.184075,-1.36321,1.17913
412,Hugh Hogland,Portland,WCC,12,10.5,76.4,19.3,46.2,48.78,8.5,15.4,6.6,32.6,6,10,0.6,12,25,0.48,0,1,0,7.9,0.4,38.5,So,10-Jun,32,-0.388037,2020,65966,UC Davis,0.357136224,6,11,6,14,0.545454545,0.428571429,1,1,1,0.894697,-6.25368,-7.13446,0.880781
413,Kevin Marfo,Quinnipiac,MAAC,30,70.2,113.8,22.6,48.7,56.75,18.5,34.1,14,18.5,125,176,0.71,89,183,0.486,1,3,0.333,4.4,1.3,94.6,Jr,8-Jun,45,2.89448,2020,44755,Texas A&M,0.95,88,171,1,12,0.514619883,0.083333333,35,44,0.795454545,2.8167,1.91939,2.07697,-0.15758
414,Christian Terrell,UC Santa Barbara,BW,16,11.7,97.6,11.6,44.4,51.63,2.5,14.2,12.6,25.9,7,9,0.778,8,14,0.571,0,4,0,1.6,0.9,50,Jr,5-Jun,23,-0.184369,2019,45256,Sacramento St.,2.1112,5,7,3,7,0.714285714,0.428571429,3,4,0.75,0.691959,-2.64525,-3.07649,0.431241
415,Tyler Morman,Wyoming,MWC,2,2.2,117.5,4.8,100,100,4.3,16.8,7.3,44.4,0,0,0,1,1,1,0,0,0,4.5,0,0,Jr,9-Jun,15,0.172022,2020,70985,Southern Miss,1,1,1,0,0,1,0,0,0,0,0.767924,-3.70779,-5.56585,1.85806
416,Daxton Carr,Cal Poly,BW,24,39.2,103.5,11.1,52.1,53.78,3,16.4,5.3,16.2,12,19,0.632,11,17,0.647,17,53,0.321,1.2,1.2,27.1,Fr,7-Jun,13,0.0763266,2019,66443,Idaho St.,0.923076923,9,11,2,6,0.818181818,0.333333333,5,5,1,0.885113,-4.25818,-3.58734,-0.670837
417,Mark Gasperini,American,Pat,30,53.1,104.4,23.3,48.9,52.31,11,17.4,7.3,14,51,72,0.708,108,218,0.495,0,3,0,2.6,1.5,32.6,Sr,10-Jun,23,1.40931,2020,46273,Massachusetts,0.638916667,78,136,30,82,0.573529412,0.365853659,4,4,1,1.77112,-2.9666,-1.54947,-1.41713
418,Ray Salnave,Monmouth,MAAC,31,70.2,101.7,27.7,47.2,54.8,2.8,15.7,24.7,19.2,133,157,0.847,82,196,0.418,51,140,0.364,0.7,2.9,46.7,Jr,3-Jun,0,2.34342,2020,49147,DePaul,1.166660516,46,95,36,101,0.484210526,0.356435644,0,0,0,2.62435,3.2199,2.22718,0.992719
419,R.J. Cole,Howard,MEAC,31,91.7,110.8,29.7,49.4,56.14,1.9,10.7,34.7,17,192,237,0.81,124,286,0.434,77,199,0.387,0.1,2.7,48.9,So,1-Jun,2,4.17572,2019,51484,Connecticut,1.981825488,100,194,24,92,0.515463918,0.260869565,0,0,0,2.07744,3.55795,4.60311,-1.04515
420,Noah Baumann,San Jose St.,MWC,30,69.8,100.8,19.3,55.7,57.58,1.3,9.6,15,20.6,34,44,0.773,29,92,0.315,81,178,0.455,0.3,1.1,16.3,So,5-Jun,20,1.21977,2019,50939,USC,0.901661839,10,26,19,66,0.384615385,0.287878788,0,0,0,1.21156,-1.45908,0.925588,-2.38467
421,Zac Watson,UC Riverside,BW,22,20.4,97.2,16.3,55.8,57.11,7.9,21.3,13.7,29.1,6,9,0.667,24,39,0.615,0,4,0,0.5,1.6,20.9,So,7-Jun,11,0.153904,2020,65798,Longwood,0.95,21,32,3,7,0.65625,0.428571429,3,4,0.75,1.07951,-2.03712,-3.47585,1.43873
422,Tshiefu Ngalakulondi,St. Bonaventure,A10,22,22,88.4,15.7,45.3,44.32,6.3,20.6,5.9,18,1,6,0.167,19,46,0.413,10,29,0.345,4.3,2.2,8,So,7-Jun,5,-0.185284,2019,50430,Fairfield,0.642834695,16,29,3,17,0.551724138,0.176470588,5,6,0.833333333,1.73617,-0.388137,-2.5108,2.12266
423,Jamir Moultrie,La Salle,A10,17,16.5,80.2,22.9,38,43.37,2.1,5.3,9.3,22.3,15,18,0.833,12,36,0.333,10,35,0.286,0,2,25.4,So,1-Jun,3,-0.104553,2019,51861,North Carolina Central,0.5,3,7,9,29,0.428571429,0.310344828,0,0,0,0.91471,-7.85486,-5.15857,-2.69629
424,Tyron Brewer,Southeastern Louisiana,Slnd,24,27.7,93,15.4,49.3,49.43,8.7,14.4,1.2,18,19,40,0.475,31,63,0.492,2,6,0.333,4.1,1.4,58,Fr,7-Jun,25,-0.118331,2019,65997,East Tennessee St.,0.117620067,20,30,11,33,0.666666667,0.333333333,5,6,0.833333333,1.31148,-2.5129,-2.65666,0.143765
425,Derrick Walker,Tennessee,SEC,29,9.9,97.3,11,56.3,48.73,6.8,15.3,6.2,18,5,16,0.313,9,16,0.563,0,0,0,2.4,2.4,100,So,8-Jun,15,0.0386516,2019,51181,Nebraska,1.1665,7,12,2,4,0.583333333,0.5,2,2,1,0.631455,0.751412,-2.39544,3.14686
426,Ryan Murphy,Pittsburgh,ACC,30,55.6,95.9,17.8,45.5,48.06,2.1,7.1,10.6,16.6,25,30,0.833,39,97,0.402,42,127,0.331,0.5,2.1,13.4,Jr,2-Jun,24,0.995329,2020,44345,Tulane,1,12,21,27,76,0.571428571,0.355263158,0,0,0,2.29723,0.753258,0.103056,0.650202
427,Melo Eggleston,Arkansas St.,SB,19,32.1,84.5,27.1,40.6,45.12,7.7,23.5,10.7,20.5,42,69,0.609,49,112,0.438,5,27,0.185,1.8,1.5,49.6,So,8-Jun,11,0.379407,2020,50372,Bryant,0.567567568,36,68,13,44,0.529411765,0.295454545,9,9,1,1.64342,-6.10435,-3.62782,-2.47653
428,Braden Norris,Oakland,Horz,32,88.9,119.6,12.9,64.4,66.96,0.2,8.7,25.4,24.3,56,75,0.747,9,29,0.31,64,134,0.478,0.2,2.4,46,Fr,11-May,1,2.25226,2019,66146,Loyola Chicago,2.761877324,6,18,3,11,0.333333333,0.272727273,0,0,0,2.36014,0.991482,0.734869,0.256614
429,Kellon Taylor,Duquesne,A10,10,5.9,104.2,7.4,50,57.55,5.7,11.8,6.7,30.3,2,2,1,3,6,0.5,0,0,0,1.4,3,33.3,Jr,5-Jun,20,-0.0496765,2019,47236,Albany,1,3,4,0,2,0.75,0,0,0,0,0.812859,-2.36677,-5.25437,2.8876
430,Tevian Jones,Illinois,B10,13,5.6,58.6,19.2,22.9,24.05,6.6,9.9,2.5,18.3,1,2,0.5,1,8,0.125,3,16,0.188,3,0,8.3,So,7-Jun,5,-0.403064,2020,66481,Southern Utah,0.249918752,1,2,0,6,0.5,0,0,0,0,0.583879,-10.8095,-8.70708,-2.10245
431,Tyrese Martin,Rhode Island,A10,30,84.5,99.7,19.6,49.7,51.43,6.2,15.7,6.6,16.6,45,68,0.662,104,205,0.507,44,137,0.321,0.9,1.8,19.9,So,6-Jun,4,1.91435,2020,66292,Connecticut,0.56665,79,124,25,81,0.637096774,0.308641975,9,10,0.9,3.96313,1.77439,1.07563,0.698762
432,Christian Carlyle,Florida Gulf Coast,ASun,30,59.8,105,19.7,49.8,52.08,4.6,12,19.1,14.8,47,76,0.618,81,160,0.506,13,42,0.31,1.1,2.1,37.6,Jr,6-Jun,3,1.42165,2019,48588,Santa Clara,1.794798162,61,93,20,67,0.655913978,0.298507463,3,4,0.75,1.87788,-0.387075,-0.510012,0.122937
433,Brian Coffey II,North Florida,ASun,31,24.1,79,17,49.1,50.56,1.8,3.7,20.8,40.8,5,7,0.714,13,31,0.419,10,26,0.385,0,1.5,12.3,So,1-Jun,20,-0.361262,2019,51505,Middle Tennessee,0.951223439,5,12,8,19,0.416666667,0.421052632,0,0,0,0.627076,-6.51765,-4.46028,-2.05737
434,Yavuz Gultekin,Texas A&M,SEC,24,16,106.5,13.4,48.8,51.37,9.1,14.7,4.8,14.1,6,8,0.75,15,27,0.556,3,13,0.231,0.8,1.3,20,Fr,7-Jun,35,0.378509,2020,71271,San Diego,0.6668,9,16,6,11,0.5625,0.545454545,0,0,0,0.826521,0.549545,-0.00101985,0.550565
435,Jalen Carey,Syracuse,ACC,2,1.8,39.2,28.6,12.5,15.15,9.9,18.8,7.4,26.6,1,4,0.25,1,8,0.125,0,0,0,0,2.5,50,So,3-Jun,5,-1.62706,2020,65718,Rhode Island,0.333333333,1,3,0,5,0.333333333,0,0,0,0,1.18109,-11,-9.61604,-1.384
436,Jose Placer,UMBC,AE,30,37.2,99.5,19.8,54,57.26,1,8.9,18,22.3,25,31,0.806,45,71,0.634,15,54,0.278,0.3,1.2,24.8,Fr,2-Jun,15,0.521348,2019,66505,North Florida,1.361078009,27,41,18,30,0.658536585,0.6,0,0,0,1.23302,-3.3326,-2.51085,-0.821746
437,Jalen Adaway,Miami OH,MAC,29,60.6,111.3,13.8,53,54.47,3.9,19.3,5.8,10.5,30,49,0.612,66,123,0.537,14,41,0.341,1,0.7,29.9,So,5-Jun,3,1.34561,2019,51320,St. Bonaventure,1.157937673,40,59,26,64,0.677966102,0.40625,17,20,0.85,2.20859,0.514412,0.0372349,0.477177
438,Eugene Omoruyi,Rutgers,B10,28,65.2,101.2,27.2,46.7,51.21,8.4,18.7,18.8,18.2,90,126,0.714,127,272,0.467,14,45,0.311,1,1.4,39.7,Jr,7-Jun,5,2.80618,2019,44878,Oregon,0.985513127,101,162,26,110,0.62345679,0.236363636,10,12,0.833333333,3.32898,3.66101,2.50894,1.15207
439,Evan Clayborne,North Carolina Central,MEAC,27,45,98.7,13.8,66.2,58.79,9.4,12.6,5,23.9,23,60,0.383,47,71,0.662,0,0,0,5,1.5,84.5,Jr,6-Jun,10,0.0671243,2020,47405,UNC Asheville,0.393909091,46,61,1,10,0.754098361,0.1,20,21,0.952380952,1.54625,-1.8504,-2.44203,0.591629
440,Malik William,Clemson,ACC,17,5.2,106.3,23.8,38.9,41.88,23.2,17.9,8.1,6.7,4,6,0.667,9,24,0.375,1,3,0.333,4.5,0.8,22.2,Fr,8-Jun,20,0.411027,2018,50912,Southern Illinois,1.50085034,4,6,5,18,0.666666667,0.277777778,0,0,0,0.564887,-0.404267,0.104793,-0.509061
441,Levi Stockard III,Kansas St.,B12,32,41.3,87.9,14.7,50,53.78,5.8,13.4,4,28.9,26,37,0.703,47,94,0.5,0,0,0,1.7,2.2,39.4,Jr,8-Jun,34,0.0587313,2020,50494,VCU,0.263157895,29,45,18,49,0.644444444,0.367346939,6,6,1,1.94308,-1.85203,-3.86293,2.0109
442,JR Mathis,Navy,Pat,4,0.7,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fr,1-Jun,10,-0.717056,2018,52243,Wake Forest,1,0,0,0,0,0,0,0,0,0,0.109122,-12.1564,-7.94281,-4.21363
443,Victor Uyaelunmo,USC,P12,28,13.6,74.2,12.6,47.1,39.18,9.8,17.4,1.7,27,7,26,0.269,8,17,0.471,0,0,0,5.3,1.5,152.9,So,11-Jun,34,-0.451909,2019,51685,Towson,0.18172563,8,15,0,2,0.533333333,0,3,5,0.6,0.717696,-4.93802,-6.36697,1.42895
444,Mike Peake,Georgia,SEC,23,16.5,98.4,13.1,56.9,60.96,6.4,17.3,0.8,28.3,11,14,0.786,19,25,0.76,1,11,0.091,2.9,0.5,38.9,Fr,8-Jun,30,0.210331,2020,72058,Austin Peay,0.071489799,17,18,2,7,0.944444444,0.285714286,5,5,1,0.857696,-1.93175,-2.29552,0.363766
445,Jock Perry,Saint Mary's,WCC,15,8.1,122.1,23.6,58.8,62.46,13.3,24.7,11.7,14.2,9,11,0.818,20,30,0.667,0,4,0,2,1.1,32.4,Jr,1-Jul,5,1.14265,2020,48171,UC Riverside,1,13,17,7,13,0.764705882,0.538461538,0,0,0,0.822578,5.48965,3.5771,1.91256
446,Jaylen Fornes,UNC Wilmington,CAA,29,41.8,101.6,20.3,47.3,51.86,6.2,9.9,6.7,17.1,37,41,0.902,40,91,0.44,31,92,0.337,0.7,1.1,22.4,Jr,3-Jun,1,0.771547,2019,46155,Nicholls St.,0.628524899,26,46,14,45,0.565217391,0.311111111,0,1,0,0.807262,-2.95561,-0.315159,-2.64045
447,Johnny Juzang,Kentucky,SEC,28,27.7,96.9,13.7,46.8,49.58,4.8,12.7,4.2,18.4,10,12,0.833,15,34,0.441,14,43,0.326,0.6,0.8,15.6,Fr,6-Jun,10,0.238121,2020,71901,UCLA,0.533320889,5,7,10,27,0.714285714,0.37037037,0,0,0,1.34542,0.390413,-0.0618018,0.452215
448,Noel Coleman,San Diego,WCC,23,16.6,92.8,17.1,48,51.59,3.3,5.8,16.1,24,8,9,0.889,12,29,0.414,8,21,0.381,0,2.2,18,Fr,1-Jun,3,0.145679,2020,70785,Hawaii,1.2,7,11,5,18,0.636363636,0.277777778,0,0,0,0.813928,-1.42228,-2.41833,0.996047
449,Andrew Garcia,Stony Brook,AE,32,76.6,101,24.9,50.6,55.37,9.7,13.8,14.7,22.5,94,119,0.79,131,254,0.516,24,76,0.316,1.2,3,36.1,Jr,5-Jun,23,2.17375,2020,46918,Georgia,0.642859548,93,163,38,91,0.570552147,0.417582418,6,8,0.75,3.28603,1.34611,0.453138,0.892972
450,Ajani Kennedy,UC Riverside,BW,19,33.3,104.7,19.3,59,59.74,7.2,18.8,8.3,21,13,20,0.65,28,57,0.491,23,49,0.469,0.6,1.2,18.9,So,8-Jun,10,1.05242,2019,51522,Tennessee Martin,0.709672841,20,33,8,24,0.606060606,0.333333333,4,4,1,1.1793,-2.85762,-0.441446,-2.41617
451,Shamiel Stevenson,Pittsburgh,ACC,4,2.4,93.2,21.6,62.5,60.12,0,23.7,8.7,25.1,0,1,0,6,11,0.545,1,1,1,3.7,5.5,8.3,So,6-Jun,0,0.00512057,2019,50258,Nebraska,0.333333333,6,7,0,4,0.857142857,0,1,1,1,0.896087,1.44965,-2.99604,4.44569
452,Vin Baker Jr.,Boston College,ACC,12,6.4,80.4,15.2,31.6,38.28,2.7,13.2,9,18.9,4,4,1,3,6,0.5,2,13,0.154,1.4,2.9,21.1,So,7-Jun,11,-0.250225,2019,50575,Milwaukee,1,3,4,0,2,0.75,0,1,1,1,0.69075,-4.6953,-5.22118,0.525881
453,Franco Miller Jr.,Mississippi,SEC,19,10.6,37.2,11.6,13.9,15.83,2.6,12.9,7.5,40.2,1,2,0.5,1,4,0.25,1,14,0.071,0,0.4,11.1,Fr,3-Jun,11,-1.3358,2020,66012,Florida Gulf Coast,0.545517361,0,0,1,4,0,0.25,0,0,0,0.637086,-9.76114,-8.25546,-1.50568
454,Jermaine Miranda,Hofstra,CAA,7,2.5,83.5,29.3,57.7,57.69,10.7,24.9,7,36.4,0,0,0,6,11,0.545,1,2,0.5,0,5.3,0,Fr,4-Jun,3,0.045869,2020,71058,Cal Baptist,0.166666667,5,9,1,2,0.555555556,0.5,0,0,0,0.583212,1.25429,-1.34754,2.60183
455,Preston Parks,Tennessee Martin,OVC,27,71.5,93,22.3,42.7,47.79,1.9,12.7,18.7,22.6,61,73,0.836,50,152,0.329,45,123,0.366,0.1,1.9,26.5,Jr,2-Jun,0,0.607413,2019,46136,Samford,1.2564167,32,80,18,72,0.4,0.25,0,0,0,1.33972,-5.00261,-2.11894,-2.88367
456,Thomas Allen,Nebraska,B10,28,60.6,108.1,14.9,51.6,53.8,1.3,9.2,12.8,13.6,23,27,0.852,59,117,0.504,34,96,0.354,0.7,2.6,12.7,So,1-Jun,12,2.09416,2019,50172,North Carolina St.,2.0345,34,54,25,63,0.62962963,0.396825397,0,0,0,3.32685,3.58424,1.40871,2.17553
457,Anthony Roberts,Kent St.,MAC,28,68,104.9,22.1,50.2,52.74,2,9.5,16.2,15.4,47,63,0.746,86,176,0.489,43,124,0.347,0.5,1.7,21,So,4-Jun,15,2.20879,2020,66302,St. Bonaventure,1.392176471,54,95,32,81,0.568421053,0.395061728,2,4,0.5,2.41345,0.324509,0.907715,-0.583206
458,Tyler Harris,Memphis,Amer,31,51.3,97.3,20.4,49.6,53.07,1.3,7.4,8,18.7,40,47,0.851,27,71,0.38,59,162,0.364,0.2,1.2,20.2,So,9-May,1,1.10911,2020,65923,Iowa St.,0.555593828,16,40,11,31,0.4,0.35483871,0,0,0,2.44253,1.4377,0.830632,0.607067
459,Brandon Johnson,Western Michigan,MAC,30,77.8,102.3,26.4,48.1,53.1,7,22.2,7.6,13.5,118,162,0.728,143,300,0.477,20,60,0.333,3.5,0.9,45,Jr,8-Jun,35,2.71647,2020,45288,Minnesota,0.551724138,88,133,55,167,0.661654135,0.329341317,25,26,0.961538462,2.74758,1.34227,2.03731,-0.695038
460,Sarju Patel,VMI,SC,28,66.1,107.3,17.6,51.7,54.28,2.9,12.1,8.2,9.3,46,66,0.697,53,102,0.52,45,131,0.344,0,1.7,28.3,So,3-Jun,31,1.49114,2019,50697,Cornell,1.478249905,31,47,22,55,0.659574468,0.4,1,1,1,1.44436,-1.72835,0.288329,-2.01667
461,Tobias Howard,Towson,CAA,31,63.9,94.2,25.2,45.7,48.38,1.3,7.6,18.9,22.6,42,56,0.75,53,137,0.387,56,163,0.344,0.3,1.7,18.7,Jr,2-Jun,0,0.829891,2019,44748,Indiana St.,1.067589189,13,30,40,107,0.433333333,0.373831776,0,0,0,1.45401,-3.53725,-0.730504,-2.80675
462,Derek St. Hilaire,Jacksonville St.,OVC,30,49.4,91.7,21.9,43.4,46.9,3.1,11.1,18.4,21.3,33,43,0.767,43,101,0.426,28,95,0.295,0.6,2.2,21.9,So,11-May,15,0.338371,2020,67642,New Orleans,1.26534744,24,47,13,44,0.510638298,0.295454545,2,3,0.666666667,1.52849,-3.15496,-2.64626,-0.508702
463,Isaiah Stokes,Florida,SEC,26,12.7,87.1,26.4,45.9,49.31,5.8,10.4,13.6,25.5,14,21,0.667,28,57,0.491,0,4,0,1.3,1.7,34.4,Fr,8-Jun,15,0.273707,2019,66290,Memphis,0.550052002,18,29,10,28,0.620689655,0.357142857,1,2,0.5,0.867305,-4.30355,-5.50377,1.20021
464,Jordan Gilliam,UC Riverside,BW,26,39.9,86.1,28.4,39,41.78,6,15.1,26.5,19.7,32,57,0.561,37,108,0.343,19,60,0.317,1.7,2.1,33.9,So,5-Jun,2,0.382356,2019,68110,Texas Southern,1.531930647,18,48,19,60,0.375,0.316666667,0,0,0,1.1968,-4.44327,-2.64887,-1.7944
465,Terry Nolan Jr.,George Washington,A10,29,60.4,95.1,22.5,46.7,50.55,2,16.9,14.5,15.6,83,134,0.619,35,93,0.376,51,146,0.349,1.7,2.1,56.1,So,2-Jun,1,1.20601,2019,50426,Bradley,1.104156597,29,64,6,29,0.453125,0.206896552,3,4,0.75,2.58526,1.05425,0.110833,0.943418
466,E.J. Anosike,Sacred Heart,NEC,32,83.4,113,23.9,50.1,55.23,13.6,22.8,10.8,15.6,132,182,0.725,150,280,0.536,20,79,0.253,0.8,1.7,50.7,Jr,6-Jun,24,3.28349,2020,52294,Tennessee,0.826103592,118,205,32,75,0.575609756,0.426666667,7,7,1,3.15212,3.03977,3.47818,-0.438407
467,Umoja Gibson,North Texas,CUSA,29,76.2,103.4,25.8,52.1,55.85,0.3,9,13,18.8,68,80,0.85,56,131,0.427,80,207,0.386,0.1,2.9,23.7,So,1-Jun,1,2.94352,2020,51125,Oklahoma,0.776309349,47,71,9,60,0.661971831,0.15,0,0,0,2.90105,3.15553,3.14552,0.0100167
468,Cooper Robb,Charlotte,CUSA,29,52.4,95.5,13.8,52.2,55.06,1.7,14.6,6.6,20.4,24,33,0.727,23,59,0.39,25,57,0.439,1,4.5,28.4,So,1-Jun,10,0.0633207,2020,66169,Eastern Kentucky,0.6897,12,21,11,38,0.571428571,0.289473684,0,0,0,2.54781,1.67713,-2.1626,3.83973
469,Brendan Medley-Bacon,Coppin St.,MEAC,31,67.3,88.8,18.8,45.3,48.4,7.8,24.5,13,24.2,56,96,0.583,87,188,0.463,0,4,0,8,0.9,50,So,1-Jul,35,-0.118367,2020,66058,VCU,0.746496092,58,104,30,85,0.557692308,0.352941176,22,26,0.846153846,2.71492,-2.86687,-4.34192,1.47505
470,Elias King,Mississippi St.,SEC,6,1.6,129.2,17.3,71.4,71.43,0,11.3,11.2,17,0,0,0,2,3,0.667,2,4,0.5,0,0,0,Fr,8-Jun,2,0.427426,2020,70314,Middle Tennessee,1,1,1,1,2,1,0.5,0,0,0,0.230558,6.97409,7.0407,-0.0666153
471,Luis Hurtado,UAB,CUSA,7,4.8,145.2,9.3,75,69.62,0,2,22.3,11.3,2,4,0.5,0,1,0,3,5,0.6,0,1,66.7,So,6-Jun,10,1.06035,2020,65437,Bryant,10.00090009,0,1,0,0,0,0,0,0,0,0.622383,0.0908371,1.34926,-1.25842
472,Frankie Hughes,Duquesne,A10,32,62.6,99.7,18.6,46.9,48.23,2.5,6.9,12.1,14.3,27,43,0.628,22,55,0.4,71,219,0.324,1,2.2,15.7,So,4-Jun,3,0.964572,2019,48958,San Diego,1.315789474,21,41,1,14,0.512195122,0.071428571,4,4,1,2.02924,0.383675,0.802424,-0.418748
473,Moses Wood,Tulane,Amer,31,45.2,99.5,14.1,47.4,52.05,5.1,12.8,10.1,19.1,29,37,0.784,26,64,0.406,19,51,0.373,3,1.6,32.2,Fr,8-Jun,4,0.375846,2019,65666,UNLV,1.074052813,12,27,14,37,0.444444444,0.378378378,2,4,0.5,1.54657,-1.00501,-2.00061,0.995607
474,Zack Bryant,UAB,CUSA,3,7.3,86.1,25.8,47,47.93,1.4,6.6,20.8,26.5,2,3,0.667,11,28,0.393,3,5,0.6,1.4,2.7,9.1,Jr,2-Jun,1,0.274529,2020,51106,Georgia Southern,0.800018,8,14,3,14,0.571428571,0.214285714,1,1,1,1.75051,-3.01291,-1.86096,-1.15195
475,Vladimir Pinchuk,New Mexico,MWC,30,32.8,102.5,12.9,46.9,49.54,9.4,13.5,6.2,16.4,26,48,0.542,30,64,0.469,0,0,0,4.2,1.2,75,So,11-Jun,15,0.271033,2019,51416,San Diego,0.87502422,21,39,9,25,0.538461538,0.36,1,1,1,1.15968,-1.94066,-2.22408,0.28342
476,Terrell Gomez,Cal St. Northridge,BW,30,93.8,118.1,22.4,55.4,59.96,1,6.7,12.4,9.9,101,107,0.944,92,211,0.436,102,231,0.442,0,1.3,24.2,Jr,8-May,3,4.56069,2020,51461,San Diego St.,1.608695652,39,76,53,135,0.513157895,0.392592593,0,0,0,1.2064,1.83557,5.25575,-3.42019
477,Demetrius Mims,Long Beach St.,BW,26,8.5,68.4,16.6,32.6,32.04,9.7,11.7,3.3,20.9,4,14,0.286,6,20,0.3,1,3,0.333,4.6,3.5,60.9,Fr,6-Jun,13,-0.338264,2019,65430,Towson,0.249912496,5,8,1,12,0.625,0.083333333,2,2,1,0.427419,-7.88239,-9.6008,1.71841
478,Tolu Smith,Western Kentucky,CUSA,34,24.9,93.3,20.2,58.3,58.78,10.4,18.8,4.7,29.3,28,49,0.571,42,72,0.583,0,0,0,3.7,0.5,68.1,Fr,10-Jun,0,0.272077,2019,66056,Mississippi St.,0.228579755,31,47,8,20,0.659574468,0.4,7,7,1,1.00378,-4.43619,-4.18875,-0.247437
479,Anthony Crump,Middle Tennessee,CUSA,23,22.6,89,13.1,46.2,51.04,4.1,17,13,28.8,20,36,0.556,9,23,0.391,2,3,0.667,1.3,2.4,138.5,Fr,8-Jun,0,-0.187158,2020,66252,Northern Illinois,1.631499726,9,19,0,4,0.473684211,0,1,2,0.5,0.827714,-4.21744,-4.19627,-0.0211696
480,Raymond Hawkins,Alabama,SEC,6,0.4,0,10.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Fr,9-Jun,35,-0.253017,2020,70924,Long Beach St.,0,NA,NA,NA,NA,0,0,NA,NA,0,0.0537129,-18.5052,-17.9303,-0.574974
481,Michael Weathers,Oklahoma St.,B12,16,25.4,84.5,31.8,45.8,49.65,3.9,11.8,23.5,26.9,37,59,0.627,49,102,0.48,4,18,0.222,2.6,3.1,49.2,So,2-Jun,23,0.858123,2019,52147,Texas Southern,0.70212766,42,86,7,16,0.488372093,0.4375,5,5,1,2.22846,-0.657012,-1.84826,1.19125
482,Keyshawn Embery-Simpson,Arkansas,SEC,33,35.3,89.9,16,43,45.5,2.1,6.7,7.8,15.7,18,26,0.692,24,51,0.471,23,85,0.271,0.5,2.8,19.1,Fr,3-Jun,11,0.085052,2019,66611,Tulsa,0.954552272,13,21,11,30,0.619047619,0.366666667,0,0,0,1.55332,-0.744677,-1.95619,1.21151
483,Jalen Johnson,Tennessee,SEC,31,40.5,107.2,12.2,48.9,52.71,3.9,10.7,11.7,16.6,17,20,0.85,12,23,0.522,22,69,0.319,2.9,1.6,21.7,Jr,6-Jun,13,0.789519,2020,49189,Wake Forest,1.764587892,9,15,3,8,0.6,0.375,4,5,0.8,1.81789,2.36501,0.575684,1.78933
484,Vado Morse,Mount St. Mary's,NEC,29,68.8,93.1,23.1,40.9,45.8,1.4,8.9,17.3,15.6,67,87,0.77,40,125,0.32,54,171,0.316,0.5,1.5,29.4,So,Jun-00,0,0.767188,2020,66331,James Madison,1.326948595,15,37,25,88,0.405405405,0.284090909,0,0,0,1.81818,-3.17861,-1.34102,-1.83759
485,Gabe Watson,Southern Miss,CUSA,28,90.4,88.3,23.3,43.5,45.99,1,9.9,18.8,18.5,44,59,0.746,112,254,0.441,33,117,0.282,0.5,1.4,15.9,So,2-Jun,0,0.864979,2020,65475,Tulane,1.308660875,32,49,78,198,0.653061224,0.393939394,2,2,1,2.68803,-3.2567,-1.90804,-1.34866
486,Marten Linssen,UNC Wilmington,CAA,29,51.9,116,23,59.6,61.52,9.4,15.9,4.7,10.9,56,82,0.683,127,213,0.596,0,0,0,4.1,1.3,38.5,So,8-Jun,23,2.40945,2020,50899,Saint Louis,0.466666667,85,118,42,95,0.720338983,0.442105263,7,10,0.7,1.8318,2.39231,2.23972,0.152594
487,Nate Johnson,Gardner Webb,BSth,28,75.4,112.5,20,56.9,60.82,3.7,13.1,7.4,15.8,71,84,0.845,52,107,0.486,73,177,0.412,1.6,3.1,29.6,Jr,3-Jun,10,2.46027,2020,45625,Xavier,0.7199856,27,52,25,55,0.519230769,0.454545455,5,7,0.714285714,2.7072,3.01686,2.71622,0.300637
488,Malek Green,Morehead St.,OVC,31,52.8,111.7,16.4,55.2,57.07,6.1,20.6,3.2,11,36,54,0.667,87,152,0.572,9,30,0.3,2.5,1.2,29.7,So,7-Jun,12,1.30117,2019,50569,Canisius,0.43472023,56,83,31,69,0.674698795,0.449275362,8,9,0.888888889,1.65337,-0.7028,0.0794608,-0.782261
489,Arnaldo Toro,George Washington,A10,24,34,102.2,23.2,47.6,50.06,18.7,26.1,4.8,14,38,67,0.567,59,124,0.476,0,0,0,3,1,54,Sr,8-Jun,11,1.44125,2020,47424,St. John's,0.375,49,93,10,31,0.52688172,0.322580645,0,1,0,1.68106,-1.73184,0.360092,-2.09194
