,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,threePM,threePA,threeP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, bpm, obpm, dbpm
331,Daylen Kountz,Colorado,P12,32,30.7,74.3,18.8,35.3,40.53,0.9,6.9,9.8,25.4,23,32,0.719,30,76,0.395,4,26,0.154,0.8,2.5,31.4,So,4-Jun,2,-0.368271,2020,65577,Northern Colorado,0.625,22,50,8,26,0.44,0.307692308,2,2,1,1.50387,-3.87321,-5.74165,1.86844
332,Ahsante Shivers,Siena,MAAC,32,60.1,90.9,21.7,42.7,47.87,5.5,13.1,11.5,22,65,90,0.722,65,158,0.411,23,75,0.307,0.8,1.3,38.6,So,4-Jun,21,0.30692,2018,46573,Southern,0.65625,46,99,19,59,0.464646465,0.322033898,0,0,0,1.58024,-3.91073,-2.43654,-1.47419
333,Davion Mintz,Creighton,BE,34,72,98.6,20.6,48.9,52.27,2.2,10.1,18.1,20.8,60,83,0.723,75,159,0.472,42,123,0.341,0.5,2.2,29.4,Jr,3-Jun,1,1.59711,2019,44793,Kentucky,1.381597126,47,84,28,75,0.55952381,0.373333333,5,7,0.714285714,2.95134,0.976003,-0.119725,1.09573
334,Taurean Thompson,Seton Hall,BE,2,0.3,118.3,46.9,100,82.47,0,26,62.1,29.9,2,3,0.667,1,1,1,0,0,0,0,0,300,Jr,11-Jun,15,0.54278,2020,47778,Detroit,1,1,1,0,0,1,0,0,0,0,0.190052,15.4239,8.64624,6.77763
335,Malachi Smith,Wright St.,Horz,33,37.4,108,21.6,46.4,53.46,7.1,15,21.6,18.8,49,58,0.845,55,113,0.487,6,25,0.24,1,3.2,42,Fr,3-Jun,13,1.11125,2019,66644,Chattanooga,1.735330451,34,59,21,54,0.576271186,0.388888889,1,2,0.5,1.64953,2.72245,0.178943,2.54351
336,Justyn Hamilton,Temple,Amer,23,19.2,86.8,19,45.1,46.43,6.2,12.8,2.7,16,12,23,0.522,31,66,0.47,1,6,0.167,4.4,1.4,31.9,Jr,10-Jun,21,0.102272,2020,50795,Kent St.,0.230714791,18,29,13,37,0.620689655,0.351351351,5,7,0.714285714,1.1685,-2.58775,-3.65701,1.06926
337,Jarkel Joiner,Cal St. Bakersfield,WAC,31,81.1,111.7,22.7,50,52.22,3.8,9,8.6,10.7,64,91,0.703,146,303,0.482,44,121,0.364,0.4,2,21.5,So,1-Jun,0,2.97924,2019,51415,Mississippi,1.139558789,62,99,84,204,0.626262626,0.411764706,3,4,0.75,2.25151,2.28479,3.01893,-0.734137
338,Tre Clark,Furman,SC,27,42.9,99.9,13.3,44.4,44.42,8.4,13.5,9.8,14.7,16,38,0.421,36,71,0.507,0,10,0,2.5,3.2,46.9,Jr,5-Jun,0,0.207796,2020,47979,Rice,2.111166667,28,58,8,13,0.482758621,0.615384615,10,12,0.833333333,2.10446,0.914397,-1.67557,2.58997
339,Jalen Coleman-Lands,DePaul,BE,31,76.1,100.2,18.2,46.2,50.11,1.7,8.4,7.5,13.8,59,72,0.819,53,125,0.424,62,191,0.325,0.4,1.2,22.8,Sr,4-Jun,5,1.75459,2020,40204,Iowa St.,0.822215901,18,35,35,90,0.514285714,0.388888889,0,1,0,2.99318,0.0362221,-0.00982493,0.046047
340,KeyShawn Feazell,Mississippi St.,SEC,24,20.4,75.8,11.6,38.9,41.46,4.9,14.7,5.9,34.3,5,8,0.625,8,20,0.4,4,16,0.25,1.3,0.7,22.2,Jr,8-Jun,22,-0.640557,2020,51899,McNeese St.,0.529436679,6,9,2,11,0.666666667,0.181818182,3,3,1,0.987333,-3.66193,-3.52917,-0.132765
341,Zion Young,Western Illinois,Sum,24,73,107.6,22.1,51.8,55.73,3.7,14.2,9.1,12.8,52,60,0.867,57,137,0.416,50,118,0.424,0.6,0.5,23.5,So,4-Jun,1,2.22433,2020,66422,Oakland,1.026983346,34,76,23,61,0.447368421,0.37704918,4,4,1,1.01495,-1.59565,1.84896,-3.44461
342,Koreem Ozier,Sacred Heart,NEC,30,69.2,94,25.9,46.4,50.46,2,9.3,14.1,23.1,81,110,0.736,82,198,0.414,54,153,0.353,0.2,1.9,31.3,So,1-Jun,2,1.16095,2020,65792,Louisiana Monroe,0.631587535,58,134,24,64,0.432835821,0.375,1,1,1,2.23554,-3.69223,-2.66094,-1.03129
343,Ian Steere,St. John's,BE,6,1.6,60.8,18,20,33.61,4.8,0,0,29.9,2,2,1,1,4,0.25,0,1,0,5.9,0,40,So,9-Jun,33,-0.255653,2020,66261,UNC Wilmington,0,1,2,0,2,0.5,0,1,1,1,0.349036,-15.8948,-13.5169,-2.37795
344,Rodney Howard,Georgia,SEC,23,13.6,91.2,12.1,56.5,50.65,9.1,12.7,3,24.1,5,16,0.313,13,23,0.565,0,0,0,8.8,0.7,69.6,Fr,11-Jun,24,-0.0601931,2020,71880,Georgia Tech,0.299976002,9,12,4,11,0.75,0.363636364,2,2,1,0.750958,-2.59897,-4.17034,1.57136
345,Dalano Banton,Western Kentucky,CUSA,31,34,83.7,19.6,44.3,46.59,4,17.7,25.9,32.8,19,33,0.576,31,60,0.517,8,37,0.216,3.9,1.7,34,Fr,8-Jun,20,-0.152598,2019,65803,Nebraska,1.250029808,24,31,7,29,0.774193548,0.24137931,5,5,1,1.61978,-0.343169,-1.36837,1.0252
346,Rod Johnson,Chattanooga,SC,29,48.8,93.1,19.9,47.7,50.44,4.9,20.2,10.7,21.3,40,66,0.606,44,89,0.494,20,66,0.303,1.8,1.1,42.6,Jr,7-Jun,11,0.521983,2020,67554,Western Illinois,0.912999528,27,44,17,45,0.613636364,0.377777778,0,0,0,1.85741,-1.38254,-1.39169,0.00914058
347,Darnell Brodie,Seton Hall,BE,3,1.4,78.3,9.1,50,50,6.7,6.1,0,36.4,0,0,0,1,2,0.5,0,0,0,0,3.3,0,So,9-Jun,32,-0.430427,2020,66632,Drake,0,1,1,0,1,1,0,0,0,0,0.526614,-4.18708,-4.62637,0.43929
348,Destin Barnes,Jacksonville,ASun,30,72.9,97.4,21.9,48,50.17,2.8,9.6,6.9,15,37,48,0.771,73,162,0.451,58,171,0.339,0.5,0.7,14.4,Jr,7-Jun,23,1.17706,2020,46269,UC Santa Barbara,0.58821684,32,61,41,101,0.524590164,0.405940594,0,0,0,2.13779,-2.2907,-0.328838,-1.96186
349,Peter Kiss,Rutgers,B10,2,1.2,11.4,18.2,0,0,0,15.2,11,23.1,0,1,0,0,1,0,0,3,0,0,4.2,25,Jr,5-Jun,32,-1.81931,2020,44721,Bryant,1,0,0,0,1,0,0,0,0,0,0.937981,-16.7132,-15.1942,-1.51907
350,Liam Robbins,Drake,MVC,32,68,102.5,27.2,50.4,53.68,9.1,22.1,7.9,12.8,84,119,0.706,165,318,0.519,10,39,0.256,13.3,1.3,33.3,So,Jul-00,21,2.52683,2020,65759,Minnesota,0.482736385,95,160,70,158,0.59375,0.443037975,26,27,0.962962963,3.31613,3.52242,1.15322,2.3692
351,Neftali Alvarez,Fairfield,MAAC,30,77.4,88.2,24.6,46,47.83,2.1,12.5,21.6,23.1,45,73,0.616,105,215,0.488,30,111,0.27,0.2,2.6,22.4,Fr,2-Jun,0,0.348478,2019,66465,Mercer,1.053774194,101,177,4,38,0.570621469,0.105263158,0,0,0,2.48904,-2.99517,-2.40095,-0.594217
352,Isaac Johnson,Western Illinois,Sum,29,65.3,87.4,25.7,42.7,46.3,2.3,18.6,9.2,16.2,50,63,0.794,107,246,0.435,16,61,0.262,0.3,2.1,20.5,So,5-Jun,35,0.142802,2019,51011,Nicholls St.,0.6,51,98,56,148,0.520408163,0.378378378,1,1,1,2.00486,-5.20425,-3.66531,-1.53894
353,Charlie Russell Jr.,Tulane,Amer,11,4.9,54.8,12.5,21.4,21.43,3.7,20.7,3.2,7.8,0,0,0,3,6,0.5,0,8,0,4.3,3.9,0,Fr,7-Jun,0,-0.669341,2020,70624,UMass Lowell,1,3,5,0,1,0.6,0,1,1,1,0.621312,-6.03065,-6.72032,0.689675
354,Noah Horchler,North Florida,ASun,27,68.2,106.7,23,57.8,57.43,8.2,21.8,8.9,15.7,39,76,0.513,165,271,0.609,21,69,0.304,4.8,1.7,22.4,Jr,8-Jun,0,2.72709,2019,50782,Providence,0.62069132,103,145,62,126,0.710344828,0.492063492,23,26,0.884615385,3.27127,3.29014,2.41994,0.870201
355,Samba Kane,Illinois,B10,18,6.4,82.5,18.8,59.1,53.31,5.1,7.2,4.7,27.9,1,7,0.143,13,22,0.591,0,0,0,13.1,1.3,31.8,Fr,Jul-00,34,-0.0275597,2019,66581,San Francisco,0.25,9,11,4,11,0.818181818,0.363636364,6,6,1,0.50991,-1.5445,-4.85766,3.31316
356,Mike Smith,Columbia,Ivy,29,94.2,100.9,33.9,48.2,52.32,1.3,11.3,30.2,13.5,120,148,0.811,185,393,0.471,60,177,0.339,0,2.3,26,Sr,11-May,21,4.23064,2020,47407,Michigan,1.505612296,100,189,85,204,0.529100529,0.416666667,0,0,0,2.72729,4.00112,4.48774,-0.486628
357,Evan Cole,Georgia Tech,ACC,26,26.1,99.8,20,50.5,51.56,11.6,19.9,6,16.1,20,37,0.541,42,73,0.575,3,19,0.158,2.6,1.6,40.2,Jr,10-Jun,3,0.804855,2020,51786,Utah Valley,0.500067504,35,49,7,24,0.714285714,0.291666667,20,24,0.833333333,1.62621,1.69797,0.276244,1.42173
358,Ahmed Ali,Washington St.,P12,32,53,107.5,20,48.3,52.03,3.1,6.8,25.2,16.1,38,46,0.826,31,66,0.47,45,138,0.326,0.2,1.9,22.5,Jr,11-May,23,1.54572,2019,67749,Portland,2.358877585,19,41,12,25,0.463414634,0.48,0,0,0,1.29672,-2.01985,-0.242517,-1.77734
359,Vance Jackson Jr.,New Mexico,MWC,27,57,100.1,21.4,52.1,55.34,5.4,16.3,8.4,20,58,81,0.716,49,94,0.521,50,144,0.347,1.2,2,34,Jr,9-Jun,2,1.46837,2020,50277,Arkansas,0.610175122,30,49,19,45,0.612244898,0.422222222,4,4,1,2.4502,0.97655,1.13161,-0.155057
360,Harrison Curry,Detroit,Horz,19,28.1,96.6,24.3,43.9,47.98,9.2,19.1,1.2,13.6,33,49,0.673,55,112,0.491,2,20,0.1,3.9,2,37.1,Jr,7-Jun,24,0.85565,2019,67717,Siena,0.100038001,48,73,7,39,0.657534247,0.179487179,9,10,0.9,1.29043,-4.39062,-1.77395,-2.61666
361,Greg Foster Jr.,Gonzaga,WCC,28,8.6,71.4,14.9,32,32.99,1,7.9,12.7,26.4,3,8,0.375,5,11,0.455,2,14,0.143,0.8,1.8,32,Fr,5-Jun,4,-0.32974,2019,66691,Saint Joseph's,1.333540759,4,10,1,1,0.4,1,1,2,0.5,0.570072,-4.53274,-5.48095,0.948204
362,Josh Jefferson,Illinois St.,MVC,20,36.1,109.5,18.1,51.8,54.83,1.5,8.9,13.9,11.8,25,32,0.781,16,42,0.381,37,96,0.385,0.5,2,23.2,Jr,2-Jun,11,1.63687,2019,67646,Green Bay,1.789345712,9,23,6,17,0.391304348,0.352941176,0,0,0,1.96033,1.55582,1.52734,0.0284788
363,Elijah Ifejeh,Louisiana Monroe,SB,20,20.6,64.7,19.5,44.7,40.57,8.7,13.3,13.2,39,3,16,0.188,17,38,0.447,0,0,0,2,1.4,42.1,Jr,7-Jun,14,-0.833836,2020,70882,Southeastern Louisiana,0.451635796,13,22,4,16,0.590909091,0.25,5,7,0.714285714,0.925335,-8.08042,-8.29066,0.210244
364,Josh Hall,Missouri St.,MVC,33,53.7,93.4,16.2,45.8,48.24,6,16.5,10.3,22.8,30,49,0.612,50,106,0.472,14,49,0.286,1.2,2.5,31.6,Jr,7-Jun,33,0.238839,2020,48492,Cal St. Fullerton,0.888897037,23,38,27,68,0.605263158,0.397058824,3,4,0.75,2.26202,-0.0234189,-1.52901,1.5056
365,Brandon Huffman,North Carolina,ACC,14,3.9,116.9,15.2,66.7,62.61,14,12.6,0,14.4,2,5,0.4,8,12,0.667,0,0,0,6.6,0,41.7,Jr,10-Jun,42,0.366408,2020,50475,Jacksonville St.,0,5,6,3,6,0.833333333,0.5,4,5,0.8,0.366303,0.633229,0.105387,0.527842
366,Josh Pierre-Louis,Temple,Amer,27,27.3,88.5,18.9,52.2,51.97,1.9,5.3,21.3,26.9,7,15,0.467,22,46,0.478,17,45,0.378,0.7,2.5,16.5,Fr,3-Jun,3,0.236225,2020,71298,UC Santa Barbara,1.129082833,22,38,0,8,0.578947368,0,3,5,0.6,1.31382,-1.64201,-2.15821,0.516199
367,James Beck,Oakland,Horz,32,43,101,17.4,46,48.81,10.7,17.9,10,16.6,33,56,0.589,56,120,0.467,1,5,0.2,2.1,0.7,44.8,So,8-Jun,22,0.483855,2019,51885,Miami OH,1.071428571,44,72,12,48,0.611111111,0.25,11,11,1,1.21229,-4.14154,-2.59857,-1.54297
368,Arkel Lamar,UMBC,AE,4,4.3,83,11.9,36.4,36.36,2.3,21.3,7.6,9.9,0,0,0,1,3,0.333,2,8,0.25,0,4.8,0,Sr,5-Jun,33,-0.502645,2020,49454,Manhattan,3,0,0,1,3,0,0.333333333,0,0,0,1.47734,-1.05148,-4.72559,3.6741
369,Jalen Hodge,Louisiana Monroe,SB,16,36.4,104.2,17.5,54.7,57.67,0.9,9.6,16.5,19.2,22,30,0.733,25,53,0.472,18,42,0.429,0.6,1.1,31.6,So,1-Jun,13,1.2677,2020,66081,James Madison,1.31996544,15,23,10,30,0.652173913,0.333333333,0,0,0,1.78936,-0.567411,0.154128,-0.721539
370,Gorjok Gak,Florida,SEC,2,0.9,16.7,19.6,0,0,11.3,21.5,0,28.1,0,2,0,0,2,0,0,0,0,0,0,100,Jr,11-Jun,12,-1.3066,2020,48929,Cal Baptist,0,0,0,0,2,0,0,0,0,0,0.504841,-21.2078,-17.7421,-3.46567
371,Austin Trice,Kansas St.,B12,28,15.8,99.2,16.5,59.4,50.05,14.5,26.2,2.8,13.8,14,42,0.333,19,32,0.594,0,0,0,3.2,0.6,131.3,Jr,7-Jun,23,0.298215,2019,65582,Old Dominion,0.374868743,19,27,0,5,0.703703704,0,9,10,0.9,1.12936,0.739533,-0.643113,1.38265
372,Rodney Henderson Jr.,Cal St. Northridge,BW,28,54,108,19.1,48.7,51.61,4.8,9.6,5.4,8,41,52,0.788,49,104,0.471,53,160,0.331,0.8,1.6,19.7,Jr,5-Jun,1,1.50645,2019,67971,Rider,1.099958001,30,48,19,56,0.625,0.339285714,2,2,1,1.20904,-1.68421,1.20679,-2.891
373,Kevion Nolan,Samford,SC,29,41,118.2,16.2,59.8,62.28,0.9,8.6,12.8,15.3,29,37,0.784,24,55,0.436,41,88,0.466,0.6,2.1,25.9,So,2-Jun,1,1.40342,2019,52092,Jacksonville,1.708375,11,18,13,37,0.611111111,0.351351351,0,0,0,1.46562,1.55261,1.01638,0.53623
374,Caleb Grill,Iowa St.,B12,29,31.1,83.8,10.9,40.7,41.6,2.3,11.4,7.1,21,4,7,0.571,9,18,0.5,13,52,0.25,0.5,2,10,Fr,3-Jun,2,-0.391994,2020,71528,UNLV,1.062533986,8,12,1,6,0.666666667,0.166666667,1,1,1,1.25366,-2.12063,-2.49191,0.371281
375,J'Raan Brooks,USC,P12,28,17.1,90.1,13.9,50,49.76,2.4,14.3,5.1,19.4,4,9,0.444,17,35,0.486,6,17,0.353,0.5,0.2,17.3,Fr,9-Jun,33,-0.094057,2019,66710,Washington,0.636294222,9,15,8,20,0.6,0.4,0,0,0,0.722019,-5.49903,-4.76891,-0.730119
376,Tank Hemphill,Green Bay,Horz,36,70.9,96.4,21.7,52,51.4,6.5,14.6,9.7,17,63,138,0.457,178,340,0.524,0,2,0,2,1.9,40.4,Jr,6-Jun,10,0.975328,2019,67864,Drake,0.805562886,139,205,39,135,0.67804878,0.288888889,25,27,0.925925926,2.37496,-1.92694,-1.25812,-0.668814
377,Bryan Trimble Jr.,St. John's,BE,33,39.1,90.1,8.3,48.1,48.78,0.4,8.9,4.1,17.3,2,2,1,2,4,0.5,24,75,0.32,2,1.1,2.5,So,3-Jun,12,-0.606186,2019,50363,Akron,1,1,1,1,3,1,0.333333333,0,0,0,1.44873,-3.01912,-3.23958,0.220456
378,Jarvis Doles,Drexel,CAA,5,4.4,61.6,16.1,30,30.44,0,21,6.3,19.3,1,3,0.333,0,3,0,3,12,0.25,3.5,2.1,20,Jr,9-Jun,2,-0.981965,2020,51547,Albany,0.666666667,0,0,0,3,0,0,0,0,0,1.03506,-5.01263,-5.87937,0.866737
379,Kevin Hunt,McNeese St.,Slnd,27,59.1,86.3,20.6,44.5,47.3,1.7,8.6,25.1,28.2,28,42,0.667,34,92,0.37,26,72,0.361,1.3,1.4,25.6,So,3-Jun,5,-0.246736,2019,68294,Morehead St.,1.098779134,21,58,13,34,0.362068966,0.382352941,1,1,1,1.00666,-5.95789,-3.17664,-2.78126
380,Oliver Lynch-Daniels,Houston Baptist,Slnd,28,57.6,90.2,19.9,45.2,47.81,2.2,13.4,14.6,23.1,39,62,0.629,45,100,0.45,33,109,0.303,0.3,1.1,29.7,So,2-Jun,23,0.0395737,2019,51627,Colgate,1.070157895,27,51,18,49,0.529411765,0.367346939,0,0,0,1.0957,-5.40736,-2.57263,-2.83473
381,Justin Smith,Indiana,B10,32,75.5,105.2,18.2,51.2,54.33,7.4,12.1,6,16.5,70,104,0.673,117,220,0.532,10,38,0.263,1.2,1.9,40.3,Jr,7-Jun,3,2.34581,2020,50933,Arkansas,0.579968,86,131,31,89,0.65648855,0.348314607,22,26,0.846153846,3.61797,3.10632,1.08643,2.01989
382,Tykei Greene,Manhattan,MAAC,28,63.4,88,21.9,43.3,46.72,5.9,13.1,7.7,19.3,60,97,0.619,61,141,0.433,30,104,0.288,0.9,1.6,39.6,So,4-Jun,23,0.269038,2020,66013,Stony Brook,0.4643,46,91,15,50,0.505494505,0.3,5,8,0.625,2.37775,-3.17486,-1.64496,-1.52989
383,Desmond Cambridge Jr.,Brown,Ivy,28,68.4,93.2,28.1,44.7,48.13,2.1,12.4,7.7,11.9,70,91,0.769,85,194,0.438,68,224,0.304,7,1.9,21.8,So,4-Jun,24,1.42819,2019,50454,Nevada,0.538452663,26,51,59,143,0.509803922,0.412587413,11,19,0.578947368,3.4031,1.49571,0.49281,1.0029
384,Zach Scott,Florida Gulf Coast,ASun,30,68.3,91.4,23.1,42.5,46.62,3.4,13.8,8.2,15.2,52,59,0.881,52,126,0.413,54,187,0.289,1.1,3,18.8,So,4-Jun,1,0.758267,2020,65755,McNeese St.,0.60785544,32,68,20,58,0.470588235,0.344827586,1,1,1,2.53572,-0.824166,-0.965914,0.141747
385,Kyle Sturdivant,USC,P12,21,14,78.4,21.5,38,42.76,2.6,11.9,26.7,33.1,8,9,0.889,13,32,0.406,3,14,0.214,0.6,1.6,19.6,Fr,3-Jun,1,-0.0943964,2020,71455,Georgia Tech,1.136407026,5,12,8,20,0.416666667,0.4,0,0,0,0.935556,-3.90125,-4.04612,0.144872
386,Mark Tikhonenko,Sam Houston St.,Slnd,27,25.9,110.1,14.3,59.6,59.89,5.6,15.8,8.1,18.8,5,8,0.625,6,22,0.273,23,46,0.5,0.9,1.3,11.8,So,10-Jun,15,0.455829,2020,67935,Chattanooga,0.75,2,9,4,13,0.222222222,0.307692308,0,0,0,0.843693,-1.56699,-0.597603,-0.969386
387,Matt Haarms,Purdue,B10,29,47.1,110.4,22.1,55.1,56.92,10.3,16.1,9.6,16.5,45,71,0.634,87,153,0.569,10,32,0.313,12.6,0.6,38.4,Jr,3-Jul,32,2.42807,2020,51076,BYU,0.74289502,61,77,26,76,0.792207792,0.342105263,19,20,0.95,2.81657,6.96236,2.82569,4.13667
388,Julian Rishwain,Boston College,ACC,30,34.7,85.4,18.3,48.7,49.85,1.7,13.5,11.6,24.6,14,24,0.583,10,31,0.323,32,88,0.364,1,2.2,20.2,Fr,5-Jun,2,0.0965422,2020,70713,San Francisco,0.714236736,4,8,4,23,0.5,0.173913043,0,0,0,1.50176,-1.35013,-2.09151,0.741373
389,Tyree Appleby,Cleveland St.,Horz,27,71,107.1,31,51.8,57.69,1.3,12.3,37.4,20.6,131,168,0.78,68,153,0.444,69,178,0.388,1,2.4,50.8,So,1-Jun,1,3.36328,2019,51703,Florida,1.61998666,57,112,11,41,0.508928571,0.268292683,4,6,0.666666667,2.18347,3.4283,4.29267,-0.864365
390,Curtis Holland III,High Point,BSth,13,29.7,96.3,21.9,43.4,49.54,1.9,7.2,9.5,15.9,37,47,0.787,27,71,0.38,17,50,0.34,1.9,1.7,38.8,So,2-Jun,5,1.10904,2020,66140,Towson,0.884613166,16,43,11,28,0.372093023,0.392857143,3,6,0.5,1.427,-3.36168,-0.675021,-2.68666
391,Rio Haskett,Harvard,Ivy,28,43,101.8,18.7,51.7,54.14,2.6,6.5,9.5,19,22,29,0.759,29,64,0.453,31,82,0.378,0.4,2.6,19.9,Jr,3-Jun,5,0.848316,2020,50327,Hampton,0.80645463,21,34,8,30,0.617647059,0.266666667,1,1,1,1.61484,0.211628,-0.72875,0.940378
392,Travis Atson,Quinnipiac,MAAC,31,44.6,89.5,19.6,41.8,45.42,5.3,15.8,9.8,20.9,30,43,0.698,29,73,0.397,25,86,0.291,0.8,2,27,Jr,5-Jun,15,-0.0715085,2019,49180,St. Francis NY,0.692313807,22,47,7,26,0.468085106,0.269230769,2,2,1,1.26263,-4.41843,-3.36418,-1.05425
393,James Bishop,LSU,SEC,16,11,90.3,21,46.7,47.39,0.9,3.1,11.4,21.6,6,12,0.5,11,23,0.478,7,23,0.304,0.8,1.7,26.1,Fr,2-Jun,10,0.260599,2020,70481,George Washington,0.818181818,6,12,5,11,0.5,0.454545455,0,0,0,0.625374,-3.77083,-1.97327,-1.79756
394,Skyelar Potter,Wright St.,Horz,7,8.4,81.5,20.1,42.9,43.81,1,19.2,6.8,21.2,4,8,0.5,6,16,0.375,6,19,0.316,0,1.1,22.9,So,3-Jun,5,-0.249942,2020,66648,Morehead St.,0.692328995,6,15,0,1,0.4,0,1,1,1,1.48919,-6.37419,-5.60509,-0.769096
395,Jair Bolden,South Carolina,SEC,30,51.6,109.4,17.5,52.2,53.53,1,11.4,12.2,11.2,21,30,0.7,46,109,0.422,47,114,0.412,0.6,2.1,13.5,Jr,3-Jun,52,1.73596,2020,44756,Butler,1.782574671,4,12,42,97,0.333333333,0.432989691,0,0,0,2.36096,3.93671,2.30415,1.63256
396,Cartier Diarra,Kansas St.,B12,32,77.6,95.8,27,48.3,51.2,2.4,12.6,32.6,22.5,77,116,0.664,97,192,0.505,51,167,0.305,1.3,3.5,32.3,Jr,4-Jun,2,2.73962,2020,45619,Virginia Tech,1.31372549,74,120,23,71,0.616666667,0.323943662,8,10,0.8,3.84846,5.25579,2.82176,2.43402
397,Jacob Grandison,Holy Cross,Pat,33,85.5,102.5,23.4,51.6,54.02,2.8,15.6,17.5,14.3,52,65,0.8,100,205,0.488,69,189,0.365,1.3,1.9,16.5,So,6-Jun,3,2.01631,2019,50942,Illinois,1.564509261,75,124,25,81,0.60483871,0.308641975,4,6,0.666666667,2.63104,0.0365765,1.28182,-1.24525
398,D.J. Carton,Ohio St.,B10,20,38.5,103.5,25.2,55.7,59.26,2.6,10.7,26.5,25.9,41,54,0.759,47,89,0.528,24,60,0.4,2,1.6,36.2,Fr,2-Jun,3,2.39416,2020,71810,Marquette,1.115384615,36,55,7,29,0.654545455,0.24137931,8,10,0.8,2.89026,5.2397,3.35261,1.88709
399,Justin Kier,George Mason,A10,9,15.8,108.3,20.3,54.3,57.2,0,18,13.5,17.3,11,13,0.846,21,45,0.467,11,24,0.458,1.1,1.8,18.8,Sr,4-Jun,1,2.02983,2020,49529,Georgia,1,14,19,7,26,0.736842105,0.269230769,0,0,0,2.1585,2.81997,2.38329,0.436679
400,Harrison Henderson,Milwaukee,Horz,25,17.4,81.6,22.4,39.2,46.54,6.1,16.9,2,24.5,23,32,0.719,22,51,0.431,1,9,0.111,2.8,0.8,53.3,Jr,10-Jun,2,-0.0866952,2020,47675,Southern,0.08698204,17,31,5,20,0.548387097,0.25,0,3,0,0.647368,-9.50342,-8.34891,-1.15451
401,Antwuan Butler,Austin Peay,OVC,30,65.5,98.2,15.6,39.9,45.05,2.1,7.3,19.8,19,46,66,0.697,41,119,0.345,19,55,0.345,0.3,2.4,37.9,So,Jun-00,4,0.407709,2020,65681,NJIT,2.276552288,15,39,26,80,0.384615385,0.325,0,0,0,1.92402,-2.4407,-2.65801,0.21731
402,Rich Kelly,Quinnipiac,MAAC,30,85.8,109.8,25.8,53,57.97,1.1,7.1,30,18.9,98,110,0.891,78,171,0.456,82,208,0.394,0.4,1.4,29,Jr,1-Jun,22,3.56473,2020,50507,Boston College,1.558133045,65,130,13,41,0.5,0.317073171,0,0,0,1.81486,0.342478,2.54733,-2.20485
403,Charles Minlend,San Francisco,WCC,33,73.3,102.2,26.8,47,50.08,5.9,12.8,12.7,13,96,150,0.64,124,256,0.484,44,148,0.297,1.9,2,37.1,Jr,4-Jun,14,2.7994,2020,45066,Louisville,0.983612954,93,160,31,96,0.58125,0.322916667,8,9,0.888888889,2.99819,3.70898,3.3439,0.365072
404,Matt Van Komen,Utah,P12,9,3.4,129.8,13.5,70,68.49,11.4,28.9,0,10.2,1,2,0.5,7,10,0.7,0,0,0,19.5,0,20,Fr,4-Jul,2,0.572722,2020,71578,Saint Mary's,0,7,10,0,0,0.7,0,6,6,1,0.667823,5.06922,-0.0912848,5.16051
405,Zion Griffin,Iowa St.,B12,30,25.1,92.3,16.2,47.7,47.79,6.1,14.2,4,17.5,7,15,0.467,23,37,0.622,12,49,0.245,3,1.9,17.4,So,6-Jun,0,0.279584,2020,65659,Illinois Chicago,0.437464842,15,19,8,18,0.789473684,0.444444444,5,5,1,1.06719,-1.51083,-1.61954,0.108702
406,Jhery Matos,Dayton,A10,27,17.9,91.5,16.6,46.9,46.29,4.3,13.6,15.8,24.9,2,6,0.333,5,18,0.278,12,31,0.387,1.9,1,12.2,Jr,5-Jun,31,0.0884635,2020,66511,Charlotte,1.43756328,4,9,1,9,0.444444444,0.111111111,1,1,1,0.961585,-0.0543716,-1.15239,1.09802
407,Tai Strickland,Wisconsin,B10,16,3.6,100,35,47.8,52.24,2.4,8.9,31,17.7,6,8,0.75,5,15,0.333,4,8,0.5,0,2.5,34.8,Fr,2-Jun,13,0.366409,2019,66702,Temple,1.4,2,7,3,8,0.285714286,0.375,0,0,0,0.395826,-1.69515,-1.00954,-0.685605
408,Anthony Nelson,Seton Hall,BE,27,28,87.9,18.6,46.9,49.38,1,6.5,31.9,34,14,23,0.609,24,49,0.49,4,15,0.267,0,2.2,35.9,So,4-Jun,2,0.227288,2020,66631,Manhattan,1.605300554,14,23,10,24,0.608695652,0.416666667,1,1,1,1.38154,-1.56077,-1.91997,0.359197
409,JD Notae,Jacksonville,ASun,30,73.7,93.9,29,47.9,51.1,3.2,20.3,22.8,21.9,76,106,0.717,101,201,0.502,57,188,0.303,1.5,3.2,27.2,So,2-Jun,1,1.4637,2019,51733,Arkansas,1.028286792,66,126,35,75,0.523809524,0.466666667,0,2,0,2.77596,0.864988,0.514999,0.349989
410,Josh LeBlanc,Georgetown,BE,6,9,106.9,16.5,63,63,4.8,10.4,3.4,20.6,9,15,0.6,14,23,0.609,2,4,0.5,7.8,1.9,55.6,So,7-Jun,23,1.45018,2020,65517,LSU,0.285677552,13,19,1,4,0.684210526,0.25,7,7,1,1.93432,5.04648,2.85652,2.18997
