,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,threePM,threePA,threeP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,new school
1,Josh Ayeni,St. Bonaventure,A10,24,25.4,94,21.9,44.6,46.97,10.1,11.9,4.1,15.7,20,32,0.625,52,116,0.448,1,4,0.25,1.1,0.8,26.7,So,8-Jun,33,0.465039,2018,47026,South Alabama
2,Justice Bartley,Virginia,ACC,10,1.6,98.9,18.6,50,50.42,11.9,11.3,0,16.2,1,2,0.5,1,3,0.333,1,2,0.5,0,0,40,Jr,5-Jun,2,0.0802515,2018,41849,Maryland Eastern Shore
3,Devine Eke,Rider,MAAC,31,28.8,97.8,17.9,62.2,53.27,9.2,15.9,8.2,17.5,20,67,0.299,47,73,0.644,1,5,0.2,4.8,3.8,85.9,Jr,8-Jun,11,0.23389,2019,48260,Radford
4,Troy Simons,New Mexico,MWC,28,49.5,106.5,20.4,49.1,52.2,5.2,10,11.2,11.9,39,50,0.78,39,92,0.424,50,140,0.357,0.8,3.9,21.6,Jr,3-Jun,31,1.77482,2018,51925,Kent St.
5,Jerry Johnson Jr.,Chattanooga,SC,28,62,99.7,22.2,48,50.58,2.4,12.4,18.7,16,35,46,0.761,43,102,0.422,51,147,0.347,0,1.5,18.5,Jr,1-Jun,2,1.33772,2019,47827,Arkansas St.
6,Juwan Gray,San Diego,WCC,33,50.1,111.5,15.1,54.5,57.06,5.4,13.7,6.1,10.7,40,60,0.667,55,95,0.579,16,50,0.32,3.8,1.3,41.4,So,8-Jun,12,1.17359,2018,48179,Towson
7,Josh Mballa,Texas Tech,B12,17,3.7,78.8,18.1,44.4,41.53,4.5,5.9,6.1,17.4,5,14,0.357,4,8,0.5,0,1,0,4.4,2.1,155.6,Fr,7-Jun,35,-0.0976938,2019,65564,Buffalo
8,Micah Potter,Ohio St.,B10,29,21.2,117.6,20.6,52.2,56.59,13.2,15.5,6.3,11.7,24,30,0.8,38,70,0.543,6,20,0.3,4.4,1,33.3,So,9-Jun,0,1.26027,2018,47329,Wisconsin
9,Ty Taylor,UNC Wilmington,CAA,32,35,90.2,21.6,43.3,45.22,3,15.3,13.2,18,25,44,0.568,27,68,0.397,27,88,0.307,1.3,1.4,28.2,Jr,3-Jun,21,0.149697,2019,39366,Eastern Kentucky
10,Tyson Batiste,Central Connecticut,NEC,29,63.5,92.9,11.2,51.6,49.86,2.4,8.2,19.1,28.6,10,28,0.357,40,79,0.506,6,16,0.375,1.4,1.5,29.5,Jr,2-Jun,13,-0.71558,2019,49450,The Citadel
11,Matt Hein,Illinois St.,MVC,18,21.2,71.6,12.1,27.6,31.8,0.4,10.8,17.1,24.8,8,16,0.5,6,17,0.353,3,21,0.143,0.4,2.6,42.1,Jr,3-Jun,5,-1.22534,2019,40103,Siena
12,Curtis Cobb,Massachusetts,A10,23,45.2,97.1,19.8,47.6,48.04,2,14.2,19.2,17.8,13,25,0.52,42,91,0.462,32,98,0.327,0,2.3,13.2,Jr,4-Jun,33,1.02456,2019,43570,Wagner
13,Ralueke Orizu,Savannah St.,MEAC,24,22.6,95.2,15.2,54.1,55.09,7.5,17,1.8,23,19,34,0.559,33,60,0.55,0,1,0,5,1.2,55.7,Fr,8-Jun,2,0.0155362,2018,50951,Eastern Washington
14,Ibrahim Famouke Doumbia,South Carolina,SEC,11,2.7,86.7,13.6,33.3,36.7,3.1,13.8,0,0,2,4,0.5,3,7,0.429,0,2,0,0,1.6,44.4,Fr,6-Jun,14,-0.0590177,2018,50854,UCF
15,Chad Lott,Howard,MEAC,27,66.9,95.4,25,49.8,52.43,4.9,12.8,14.4,21.4,60,87,0.69,141,292,0.483,13,30,0.433,2.4,1.3,27,Jr,4-Jun,21,1.16556,2019,40718,South Alabama
16,Jalen Johnson,Saint Louis,A10,32,68.2,109.1,16.3,52.6,57.42,3.9,13.2,5.1,17.1,66,84,0.786,37,82,0.451,49,128,0.383,2.7,0.8,40,So,7-Jun,20,1.55124,2018,45313,Louisiana Lafayette
17,Chris Clarke,Virginia Tech,ACC,33,61,107,19.9,61.4,62.57,5.4,24.3,21,26.4,53,82,0.646,87,143,0.608,14,33,0.424,0.6,2.2,46.6,Jr,6-Jun,15,1.94026,2018,40845,Texas Tech
18,Prentiss Nixon,Colorado St.,MWC,26,66.2,100.4,25.5,44.5,50.54,1,10.5,12.9,14.4,100,119,0.84,64,164,0.39,63,192,0.328,0.1,2.6,33.4,Jr,2-Jun,11,2.40199,2018,38713,Iowa St.
19,Marcus Burk,Campbell,BSth,30,78.7,114.6,19.9,60.2,62.47,2.7,11.1,6.9,12.3,49,58,0.845,73,117,0.624,81,206,0.393,0.9,2.3,18,So,3-Jun,34,2.72736,2018,46998,IUPUI
20,Don Coleman,California,P12,29,73.2,95.2,26.2,36.5,44.77,3.6,7.4,13.4,13.7,144,193,0.746,99,271,0.365,25,103,0.243,0.1,2.6,51.6,Jr,3-Jun,14,1.76272,2018,44421,South Alabama
21,Roman Penn,Siena,MAAC,23,56,109.5,17.9,48.2,55.46,6,11.9,19.5,20.2,65,78,0.833,43,93,0.462,24,71,0.338,0.8,2.3,47.6,Fr,11-May,20,1.81728,2018,50994,Drake
22,Khadim Gueye,South Carolina,SEC,16,6.1,28.9,6.1,0,0,6.9,9.2,0,59.6,0,2,0,0,2,0,0,0,0,1.5,0.7,100,So,Jul-00,12,-1.12686,2018,46311,Akron
23,Chance McSpadden,UCF,Amer,7,3.7,69.1,15.1,35.7,30.46,7.5,21.3,10.6,24,1,6,0.167,1,3,0.333,1,4,0.25,0,1.2,85.7,Jr,4-Jun,22,-0.556017,2019,43693,Stetson
24,Jordan Ash,Northwestern,B10,10,5.9,64.7,13.7,22.7,27.13,0,10.8,24.2,28.8,2,4,0.5,1,5,0.2,1,6,0.167,0,4.7,36.4,Sr,3-Jun,23,-0.722844,2019,39483,Wright St.
25,Jack Wilson,Oregon St.,P12,7,1.5,18.4,10.3,0,0,6.5,0,0,30.3,0,0,0,0,3,0,0,0,0,0,0,0,Fr,Jul-00,14,-0.681203,2019,65935,Idaho
26,Justin Roberts,DePaul,BE,30,36.4,85.5,20.5,42.2,44.49,1.9,7.4,25.1,27.1,15,21,0.714,39,98,0.398,12,37,0.324,0.8,1.9,15.6,Fr,Jun-00,0,0.0882476,2018,50821,Georgia St.
27,Trey Woodbury,UNLV,MWC,22,11.1,71.2,16.3,38.9,39.09,0.8,11.5,6.5,28.1,2,5,0.4,5,15,0.333,6,21,0.286,1.5,4.2,13.9,Fr,4-Jun,22,-0.409271,2019,65811,Utah Valley
28,Justin Roberts,Toledo,MAC,31,20.2,127.2,11.4,60.7,63.9,0.4,7.1,16.1,15,13,17,0.765,3,11,0.273,15,31,0.484,0,0.2,40.5,So,10-May,5,0.704764,2018,47913,Niagara
29,Andre Fox,High Point,BSth,26,71.2,107.6,25.8,54.6,58.18,1.7,18.6,9.2,16.6,87,119,0.731,83,170,0.488,52,125,0.416,1.3,2.5,40.3,Jr,4-Jun,22,2.52759,2018,41223,South Alabama
30,Payton Willis,Vanderbilt,SEC,31,44.4,100.8,16.6,48.6,50.77,2.1,10.2,14.5,18.3,23,35,0.657,10,29,0.345,38,109,0.349,0.5,1.5,25.4,So,4-Jun,1,0.882342,2018,49181,Minnesota
31,Haanif Cheatham,Florida Gulf Coast,ASun,9,20.7,94.6,27,49.5,52.56,2,17.7,15.4,18.6,25,38,0.658,38,79,0.481,7,19,0.368,0.9,2.1,38.8,Sr,5-Jun,22,1.6846,2019,42953,Nebraska
32,Donald Carey,Mount St. Mary's,NEC,30,77.9,91.8,20.2,48,52.24,1.4,9.1,19.2,25.7,49,60,0.817,57,128,0.445,35,100,0.35,0.4,2,26.3,Fr,5-Jun,10,0.103925,2018,51327,Siena
33,Lance Thomas,Louisville,ACC,12,3.4,124.3,19.7,71.4,73.03,7,25.1,0,17.6,6,8,0.75,7,7,1,2,7,0.286,4,2.3,57.1,Fr,8-Jun,1,0.545503,2018,51041,Memphis
34,Tyrik Dixon,Middle Tennessee,CUSA,31,54.5,103,14.9,44.4,48.24,2.2,14.5,23,21.9,24,30,0.8,30,74,0.405,20,61,0.328,0.4,2.1,22.2,So,1-Jun,0,0.725317,2018,47006,Missouri St.
35,Ian Steere,North Carolina St.,ACC,1,0.3,204.1,17.7,100,100,0,91.9,60.3,0,0,0,0,2,2,1,0,0,0,0,0,0,Fr,9-Jun,21,1.75483,2019,66261,St. John's
36,Antwain Johnson,Middle Tennessee,CUSA,30,53,113.3,21.6,51.2,55.61,2.3,8.3,15,12.4,54,62,0.871,66,140,0.471,39,103,0.379,0.7,1.6,25.5,Jr,2-Jun,2,2.33589,2018,44784,Buffalo
37,Makale Foreman,Chattanooga,SC,31,87.4,106.4,14.8,55.1,57.57,1.4,6,9.6,17.5,37,44,0.841,32,73,0.438,73,184,0.397,0,1.3,17.1,So,1-Jun,0,1.13363,2018,49015,Stony Brook
38,Rodney Chatman,Chattanooga,SC,28,73.6,103.2,24.4,52,56.79,1,15,31.9,23.1,88,114,0.772,85,156,0.545,39,120,0.325,1.7,2.1,41.3,So,1-Jun,1,2.14662,2018,49014,Dayton
39,Quatarrius Wilson,McNeese St.,Slnd,25,76.4,101.6,20.7,51.1,52.72,12.5,21.5,8.6,19.9,46,78,0.59,106,197,0.538,4,22,0.182,3.1,1.4,35.6,Jr,8-Jun,0,1.4063,2018,51630,Southeast Missouri St.
40,Jonathan Laurent,Massachusetts,A10,30,52.8,116.8,19.6,63.6,67.78,6.8,19.8,13.6,23.2,60,70,0.857,60,102,0.588,35,75,0.467,1.5,0.9,39.5,Jr,6-Jun,1,2.33454,2019,42289,Oklahoma St.
41,Everett Winchester,Wright St.,Horz,31,48.7,94,21.9,45.5,51.01,6.8,13.4,10.2,21,70,104,0.673,81,172,0.471,0,6,0,1.6,1.2,58.4,Fr,6-Jun,2,0.585327,2018,48621,Florida Atlantic
42,Bubba Parham,VMI,SC,29,85.6,107.9,29.3,53.7,58.05,0.6,10.3,24,15,132,169,0.781,82,179,0.458,105,267,0.393,0.1,1,37.9,So,11-May,3,3.98272,2019,51048,Georgia Tech
43,Brandon Davis,UC Santa Barbara,BW,26,11,70.9,10.1,18.8,28.92,0,12.1,21.7,44.3,3,5,0.6,0,5,0,1,3,0.333,0,2.7,62.5,Fr,1-Jun,11,-0.488927,2018,51325,Sacramento St.
44,Nate Sestina,Bucknell,Pat,31,64.9,112.5,25.4,59.6,62.62,8.4,25.9,9.8,17,80,99,0.808,144,237,0.608,41,108,0.38,3.9,0.7,28.7,Sr,9-Jun,4,3.10235,2019,39685,Kentucky
45,Pat Andree,Lehigh,Pat,29,67.6,118.3,19,57.8,59.75,3.2,19.7,10.7,9,49,67,0.731,58,116,0.5,70,166,0.422,0.7,1,23.8,Jr,8-Jun,31,2.84243,2019,46348,North Carolina St.
46,L.J. Owens,William & Mary,CAA,30,59.9,107.6,13.5,55.6,58.19,1.5,6.7,7.3,14.7,35,49,0.714,44,81,0.543,27,71,0.38,0.6,1,32.2,Fr,3-Jun,11,0.672626,2019,65705,UMBC
47,Vitaliy Shibel,Arizona St.,P12,17,3.7,62.3,10.6,33.3,33.33,4.3,10.4,0,30.5,0,0,0,0,2,0,2,7,0.286,0,1.1,0,So,9-Jun,10,-0.342963,2019,48953,UNLV
48,Corey Tillery,Tennessee Tech,OVC,28,64,89.1,15.1,43,44.75,0.9,8.9,6.2,13.7,16,19,0.842,15,51,0.294,53,169,0.314,0.6,1.3,8.6,Jr,1-Jun,3,-0.557834,2019,50479,Alcorn St.
49,Donnie Tillman,Utah,P12,31,67.9,116.9,19.1,53.5,58.62,5.8,16.9,11.5,14.9,81,103,0.786,57,108,0.528,44,122,0.361,1.3,1.3,44.8,So,7-Jun,3,3.08171,2019,51835,UNLV
50,Luwane Pipkins,Massachusetts,A10,25,60.3,98.9,32.1,41.4,47.65,1.8,17.2,35.6,17.8,103,128,0.805,77,189,0.407,48,171,0.281,0.3,2.3,35.6,Jr,11-May,2,2.96275,2019,41854,Providence
51,Shakur Juiston,UNLV,MWC,8,18.4,85.1,25.3,46.8,48.33,6.6,27.8,14.5,28.9,12,21,0.571,31,66,0.47,4,13,0.308,3.2,3,26.6,Sr,7-Jun,10,0.458274,2019,51673,Oregon
52,Mike Sagay,Boston College,ACC,15,5.2,75.3,27.9,44.8,44.44,5,19.3,0,20.6,4,10,0.4,7,22,0.318,4,7,0.571,1.6,1.6,34.5,Fr,7-Jun,23,-0.0234381,2017,46501,IUPUI
53,Teshaun Hightower,Georgia,SEC,29,39.4,92.6,22.4,47.8,51.9,2.1,9.4,17.7,25.5,42,59,0.712,40,76,0.526,23,80,0.287,0.2,1.6,37.8,So,5-Jun,1,0.780208,2019,51230,Tulane
54,Abu Kigab,Oregon,P12,10,10.1,106.3,13.6,46,47.49,6.4,13.5,20.9,20.3,3,5,0.6,10,14,0.714,1,11,0.091,0,0.4,20,So,7-Jun,24,0.576396,2019,51889,Boise St.
55,Miryne Thomas,Maryland Eastern Shore,MEAC,28,62.3,90.9,26.5,44.8,49.6,9.6,23.8,8.6,20.9,81,119,0.681,105,209,0.502,7,49,0.143,1.7,1.4,46.1,Fr,8-Jun,1,0.589971,2018,51618,Ball St.
56,C.J. Keyser,Wichita St.,Amer,18,9.5,106.8,14.8,37.5,49.8,3.7,8.7,13.4,18.2,13,15,0.867,9,18,0.5,0,6,0,1.8,2.7,62.5,So,3-Jun,3,0.333802,2018,46793,North Carolina Central
57,B.J. Maxwell,Abilene Christian,Slnd,21,48.3,129.8,15.2,61.4,64.38,6.5,14.6,11.9,10.2,26,29,0.897,38,67,0.567,32,73,0.438,1.6,2.5,20.7,Jr,5-Jun,13,2.80938,2019,41634,Detroit
58,Nate Darling,UAB,CUSA,31,69.6,112.2,17.9,60.7,63.44,1.6,9.8,17.3,23,42,49,0.857,51,86,0.593,57,139,0.41,1.3,0.9,21.8,So,5-Jun,13,2.04501,2018,44749,Delaware
59,Nazeer Bostick,Penn St.,B10,35,38.3,95.8,17.2,44.4,50.33,5.9,9.7,6.9,21.6,46,63,0.73,49,106,0.462,7,28,0.25,1.1,2.2,47,So,4-Jun,4,0.462502,2018,49007,Saint Peter's
60,Brandon Averette,Oklahoma St.,B12,36,49.3,99.5,19.8,43.4,47.5,0.9,9.1,26.4,19.6,44,59,0.746,77,175,0.44,10,37,0.27,0.1,1.7,27.8,So,11-May,0,1.07412,2018,46598,Utah Valley
61,Deion James,Colorado St.,MWC,30,61.6,100.1,22.3,46.6,50.05,9.1,13.2,13.8,17.6,53,73,0.726,105,216,0.486,12,48,0.25,3,1.4,27.7,Jr,8-Jun,20,1.54971,2018,43109,Washington St.
62,Xeyrius Williams,Dayton,A10,18,26.5,93.9,18.2,43.7,45.55,4,16.8,14.4,16.7,7,8,0.875,16,33,0.485,17,62,0.274,3.5,1.4,8.4,Jr,9-Jun,20,0.315808,2018,42876,Akron
63,Derrik Smits,Valparaiso,MVC,30,53.1,103.2,29.6,57.5,58.89,11.6,20.7,9.8,19.2,85,140,0.607,138,239,0.577,0,1,0,4.3,1.2,58.3,Jr,1-Jul,21,2.24586,2019,43188,Butler
64,Sylvester Ogbonda,Georgia Tech,ACC,10,5.1,80.1,24.4,33.3,39.56,13.4,16.7,12.4,22.1,6,10,0.6,6,18,0.333,0,0,0,5.2,1.8,55.6,Jr,10-Jun,24,0.0439527,2019,41742,Ohio
65,Shamiel Stevenson,Pittsburgh,ACC,4,2.4,93.2,21.6,62.5,60.12,0,23.7,8.7,25.1,0,1,0,6,11,0.545,1,1,1,3.7,5.5,8.3,So,6-Jun,0,0.0327816,2019,50258,Nevada
66,Logan Johnson,Cincinnati,Amer,32,15.8,100.2,19.4,50,53.85,7.9,12.6,18.3,27.1,14,20,0.7,20,37,0.541,3,12,0.25,4.1,3,40.8,Fr,2-Jun,0,0.373782,2019,65751,Saint Mary's
67,Ferron Flavors Jr.,Fairfield,MAAC,33,76.8,101.6,18.9,48,50.06,1.9,11.4,6.6,7.6,43,58,0.741,39,95,0.411,95,283,0.336,0,1.1,15.3,So,4-Jun,23,1.14507,2018,52096,Cal Baptist
68,Jordy Tshimanga,Nebraska,B10,31,31.9,92,21.6,45.5,47.5,15.9,20.6,7.1,23.7,22,39,0.564,51,112,0.455,0,0,0,3.1,1.1,34.8,So,11-Jun,32,0.481742,2018,44214,Dayton
69,Quinton Adlesh,Columbia,Ivy,26,78,97.9,22.8,52,52.59,0.6,9.2,15.4,16.1,15,22,0.682,73,151,0.483,65,177,0.367,0.1,2.8,6.7,Sr,Jun-00,10,1.62379,2019,42066,USC
70,J.J. Caldwell,Texas A&M,SEC,17,19.3,96.5,15.2,40.9,47.66,3.7,8.5,24.5,28.6,15,20,0.75,15,36,0.417,2,8,0.25,0.8,2.5,45.5,Fr,1-Jun,4,0.305625,2018,44311,New Mexico
71,Tracy Hector,Florida A&M,MEAC,26,63.3,83.9,20.4,38.6,42.79,5.7,16.1,23.2,25.5,49,87,0.563,58,142,0.408,3,20,0.15,1,2.9,53.7,Jr,5-Jun,0,-0.582588,2019,67751,Florida Gulf Coast
72,Terrell Allen,UCF,Amer,33,76.1,107.4,14.8,50.3,53.74,0.8,10,26,22.3,42,58,0.724,51,115,0.443,26,64,0.406,0,2.5,32.4,Jr,3-Jun,2,1.85506,2019,42053,Georgetown
73,Jaylen Key,Northern Illinois,MAC,29,28.3,83.2,18.2,40.9,44.43,3.3,12.7,5.3,21.1,15,19,0.789,39,94,0.415,1,5,0.2,1.8,0.8,19.2,Sr,8-Jun,15,-0.18914,2019,43629,New Orleans
74,Branden Johnson,Alabama St.,SWAC,29,41.3,101.4,12.7,62.7,55.64,8.1,14.5,1.4,17,18,54,0.333,47,75,0.627,0,0,0,3.8,0.7,72,So,8-Jun,24,0.102928,2019,42735,Virginia Tech
75,John Knight III,Utah St.,MWC,10,12.9,90.2,26.9,41,46.37,4.1,20,12.9,18,23,36,0.639,26,65,0.4,1,2,0.5,3.3,3.9,53.7,So,2-Jun,3,0.70399,2019,66218,Southern Utah
76,Zane Martin,Towson,CAA,30,76.6,109.4,31.4,51.7,54.68,2.2,11.3,19.4,14.6,111,159,0.698,146,296,0.493,66,178,0.371,0.8,1.4,33.5,So,4-Jun,0,3.6639,2018,48815,New Mexico
77,Cian Sullivan,La Salle,A10,10,2.7,95.2,18,33.3,50.63,19.3,17.8,0,28.4,4,4,1,2,6,0.333,0,0,0,6.4,0,66.7,So,2-Jul,31,0.107491,2019,45644,Hartford
78,Omar Silverio,Rhode Island,A10,28,16.3,85.6,17.3,41.1,42.47,2.6,12.5,15.6,21.8,6,11,0.545,8,26,0.308,10,30,0.333,0.5,2.4,19.6,Fr,4-Jun,15,-0.0679153,2019,66196,Hofstra
79,Tevin Mack,Alabama,SEC,34,51.2,97.9,23,50.4,51.04,4.8,13,8.7,17,28,50,0.56,67,132,0.508,48,144,0.333,2.3,0.9,18.1,Jr,6-Jun,34,1.45523,2019,52030,Clemson
80,Marcus Sheffield,Stanford,P12,27,34.8,107,16.1,52.4,55.33,1.9,6.5,7,15.1,19,22,0.864,21,43,0.488,30,83,0.361,0.6,1.7,17.5,Jr,5-Jun,14,0.900142,2019,39158,Elon
81,Cameron Satterwhite,Loyola Chicago,MVC,34,23,73.4,15.6,32.2,41.35,1.3,16.3,14,33.4,20,30,0.667,10,30,0.333,3,15,0.2,1,0.4,66.7,So,4-Jun,23,-0.580748,2018,49679,Northern Arizona
82,Dominik Olejniczak,Mississippi,SEC,33,45.6,110.3,15.3,57.5,60.32,7.8,11.6,7,20.8,29,38,0.763,73,127,0.575,0,0,0,5.4,1.6,29.9,Jr,Jul-00,13,1.34294,2019,44628,Florida St.
83,Quade Green,Kentucky,SEC,9,10.7,105.1,25.8,56.1,62.04,2.4,6.3,25.3,30.3,17,19,0.895,11,23,0.478,11,26,0.423,0,3.3,38.8,So,Jun-00,0,1.65151,2019,50512,Washington
84,Jordan Usher,USC,P12,12,21.6,98.6,19.9,50,53.19,3.9,12.8,12.2,19.6,19,27,0.704,30,56,0.536,8,28,0.286,1.1,0.8,32.1,So,7-Jun,1,1.19482,2019,51496,Georgia Tech
85,Cameron Corcoran,Little Rock,SB,29,41.6,107.6,18.8,55.9,59.2,0.7,3.5,9.4,17.1,35,45,0.778,18,44,0.409,42,101,0.416,0.3,1.1,31,Fr,1-Jun,3,1.08125,2018,51331,FIU
86,Austin Reaves,Wichita St.,Amer,33,53.2,120.3,16.8,59.3,62.47,2.1,14,15.8,18.2,43,52,0.827,31,62,0.5,54,127,0.425,1.3,1.3,27.5,So,5-Jun,12,2.3149,2018,46787,Oklahoma
87,Kaden Archie,TCU,B12,10,6.7,68.2,16.7,26,33.68,3.5,13.4,0,17.1,8,13,0.615,5,14,0.357,1,11,0.091,2.1,5.7,52,Fr,6-Jun,0,-0.790651,2019,65590,UTEP
88,Alex Barcello,Arizona,P12,30,22.2,106.4,17.4,47.6,52.67,0.8,10.1,10.5,11.7,19,21,0.905,19,36,0.528,14,48,0.292,0,2,25,So,2-Jun,23,0.623353,2019,50225,BYU
89,Yanni Wetzell,Vanderbilt,SEC,32,46,97.6,18.2,52.9,57.57,7.8,15.6,4.1,25.2,45,59,0.763,59,103,0.573,9,34,0.265,3.4,2.1,43.1,Jr,10-Jun,1,0.832031,2019,68125,San Diego St.
90,Jaycee Hillsman,San Jose St.,MWC,29,62.2,97.2,23.8,47.9,54.73,5.1,14.9,20.6,24.7,80,98,0.816,61,135,0.452,27,77,0.351,1.5,1.3,46.2,Jr,6-Jun,25,1.31641,2018,43818,Illinois St.
91,Donnell Gresham Jr.,Northeastern,CAA,34,82.7,116.6,16.2,52.5,57.96,2.2,15.9,16.7,14,80,98,0.816,43,94,0.457,55,145,0.379,0,2.1,41,Jr,1-Jun,22,2.4701,2019,43605,Georgia
92,Collin McManus,Penn,Ivy,8,1.4,209.8,7.6,100,100,11.9,11.7,19.2,0,0,0,0,2,2,1,0,0,0,5.4,0,0,Jr,10-Jun,44,0.692701,2018,38791,Fairleigh Dickinson
93,Michael Hueitt Jr.,Old Dominion,CUSA,13,6,133,15.8,61.4,61.36,7.2,32.5,16.9,9.8,0,0,0,0,3,0,9,19,0.474,0,0.8,0,Fr,3-Jun,11,0.73087,2018,52277,UNC Greensboro
94,Chris Barnes,Tulsa,Amer,31,22.1,75.8,18,35.5,43.43,2.5,13.6,9.4,26.7,21,27,0.778,22,58,0.379,0,4,0,0.4,0.8,43.5,So,4-Jun,0,-0.337102,2019,44658,Eastern Michigan
95,Brad Calipari,Kentucky,SEC,12,1.9,45.8,13.8,21.4,21.43,0,7.4,5.6,29.3,0,0,0,0,0,0,1,7,0.143,0,0,0,So,Jun-00,12,-0.35932,2018,47568,Detroit
96,Shawn Williams,East Carolina,Amer,26,71.7,107.6,17.4,49.7,52.81,0.9,5.3,10.1,9.5,43,49,0.878,40,97,0.412,70,195,0.359,0.3,1.1,16.8,So,1-Jun,55,2.41375,2019,46507,New Mexico St.
97,Tervell Beck,UNLV,MWC,18,17.4,87.4,21,52.9,55.09,6.9,12,5.4,31.6,18,30,0.6,23,39,0.59,3,13,0.231,2.9,1.9,57.7,So,7-Jun,14,0.0928564,2019,51524,Kent St.
98,Jaylen Shead,Texas St.,SB,32,71.6,103.1,18.3,47.4,51.96,2,16,30.5,24,63,92,0.685,68,140,0.486,16,54,0.296,1.1,2.4,47.4,Jr,1-Jun,35,1.24363,2019,40083,Washington St.
99,Akwasi Yeboah,Stony Brook,AE,31,76.2,103,26.7,48.9,52.89,5.4,20.1,10.9,17.2,95,122,0.779,112,225,0.498,65,203,0.32,1.7,1.5,28.5,Jr,6-Jun,15,2.39043,2019,43276,Rutgers
100,JoJo Anderson,Northern Arizona,BSky,26,54.3,100.6,24.8,44,55.48,0.8,7.4,19.1,20.8,123,146,0.842,33,89,0.371,37,112,0.33,0.2,1.2,72.6,So,3-Jun,4,1.64492,2018,46789,Albany
101,Micah Bradford,Valparaiso,MVC,29,39.3,85.4,21.8,39.9,41.24,1,9.7,27.1,20.1,20,41,0.488,24,62,0.387,22,81,0.272,0.5,2.2,28.7,So,2-Jun,1,0.0767742,2018,46403,Southern
102,Isaiah Washington,Minnesota,B10,28,31.1,84.9,22.5,34.5,37.62,2,9.1,34.3,20.2,19,27,0.704,36,101,0.356,10,47,0.213,0.9,2,18.2,So,1-Jun,11,0.345023,2019,50174,Iona
103,Brandon Cyrus,DePaul,BE,31,68.1,102.1,15.1,45.6,49.36,6.8,7.2,10.5,17,45,65,0.692,62,143,0.434,18,52,0.346,1.6,1.1,33.3,So,5-Jun,4,1.02356,2018,49194,UC Santa Barbara
104,Reginald Gee,Alabama St.,SWAC,28,72.7,95.9,23,45.1,50.19,3.1,13.3,9.4,18.4,84,113,0.743,65,175,0.371,45,119,0.378,0.8,1.1,38.4,Jr,3-Jun,12,1.05894,2019,49044,Austin Peay
105,Jimmy Whitt Jr.,SMU,Amer,30,82.3,112.2,20.8,49.4,50.39,6.7,14.2,22.7,12.2,42,74,0.568,158,304,0.52,4,28,0.143,1.4,2.5,22.3,Jr,3-Jun,33,3.70734,2019,42446,Arkansas
106,Rasir Bolton,Penn St.,B10,32,66.6,96.2,24.1,47.1,53.64,2.5,6.2,11.4,23.4,92,105,0.876,61,151,0.404,52,144,0.361,0.3,1.4,35.6,Fr,2-Jun,13,2.00941,2019,65867,Iowa St.
107,Frank Ryder,San Diego,WCC,24,27.4,101.1,18.6,46.8,52.29,6.5,7.7,10.9,15.9,26,35,0.743,37,79,0.468,0,0,0,1.4,0.7,44.3,Fr,10-Jun,30,0.654098,2017,45062,Colorado
108,K.J. Lawson,Kansas,B12,35,23.8,105,17.2,52.9,55.95,6.7,15.1,9.1,20.9,18,24,0.75,26,42,0.619,13,44,0.295,0.3,1.3,27.9,So,8-Jun,13,0.737574,2019,42509,Tulane
109,Lavar Harewood,South Carolina St.,MEAC,24,44.2,109.2,17.7,54.1,56.55,4.9,12.2,7.3,16.1,26,33,0.788,29,63,0.46,42,107,0.393,0.4,2,19.4,Jr,3-Jun,0,1.17751,2019,67502,Portland
110,Quinton Forrest,Jacksonville,ASun,13,3.2,73.4,14.9,38.9,42.22,2.8,14.7,4.3,28.3,1,1,1,2,5,0.4,1,4,0.25,0,1.4,11.1,Jr,4-Jun,15,-0.207943,2019,42323,Idaho
111,Camron Justice,IUPUI,Horz,31,83.4,110.3,25.9,51,56.51,1.1,10.2,17.5,16.9,128,149,0.859,96,193,0.497,85,245,0.347,0.1,2.2,34,Jr,3-Jun,5,3.43003,2019,42129,Western Kentucky
112,Jermaine Jackson Jr.,Detroit,Horz,28,69.4,93.7,19.3,42.1,46.5,1.5,9.8,13.6,15.9,52,62,0.839,46,113,0.407,47,164,0.287,0.4,1.5,22.4,Fr,10-May,1,0.548517,2018,50600,LIU Brooklyn
113,Dainan Swoope,Elon,CAA,4,7.7,98.6,17.4,52.4,56.45,1.2,3.8,12.4,21.8,6,8,0.75,5,10,0.5,4,11,0.364,0,0.6,38.1,Sr,Jun-00,13,0.786589,2019,41156,Sam Houston St.
114,Guilien Smith,Dartmouth,Ivy,16,20.9,88,18.9,38.9,44.83,1.5,14.1,11.7,17.3,16,20,0.8,14,32,0.438,7,31,0.226,0.9,1.5,31.7,Sr,2-Jun,14,0.102069,2019,43240,Northeastern
115,Ronnie Suggs,Missouri,SEC,27,18.8,80.3,15,37.5,42.24,4.4,12.6,5.4,25.1,13,22,0.591,6,21,0.286,7,23,0.304,0,1,50,Jr,6-Jun,3,-0.234714,2019,40490,Southern Illinois
